SOURCE	TARGET
ازدحم	ازدحم
الطريق	الطريق
فأصبحت	فأصبحت
الحافلة	الحافلة
لا	لا
تسير	تسير
إلا	إلا
خطوة	خطوة
خطوة	خطوة
ففي	وفي
الصباح	صباح
من	
الغد	الغد
دخلنا	دخلنا
مكة	مكة
المكرمة	المكرمة
وأدينا	وأدينا
طواف	طواف
الزيارة	الزيارة
وهي	وهو
طواف	طواف
القدوم	القدوم
ثم	ثم
توجهنا	توجهنا
إلى	إلى
فندق	فندق
الضيافة	الضيافة
منتظرين	منتظرين
أيام	أيام
المنى	منى
والعرفات	وعرفات
وأيام	وأيام
التشريق	التشريق
ففي	وفي
يوم	اليوم
الثامن	الثامن
يوم	يوم
التروية	التروية
توجهنا	توجهنا
إلى	إلى
منى	منى
بعد	بعد
الزوال	الزوال
حيث	حيث
صلينا	صلينا
الظهر	الظهر
والعصر	والعصر
قصرا	قصرا
بلا	بلا
جمع	جمع
ثم	ثم
إلى	إلى
مزدلفة	مزدلفة
فلما	فلما
كان	كان
يوم	اليوم
التاسع	التاسع
وهو	وهو
يم	يوم
عرفة	عرفة
توجهنا	توجهنا
إلى	إلى
عرفة	عرفة
حيث	حيث
صلينا	صلينا
الظهر	الظهر
والعصر	والعصر
قصرا	قصرا
وجمعا	وجمعا
ثم	ثم
ألزمنا	التزمنا
الدعاء	الدعاء
والذكر	والذكر
حتى	حتى
غروب	غروب
الشمس	الشمس
ففي	في
يوم	يوم
النحر	النحر
أدينا	أدينا
ما	ما
علينا	علينا
القيام	القيام
به	به
من	من
رمي	رمي
الجمرات	الجمرات
والحلق	والحلق
وطواف	وطواف
الإفاضة	الإفاضة
ففي	وفي
	الأيام
الحادية	الحادي
عشر	عشر
والثانية	والثاني
عشر	عشر
والثالثة	والثالث
عشر	عشر
أيام	أيام
التشريق	التشريق
رمي	رمينا
الجمار	الجمرات
الثالثة	الثلاث
كما	كما
يلزم	يلزم
فلما	فلما
أكملنا	أكملنا
حجنا	حجنا
توجهنا	توجهنا
إلى	إلى
الرياض	الرياض
وقد	وقد
أدينا	أدينا
فريضة	فريضة
الحج	الحج
ولله	ولله
الحمد	الحمد
والمنة	والمنة
أما	أما
بنسبة	بالنسبة
للصعوبات	للصعوبات
فلا	فلا
يخلو	يخلو
كل	كل
عمل	عمل
من	من
صعوبة	صعوبة
لاسيما	لاسيما
الحج	الحج
نسأل	نسأل
الله	الله
أن	أن
يجعل	يجعل
حجنا	حجنا
حجا	حجا
مقبولة	مقبولا
مباركة	مباركا
وأن	وأن
يسر	ييسر
الحج	الحج
للاخرين	للآخرين

الرحلة	الرحلة
إلى	إلى
السعود	السعودية
للدراسة	للدراسة
بدأت	بدأت
الرحلة	الرحلة
إلى	إلى
السعود	المملكة
العربية	العربية
	السعودية
بعد	بعد
أن	أن
تم	تم
لى	
القبول	قبولي
لأكمال	لإكمال
دراستى	دراستي
فى	في
إحدى	إحدى
جامعات	الجامعات
الاسلامية	الإسلامية
فى	في
مملكة	المملكة
العربية	العربية
	السعودية
وفي	وفي
23	23
06	06
1433	1433
ذهبت	ذهبت
إلى	إلى
سفار	السفارة
السعود	السعودية
الموجود	الموجودة
في	في
عاصمة	عاصمة
النيجيريا	نيجيريا
لأن	لكي
أتسلم	أستلم
بعض	بعض
العناصر	متطلبات
الرحلة	الرحلة
منها	منها
التأشيرة	التأشيرة
وتذكرة	وتذكرة
الرحلة	الرحلة
ولما	ولما
وصلت	وصلت
	إلى
السفار	السفارة
وجدت	وجدت
موظفا	موظفا
وأعطانى	وأعطاني
كل	كل
ما	ما
يحتاج	أحتاج
إليه	إليه
بعد	بعد
أن	أن
سلمته	سلمته
الاسبانة	الاستبانة
الى	التي
أعطانى	أعطاني
إياه	إياها
ورجعت	ورجعت
إلى	إلى
بلدى	بلدي
لاستعداد	للاستعداد
للرحلة	للرحلة
إلى	إلى
السعود	المملكة
العربية	العربية
	السعودية
والبيانة	والبيانات
المكتوبة	المكتوبة
في	في
التذكرة	التذكرة
على	على
أن	أن
الرحلة	الرحلة
تكون	ستكون
في	في
النهار	نهار
يوم	يوم
السبت	السبت
الموافق	الموافق
13	13
07	07
1433ه	1433 ه
وهناك	وهناك
التنبيه	تنبيه
المكتوب	مكتوب
بأسفل	بأسفل
التذكرة	التذكرة
يدلنى	يدلني
على	على
الحضور	الحضور
مبكرا	مبكرا
في	إلى
المطار	المطار
ألا	كي لا
يفوتى	تفوتني
الرحلة	الرحلة
إذا	إذا
تأخرت	تأخرت
فى	فى
الحضور	الحضور
ولو	ولو
دقيقة	دقيقة
وفي	وفي
يوم	يوم
الموعد	الموعد
ذهبت	ذهبت
إلى	إلى
المطار	المطار
بعد	بعد
أن	أن
صليت	صليت
صلاة	صلاة
الصبح	الصبح
لحصور	للحضور
مبكرا	مبكرا
لأه هذه	وهذه هي
الرحلة	الرحلة
أولها	الأولى
منذ	منذ
أن	أن
بلغت	بلغت
الرشد	الرشد
ولم	ولم
يسبق	يسبق
أن	أن
سفرت	سافرت
إلى	إلى
خارج	خارج
النيجيريا	نيجيريا
وكل	وكل
الرحلة	الرحلات
	التي
شاركت	شاركت
فيها	فيها
لم	لم
تكن	تكن
إلا	إلا
في	في
الداخل	الداخل
بلدى	بلدي
وبعون	وبعون
الله	الله
وصلت	وصلت
المطار	المطار
قبل	قبل
ساعة	ساعة
الرحلة	الرحلة
بساعتين	بساعتين
ووجدت	ووجدت
بعض	بعض
الزملاء	الزملاء
المقبولين	المقبولين
فى	من
الجامعة	الجامعة
وبعض	وبعض
طلاب	طلاب
الجامعة	الجامعة
الذين	الذين
قضوا	قضوا
إجازة	إجازة
	الفصل
الدراسى	الدراسي
الثانى	الثاني
وهم	وهم
يعودون	يعودون
إلى	إلى
المملكة	المملكة
وفى	وعلى
وجوه	وجوههم
كل	كل
بهجة	البهجة
وسرور	والسرور
وأخذ	وأخذ
كل	كل
	منا
يتبادل	يتبادل
المصافحة	المصافحة
ويسلم	ويسلم
بعض	بعضنا
على	على
بعض	بعض
ثم	ثم
نتعرفون	نتعرف
فيما	فيما
بيننا	بيننا
وفجئة	وفجأة
سمعنا	سمعنا
رنين	رنينا
تتبعنا	تتبعناه
بذهاب	بالذهاب
إلى	إلى
الاستقبال	الاستقبال
بعد	بعد
وزن	وزن
ما	ما
لدينا	لدينا
من	من
حقائب	حقائب
وبعد	وبعد
ذلك	ذلك
تركنا	تركنا
الاستقبال	الاستقبال
موجها	متجهين
إلى	إلى
الطائر	الطائرة
التى	التى
تقلنا	ستقلنا
من	من
النيجيريا	نيجيريا
إلى	إلى
إثوبى	إثيوبيا
Ethoi	Ethoi
قبل	قبل
وصولنا	وصولنا
إلى	إلى
إثوبحى	إثيوبيا
Ethoi	Ethoi
لقيت	عانيت
كثيرا	كثيرا
من	من
التعب	التعب
والصعبة	والصعوبات
لأنني	لأنني
أول	أول
مرة	مرة
تعوضت	أتعرض
نفسى	بنفسى
على	إلى
الرحلة	رحلة
الطويلة	طويلة
التى	حيث
شعرت	شعرت
فى	في
أثنائها	أثنائها
شديد	بشدة
البرد	البرد
حتى	حتى
لم	لم
أستطع	أستطع
أكل	أكل
ما	ما
قدم	قدم
لى	لي
من	من
الطعام	الطعام
وإنى	وكنت
لمستغرب	مستغربا
لما	لما
وصلنا	وصلنا
إلى	إلى
المطار	المطار
في	في
إثوبحى	إثيوبيا
Ethoi	Ethoi
عند	عند
هبوط	هبوط
الطائرة	الطائرة
لأن	لأن
كل	كل
شيء	شيء
تغير	تغير
تمام	تماما
حتى	حتى
ظننت	ظننت
ألا	ألا
ملجأ	ملجأ
إلا	إلا
الموت	الموت
وبالى	وبالتالي
إلى خالى	التخلي
عن	عن
جسدى	جسدي
وبعد	وبعد
قليل	قليل
استقرت	استقرت
الطائرة	الطائرة
على	على
الارض	الأرض
بسلامة	بسلامة
وفتحت	وفتحت
عيني	عيني
فإذا	فإذا
	بي
بمملكة	بالمملكة
السعودية	العربية
العربية	السعودية
وحينئذ	وحينئذ
لم	لم
أستطع	أستطع
التلفظ	التلفظ
شيئا	بشيء
إلا	إلا
قول	قول
الحمد	الحمد
	لله
على	على
سلامة	سلامة
الرحلة	الرحلة
التى	التي
استغرقت	استغرقت
ثمان	ثمان
ساعات	ساعات
فى	في
الجو	الجو
وفي	وفي
يوم	اليوم
التالى	التالي
ذهبت	ذهبت
إلى	إلى
الجامعة	الجامعة
وشهدها	وشاهدتها
ووحدت	ووجدت
مظهرها	مظهرها
يوحى	يوحي
بما	بما
فيها	فيها
من	من
الاستعدادات	الاستعدادات
الدراسية	الدراسية
المؤيدة	المؤيدة
للطلاب	لطلاب
العلم	العلم
الحمد	الحمد
لله	لله
تم	تمت
الرحلة	الرحلة
كما	كما
خططناها	خططنا لها

الرحلة	الرحلة
إلى	إلى
المدينة	المدينة
وقت	وقت
الاجازة	الإجازة
ذهبنا	ذهبنا
غلى	إلى
المدينة	المدينة
عند	عند
إخواننا	إخواننا
في	في
جامعة	جامعة
الاسلام	الإسلام
فستقبلونا	فاستقبلونا
إستقبالا	استقبالا
طيبا	طيبا
فذهبنا	فذهبنا
معم	معهم
إلى	إلى
أماكن	أماكن
لم	لم
نكن	نكن
نعرف	نعرفها
مثل	مثل
مسجد	مسجد
قبلتين	قبلتين
وكان	وكان
هناك	هناك
من	من
يوضح	يوضح
الناس	للناس
لماذا	لماذا
سمي	سمي
مسجد	مسجد
قبلتين	قبلتين
فستفدنا	فاستفدنا
منه	منه
كثير	كثيرا
ثم	ثم
ذهبنا	ذهبنا
إلى	إلى
مسجد	المسجد
النبوى	النبوي
فصلينبا	فصلينا
هناك	هناك
صلاة	صلاة
الظهر	الظهر
وبعد	وبعد
الصلاة	الصلاة
مررنا	مررنا
بقبر	بقبر
النبي	النبي
مع	مع
صاحبيه	صاحبيه
أبو	أبي
بكر	بكر
وعمر	وعمر
وسلمنا	وسلمنا
عليهم	عليهم
وكان	وكان
هناك	هناك
واحد	واحد
من	من
لدكاتر	الدكاتير
يوضح	يوضح
الناس	للناس
ما	ما
يتعلق	يتعلق
فى ذالك	بذلك
ثم	ثم
بعد	بعد
ذلك	ذلك
ذهنا	ذهبنا
	إلى
جبل	جبل
رمات	رماة
وكان	وكان
هناك	هناك
مقابر	مقابر
بعض	بعض
الصحابة	الصحابة
مثل	مثل
همزة	حمزة
ومن	ومن
معه	معه
من	من
الصحابة	الصحابة
نسيت	نسيت
أسمائهم	أسماءهم
وكان	وكان
هناك	هناك
من	من
يوضح	يوضح
الناس	للناس
ما	ما
يتعلق	يتعلق
فى ذالك	بذلك
فسئلت	فتساءلت
فى	في
نفسى	نفسي
لماذا	لماذا
هؤلاء	هؤلاء
الدكاتر	الدكاتير
في	في
هذا	هذا
المكان	المكان
هنا	هنا
مقابر	مقابر
فسألت	فسألت
واحد	واحدا
من	من
الدكاتر	الدكاتير
قال	قال
إن	إن
بعض	بعض
الناس	الناس
يقصدون	يقصدون
إن	أن
زيارة	زيارة
القبور	القبور
عبادة	عبادة
فنحن	فنحن
نخاف	نخاف
منهم	منهم
ألا	ألا
يقعوا	يقعوا
في	في
الشرك	الشرك
بالله	بالله
تعالى	تعالى
يقول	يقول
الله	الله
عز	عز
وجل	وجل
إن	إن
الله	الله
لا	لا
يغفر	يغفر
أن	أن
يشرك	يشرك
به	به
ويغفر	ويغفر
ما	ما
دون	دون
ذلك	ذلك
لمن	لمن
يشاء	يشاء
بذلك	لذلك
كنا	كنا
هنا	هنا
نوضح	نوضح
الناس	للناس
حتى	حتى
لا	لا
يقعون	يقعون
في	في
الشرك	الشرك

الرحلة	الرحلة
الدعوية	الدعوية
الحمد	الحمد
لله	لله
رب	رب
العالمين	العالمين
وبه	وبه
نستعين	نستعين
ولا	ولا
حول	حول
ولا	ولا
قوة	قوة
إلا	إلا
بالله	بالله
العلي	العلي
العظيم	العظيم
أصلي	أصلي
وأسلم	وأسلم
على	على
رسولك	رسولك
محمد	محمد
صلى	صلى
الله	الله
عليه	عليه
وسلم	وسلم
أما	أما
بعد	بعد
فأقول	سأقول
لكم	لكم
فيما	ما
	الذي
فعلت	فعلته
في	في
وقت	وقت
الصيفي	الصيف
عندما	عندما
سفرت	سافرت
إلى	إلى
البلد	البلد
لقد	لقد
أقمنا	أقمنا
بدورة	دورة
العلمية	علمية
للأبناء	لأبناء
المسلمين	المسلمين
في	في
شرق	شرق
البلاد	البلاد
التايلندية	التايلندية
والطلاب	والطلاب
الذين	الذين
شاركوا	شاركوا
في	في
هذه	هذه
الدورة	الدورة
كانوا	كانوا
في	في
مرحلة	المرحلة
المتوسطة	المتوسطة
وعددهم	وعددهم
حوالي	حوالي
60	60
طالبا	طالبا
وهذه	وهذه
منطقة	منطقة
فيها	فيها
مسلمين	مسلمين
قليلين	قليلين
والطلاب	والطلاب
الذين	الذين
شاركوا	شاركوا
بعضهم	بعضهم
جاءوا	جاء
من	من
منطقة	منطقة
الأخرى	أخرى
وفي	وفي
هذه	هذه
الدورة	الدورة
لقد	
ألقينا	ألقينا
لهم	عليهم
كثير	كثيرا
من	من
الدروس	الدروس
منها	منها
عقيدة	العقيدة
الصلاة	الصلاة
والوضوء	والوضوء
وأنشطة	وأنشطة
مختلفة	مختلفة
وأقمنا	وأقمنا
بهذه	بهذه
الدورة	الدورة
حوالي	حوالي
خمسة	خمسة
أيام	أيام
تقريبا	تقريبا
واستفد	واستفاد
الطلاب	الطلاب
فائدة	استفادة
كثيرة	كبيرة
من	من
هذه	هذه
الدورة	الدورة
وهم	وهم
يطلبون	يطلبون
منا	منا
لهم	
بإقامة	إقامة
مثل	مثل
هذه	هذه
الدورة	الدورة
	لهم
في	في
مرة	مرة
قادمة	قادمة
أيضا	أيضا
ولقد	ولقد
نجحنا	نجحنا
في	في
هذه	هذه
الدورة	الدورة
واستفدنا	واستفدنا
كثيرا	كثيرا
ونستطيع	ونستطيع
أن	أن
نوأخي	نؤاخي
معهم	معهم
وننتشر	وننشر
الإسلام	الإسلام
في	في
بلاد	بلاد
الكفر	الكفر
وينفع	وينفع
المسلمين	المسلمين
كافة	كافة

رحلة	رحلة
إلى	إلى
منطقة	منطقة
الشمال	الشمال
بسم	بسم
الله	الله
الرحمن	الرحمن
الرحيم	الرحيم
الحمد	الحمد
لله	لله
رب	رب
العالمين	العالمين
والصلاة	والصلاة
والسلام	والسلام
على	على
أشرف	أشرف
الأنبياء	الأنبياء
والمرسلين	والمرسلين
وعلى	وعلى
آله	آله
وصحبه	وصحبه
ومن	ومن
تبعهم	تبعهم
بإحسان	بإحسان
إلى	إلى
يوم	يوم
الدين	الدين
وبعد	وبعد
فى	في
عطلة	عطلة
الصيف	الصيف
الماضي	الماضي
أردنا	أردنا
قيام	القيام
رحلة	برحلة
دعوية	دعوية
إلى	إلى
منطقة	منطقة
الشمال	الشمال
في	في
سريلانكا	سريلانكا
ثم	ثم
تشاورنا	تشاورنا
مع	مع
جميع	جميع
زملائي	زملائنا
الذين	الذين
يدرسون	يدرسون
في	في
جامعة	جامعة
الإمام	الإمام
محمد	محمد
بن	بن
سعود	سعود
الإسلامية	الإسلامية
وخططنا	وخططنا
خطة	خطة
جميلة	جميلة
وبدأت	وبدأت
الرحلة	الرحلة
في	في
سهر	شهر
يوليو	يوليو
من	من
عاصمة	عاصمة
سريلانكا	سريلانكا
في	في
حافلة	حافلة
وكان	وكان
عدد	عدد
زملائنا	زملائنا
20	20
والجدير	والجدير
بالذكر	بالذكر
هنا	هنا
أن	أن
منطقة	منطقة
الشمال	الشمال
كانت	كانت
تحت	تحت
سيطرة	سيطرة
النمور	نمور
التاملي	التاميل
30	30
سنة	سنة
تقريبا	تقريبا
ودمرت	ودمرت
هذه	هذه
الفرقة	الفرقة
البلاد	البلاد
وخربت	وخربت
وأخرجت	وأخرجت
المسلمين	المسلمين
من	من
هذا	هذا
المكان	المكان
وسيطرت	وسيطرت
على	على
بيوتهم	بيوتهم
وأموالهم	وأموالهم
وأخذت	وأخذت
أموالهم	أموالهم
ثم	ثم
بنصر	بنصر
الله	الله
تعالى	تعالى
أهلكت	أهلكت
حكومة	حكومة
سريلانكا	سريلانكا
البوذية	البوذية
هذه	هذه
الفرقة	الفرقة
وذهب	وذهب
المسلمون	المسلمون
والبوذيون	والبوذيون
إلى	إلى
أماكنهم	أماكنهم
الأصلية	الأصلية
وكثر	وكثر
عدد	عدد
الزوار	الزوار
إلى	إلى
هذا	هذا
المكان	المكان
لمشاهدة	لمشاهدة
تدمير	تدمير
هؤلاء	هذه
الفرقة	الفرقة
وكانت	وكانت
رحلتنا	رحلتنا
أيضا	أيضا
إلى	إلى
هذا	هذا
المكان	المكان
وشاهدنا	وشاهدنا
ما	ما
حدث	حدث
لأهل	لأهل
البلد	البلد
وما	وما
يحتاجون	يحتاجون
وساعدناهم	وساعدناهم
على	في
ما	ما
نستطيع	نستطيع
مما	مما
أعطانا	أعطانا
الله	الله
ثم	ثم
قمنا	قمنا
بجمع	بجمع
الأطفال	الأطفال
في	في
مسجد	مسجد
كبير	كبير
في	في
بلد	بلد
من	من
هذه	هذه
المنطقة	المنطقة
وعلمناهم	وعلمناهم
القرآن	القرآن
والأحاديث	والأحاديث
ووضعنا	ووضعنا
بينهم	بينهم
المسابقات	المسابقات
حتى	حتى
يؤثر	تؤثر
في	في
قلوبهم	قلوبهم
عظمة	عظمة
الإسلام	الإسلام
والدين	والدين
الحنيف	الحنيف
الذين	الذي
يؤدي	يؤدي
أصحابه	بأصحابه
إلى	إلى
الجنة	الجنة
العالية	العالية
يوم	يوم
لاقيامة	القيامة
وفي	وفي
هذا	هذا
البلد	البلد
وقعت	وقعت
حادثة	حادثة
جميلة	جميلة
طريفة	طريفة
ذهبنا	ذهبنا
بعد	بعد
صلاة	صلاة
الصبح	الصبح
إلى	إلى
فندق	فندق
لنفطر	لنفطر
ثم	ثم
أكلنا	أكلنا
حتى	حتى
يبلغ	بلغ
الحلقوم	الحلقوم
ثم	ثم
ذهبنا	ذهبنا
إلى	إلى
شقتنا	شقتنا
حتى	حتى
نرتاح	نرتاح
قليلا	قليلا
وبدأ	وبدأ
كل	كل
منا	منا
يبحث	يبحث
	عن
الخلاء	الخلاء
ليضي	ليقضي
حاجته	حاجته
بسبب	بسبب
هذا	هذا
الطعام	الطعام
لكن	لقد
كان	كان
في	في
هذه	هذه
الشقة	الشقة
بيت	بيت
خلاء	خلاء
واحد	واحد
فقط	فقط
وأدت	وأدى
هذا	هذا
الفطور	الفطور
إلى	إلى
إسهال	إسهال
الجميع	الجميع
حتى	حتى
قضى	قضى
بعضنا	بعضنا
في	في
السرير	السرير
والغرفة	والغرفة
ولم	ولم
يستطيعوا	يستطيعوا
أن	أن
يصبروا	يصبروا
على	على
ذلك	ذلك
وقضوا	وقضوا
حوائحهم	حوائحهم
على	على
ذلك	ذلك

رحلة	رحلة
إلى	إلى
مكة	مكة
المكرمة	المكرمة
بسم	بسم
الله	الله
الرحمن	الرحمن
الرحيم	الرحيم
وصلت	وصلت
إلى	إلى
المملكة	المملكة
العربية	العربية
السعودية	السعودية
قبل	قبل
سنة	سنة
ونصف	ونصف
ودخلت	ودخلت
إلى	إلى
الجمعة	جامعة
الإمام	الإمام
محمد	محمد
بن	بن
سعود	سعود
الإسلامية	الإسلامية
في	في
الرياض	الرياض
أريد	أريد
أن	أن
أذهب	أذهب
إلى	إلى
مكة	مكة
المكرمة	المكرمة
للعمرة	للعمرة
لأنى	لأني
ما	ما
زرت	زرت
مكة	مكة
أبدا	أبدا
فأفكر	فأفكر
كيف	كيف
أذهب	أذهب
إلى	إلى
مكة	مكة
وأسأل	وأسأل
أصدقاء	أصدقائي
وزميلى	وزملائي
كيف	كيف
أركب	أركب
السيارة	السيارة
وما	وما
أحتاج	أحتاج
في	في
العمرة	العمرة
ومن	ومن
يريد	يريد
	الذهاب
إلى	إلى
العمرة	العمرة
يخبرني	يخبرني
يحيى	يحيى
هو	هو
يريد	يريد
	الذهاب
إلى	إلى
العمرة	العمرة
فواعدنا	فتواعدنا
	في
وقتا	وقت
استيقظت	استيقظت
مبكرا	مبكرا
في	في
يوم	يوم
الأربعاء	الأربعاء
وأعددت	وأعددت
الحقيبة	الحقيبة
فيها	فيها
أشياء	الأشياء
ما	التي
أريد	أريد
فذهبت	وذهبت
إلى	إلى
المعهد	المعهد
بعد	بعد
صلاة	صلاة
الظهر	الظهر
ذهبنا	ذهبنا
إلى	إلى
المطعم	المطعم
ثم	ثم
ذهبنا	ذهبنا
إلى	إلى
السكن	السكن
لنستريح	لنستريح
قليلا	قليلا
ذهبنا	ذهبنا
إلى	إلى
النقل	النقل
الجماعة	الجماعة
في	في
الساعة	الساعة
الثانية	الثانية
بعد	بعد
الظهر	الظهر
بالأجرة	بالأجرة
ثم	ثم
اشترينا	اشترينا
التذكرة	التذكرة
بعد	بعد
صلاة	صلاة
العصر	العصر
بدأنا	بدأنا
هذه	هذه
الرحلة	الرحلة
وصلنا	وصلنا
إلى	إلى
مكة	مكة
المكرمة	المكرمة
في	في
صباح	صباح
الخميس	الخميس
والإحرام	والإحرام
في	في
الطائف	الطائف
ذهبنا	ذهبنا
إلى	إلى
الفندوق	الفندق
الأولى	أولا
تركنا	تركنا
الحقيبة	الحقيبة
فذهببا	وذهبنا
إلى	إلى
العمرة	العمرة
أنا	أنا
مسرور	مسرور
جد	جدا
جد	جدا
لأنى	لأني
رأيت	رأيت
مكة	مكة
المكرمة	المكرمة

النص	النص
بدون	بدون
عنوان	عنوان
الحمد	الحمد
لله	لله
لأنني	لأنني
كنت	كنت
أريد	أريد
أن	أن
أكمل	أكمل
دراستي	دراستي
العربية	العربية
في	في
البلاد	البلاد
العربية	العربية
أريد	أريد
أن	أن
ألتحق	ألتحق
في	في
كلية	كلية
اللغة	اللغة
لدراسة	لدراسة
اللغة	اللغة
العربية	العربية
بآدابها	بآدابها
وبلاغها	وبلاغتها
لكي	لكي
أفهم	أفهم
معاني	معاني
القرآن	القرآن
والحديث	والحديث
النبوي	النبوي
الشريف	الشريف
وبعض	وبعض
المهارات	المهارات
اللغوية	اللغوية
ولكي	ولكي
أعمل	أعمل
بعد	بعد
ذلك	ذلك
أعمالا	أعمالا
يفيد	تفيد
الناس	الناس
عامة	عامة
وللمسلمين	والمسلمين
خاصة	خاصة

العلم	العلم
أريد	أريد
العلم	العلم
يستفيد	يستفيد
	منه
الناس	الناس
كل	كل
الناس	الناس
يحتاج	يحتاج
إلى	إلى
العلم	العلم
ولكن	ولكن
بعض	بعض
الناس	الناس
لا	لا
يحتاج	يحتاج
الذى	الذي
يعرف	يعرف
العلم	العلم
عالم	عالم
وهو	وهو
يعرف	يعرف
كل	كل
سئ الذى	شيء والذي
لا	لا
يعرف	يعرف
هو	هو
جاهل	جاهل
كما	كما
قال	قال
الرسول	الرسول
صلى	صلى
الله	الله
عليه	عليه
وسلم	وسلم
طلب	طلب
العلم	العلم
فريضة	فريضة
على	على
كل	كل
مسلم	مسلم
أنا	أنا
أريد	أريد
العلم	العلم
نافع	النافع
وعلم	والعلم
الذى	الذي
يستفيد	يستفيد
	منه
الناس	الناس
يعنى	يعني
علم	العلوم
الدينية	الدينية
رأيت	رأيت
فى	في
بلدى	بلدي
كثير	كثيرا
	من
الناس	الناس
مسلم	مسلم
ولكن	ولكن
لا	لا
يعرف	يعرف
عن	عن
الاسلام	الإسلام
عجيت	عجبت
متل	مثلا
هو	هو
نامه	نامة
مسلم	مسلم
ما	ما
شاء	شاء
الله	الله
الآن	الآن
أنا	أنا
أدرس	أدرس
	في
سعودى	السعودية
	في
حامعة	جامعة
الامام	الإمام
أنا	أنا
أريد	أريد
علم	العلوم
الدينية	الدينية
سوف	سوف
تذهب	أذهب
غلى	إلى
بلادى	بلادي
وتحدث	وأحدث
عن	عن
الاسلام	الإسلام
إنشاء	إن شاء
الله	الله
بعد	بعد
الدراسة	الدراسة

أحب	أحب
وسأختار	وسأختار
فى	
كلية	كلية
الشريعة	الشريعة
سأخذ	سأختار
كلية	كلية
الشريعة	الشريعة
فى	في
المستقبل	المستقبل
إن	إن
شاء	شاء
الله	الله
أحب	أحب
كلية	كلية
الشريعة	الشريعة
لأن	لأن
هذه	هذه
كلية	كلية
مهم	مهمة
بنسبة	بالنسبة
لي	لي
لكي	لأني
سأدرس	سأدرس
العلم	علوم
الشريعة	الشريعة
فى	في
بلاد	بلادي
بعد	بعد
انتهيت	الانتهاء
من	من
الدراسة	الدراسة
العلم	علوم
الشريعة	الشريعة
هى	هي
العلم	علوم
من	من
العلوم	العلوم
التي	التي
وقعت	اشتملت
إليها	عليها
العلم	علوم
الفقه	الفقه
والعلم	والعلم
الحديث	الحديث
والعلم	وعلم
النحو	النحو
والصرف	والصرف
وغيرها	وغيرها
هذه	هذه
العلم	العلوم
يتجمع	تتجمع
من	من
العلوم	العلوم
الاسلامية	الإسلامية
وفي	وفي
بلاد	بلادي
وحصوصا	وخصوصا
على	على
المسلمين	المسلمين
في	في
ماليزيا	ماليزيا
هم	هم
يحتاجون	يحتاجون
ليفلمون	لفهم
الدين	الدين
الإسلام	الإسلامي
بطريق	بطريقة
صحيح	صحيحة
وتابع	وتتبع
إلى	
القرآن	القرآن
والسنة	والسنة
إذا	إذا
فهموا	فهم
المسلمين	المسلمون
العلم	علوم
الشريعة	الشريعة
بطريق	بطريقة
صحيح	صحيحة
فينتهى	ينتهون
عن	عن
أخطاء	الأخطاء
الذى	التي
فعلوا	يفعلونها
فى	في
الصلاة	الصلاة
وفى	وفي
الزكاة	الزكاة
وفى	وفي
الحج	الحج
وفى	وفي
الحد	حدود
شريعة	الشريعة
أو	أو
وفي	في
غيرها	غيرها
الذي	كالذي
تكون	يتعلق
فى مسألة	بمسألة
المسلمون	المسلمين
فى	في
بلادي	بلادي
وخلاصة	وخلاصة
العلم	علوم
الشريعة	الشريعة
هي	هي
العلم	علوم
مهمة	مهمة
والعلم	والعلم
ضرورية	ضروري
فى	في
العالم	العالم
الاسلامية	الإسلامي

قصص	قصص
الفكاهة	الفكاهة
كنتفي	كنت في
الغابة	الغابة
في	في
الصين	الصين
وتاريخها	وتاريخها
27	27
06	06
2013م	2013 م
معى	معي
أصدقائى	أصدقائي
وزملائى	وزملائي
وأقاربى	وأقاربي
كلهم	كلهم
ناشطون	نشطاء
في	في
القول	القول
والعمل	والعمل
والنفس	والنفس
والروح	والروح
وكلهم	وكلهم
مجتهدون	مجتهدون
فيما	فيما
سبق	سبق
مما	مما
قلت	قلت
قبل	قبل
قليل	قليل
قبل	قبل
الذهاب	الذهاب
إلى	إلى
المكان	المكان
الذى	الذي
تتمنيها	نتمناه
خططنا	خططنا
لهذه	لهذه
الرحلة	الرحلة
تخطيط	تخطيطا
تدقيق	دقيقا
أولا	أولا
سأقدم	سأقدم
اسماءهم	أسماءهم
لكم	لكم
أصدقائى	أصدقائي
هم	هم
محمد	محمد
ويوسف	ويوسف
وعلى	وعلي
وحسين	وحسين
وزملائى	وزملائي
هم	هم
مريم	مريم
وعائشة	وعائشة
وصمية	وسمية
وذكريا	وزكريا
ويونس	ويونس
وأقاربى	وأقاربي
هم	هم
أبى	أبي
وأمى	وأمي
وخالى	وخالي
وخالتى	وخالتي
وأخى	وأخي
الكبير	الكبير
وأختى	وأختي
الصغير	الصغيرة
وفي	وفي
الطريقة	طريق
الرحلة	الرحلة
وقابلنا	قابلنا
كثير	كثيرا
من	من
الطيور	الطيور
والحيوانات	والحيوانات
وغيرها	وغيرها
وشاهدنا	وشاهدنا
أشجارا	أشجارا
وأنهارا	وأنهارا
وبعد	وبعد
الساعة	الساعة
الواحدة	الواحدة
وصلنا	وصلنا
إلى	إلى
المكان	المكان
الذى	الذي
تمنيناها	تمنيناه
يعنى	يعني
هذه	هذه
الرحلة	الرحلة
خلال	خلال
استرحنا	استراحتنا
