SOURCE	TARGET
،	،
حتى	حتى
نصل	وصلنا
إلى	إلى
ميقات	ميقات
الأحرام	الإحرام
بعد	بعد
ساعات	ساعات
وأحرمنا	وأحرمنا
بالشرعية	بالشرعية
المطلوبة	المطلوبة
ثم	ثم
استمرنا	استمر
السفر	السفر
حتى	حتى
نصل	وصلنا
إلى	إلى
مكة	مكة
	،
دخلت	دخلت
إلى	إلى
المسجد	المسجد
الحرام	الحرام
	،
عندما	عندما
رأيت	رأيت
الكعبة	الكعبة
المشرفة	المشرفة
من	من
بعيد	بعيد
	كنت
أبكى	أبكي
خوفا	خوفا
وسرورا	وسرورا
	،
ذلك	ذلك
الشعور	الشعور
لا	لا
أعرف	أعرف
كيف	كيف
أصفه	أصفه
بالكلمات	بالكلمات
آثم	، ثم
بقيت	بقيت
في	في
مكة	مكة
تقريبا	تقريبا
سبعة	سبعة
أيام	أيام
وأديت	وأديت
فريضة	فريضة
الحج	الحج
	.
نعم	نعم
أن	أن
هذه	هذه
الرحلة	الرحلة
كرحلة	كرحلة
الموت	الموت
لكني	لكني
ذقت	ذقت
حلوة	الحلو
منها	منها
.	.

الشريعة	الشريعة
الإسلامية	الإسلامية
	،
مقصدي	مقصدي
هنا	هنا
	.
أنا	أنا
أرغب	أرغب
في	في
التحاق	الالتحاق
في كلية	بكلية
الشريعة	الشريعة
أن	إن
شاءالله	شاء الله
	؛
لأطبق	لأطبق
الشريعة	الشريعة
الإسلامية	الإسلامية
في	في
حياتي	حياتي
	.

التخصص	التخصص
في	في
المستقبل	المستقبل
"	.
أنا	أنا
	في
لأن مستوى	المستوى
ثالث	الثالث
	في
معهد	معهد
تعليم	تعليم
اللغتة	اللغة
العربية	العربية
بجامعة	بجامعة
الاءمام	الإمام
	،
بعد	بعد
نهاية	النهاية
في	من
المعهد	المعهد
أتخصص	أتخصص
بكلية	بكلية
أصول	أصول
الدين	الدين
في	في
الحديث	الحديث
	.
أريد	أريد
أن	أن
أتخصص	أتخصص
به	فيه
	؛
لأني	لأني
أرغب	أرغب
أن	أن
أحفظه	أحفظه
كي	كي
أعمل	أعمل
به	به
وأدعو	وأدعو
الناس	الناس
جميعا	جميعا
إلى	إلى
دين	دين
الحق	الحق
لأنه	لأنه
شيء	شيء
مهمة	مهم
في	في
حياتي	حياتي
والأمة	والأمة
وبنفسي	وبنفسي
أحبه	أحبه
	؛
لفهم	لأفهم
ويسهل	ويسهل
إلي	علي
في	في
المستقبل	المستقبل
عندما	عندما
شخش	شخص
الذي	
يسأل ني	يسألني
عن	عن
مسألة	مسألة
فأجيب إليه	فأجيبه
بالدليل	بالدليل
من	من
القرآن	القرآن
الكريم	الكريم
و الحديث	والحديث
الشريف	الشريف
فيصدق ني	فيصدقني
	.
هذه	هذه
أشياء	أشياء
مهمة	مهمة
جدا	جدا
	،
وفي	وفي
العامة	العامة
أستطيع	أستطيع
أن	أن
أساعد	أساعد
الذين	الذين
لا	لا
يعلمون	يعلمون
وأستخدم	وأستخدم
إلى	
دين	دين
الإسلام	الإسلام
بقوة	بقوة
وإتقان	وإتقان
على	في
أسلوب	أسلوب
الدعوة	الدعوة
والسلامة	والسلامة
	من
على تفرق	التفرق
الذي	الذي
يكون	يكون
مشكلة	مشكلة
التي	لا
لاأراد إلى	أريدها
ديننا	لديننا
"	.

(	(
الرحلة	الرحلة
إلى	إلى
الدمام	الدمام
)	)
كانت	كانت
هذه	هذه
الرحلة	الرحلة
عام	عام
1432ه	1432ه
	،
رحلت	رحلة
مع	مع
بعض	بعض
أصدقائي	أصدقائي
وزملائي	وزملائي
وكانت	وكانت
هذه	هذه
الرحلة	الرحلة
في	في
الدمام	الدمام
.	.
وقبل	وقبل
أن	أن
نذهب	نذهب
إلى	إلى
الرحلة	الرحلة
كنا	كنا
مستعدا	مستعدين
ولا	ولا
سيما	سيما
التخطيط	التخطيط
قد	وقد
أتمنا	أتممنا
قبل	قبل
أن	أن
نغادر	نغادر
ونذهب	ونذهب
إلى	إلى
الرحلة	الرحلة
.	.
لما	لما
غادرنا	غادرنا
	،
قد	
مررنا	مررنا
وشاهدنا	وشاهدنا
مناظرا	مناظر
كثيرة	كثيرة
طيبة	طيبة
عندما	عندما
وصلنا	وصلنا
في	في
الدمام	الدمام
.	.
ذهبنا	ذهبنا
أولا	أولا
في	في
الفندق	الفندق
لكي	لكي
نأخذ	نأخذ
الاستراحة	الإستراحة
وبعد	وبعد
ذلك	ذلك
آكلنا	أكلنا
العشاء	العشاء
ثم	ثم
ننام	نمنا
وفي	وفي
الغد	الغد
ذهبنا	ذهبنا
في	لنرى
صناعة	صناعة
السفن	السفن
وشاهدنا	وشاهدنا
ما	ما
فيها	فيها
.	.
وتعلمت	وتعلمت
خلال	خلال
تلك	تلك
الرحلة	الرحلة
هو	هو
أن	أن
الرحلة	الرحلة
تعطي	تعطي
للإنسان	للإنسان
طيب	طيب
الاستراحة	الإستراحة
وطمأنينة	وطمأنينة
النفس	النفس
،	،
ولا	ولا
سيما	سيما
أن	أن
العقل	العقل
قد	قد
آخذ	أخذ
الاستراحة	الإستراحة
وحسن	وحسن
التفكير	التفكير
،	،
ولهذا	ولهذا
أصبح	أصبح
العقل	العقل
نقي	نقيا
.	.

العمرة	العمرة
مع	مع
الصديق	الصديق
"	.
لما	لما
جاءت	جاءت
عطلة	العطلة
العسبوعية	الأسبوعية
في	في
السنة	السنة
الماضي	الماضية
أعددت	أعددت
ملابسي	ملابسي
استعدادا	استعدادا
للسفر	للسفر
,	،
ثم	ثم
سافرت	سافرت
مع	مع
صديقي	صديقي
عامرالى	عامر إلى
مكة	مكة
المكرمة	المكرمة
لأداء	لأداء
العمرة	العمرة
,	.
لما	لما
سافرنا	سافرنا
ركبنا	ركبنا
الحافلة	الحافلة
من	من
الرياض	الرياض
إلى	إلى
المدينة	المدينة
,	،
و في	وفي
الطريق	الطريق
شاهدنا	شاهدنا
مناظرا	مناظرا
جميلة	جميلة
,	.
لما	لما
وصلنا	وصلنا
إلى	إلى
المدينة	المدينة
دخلنا	دخلنا
الفندق	الفندق
واسترحنا	واسترحنا
,	،
وبعد	وبعد
ذلك	ذلك
توجهنا	توجهنا
إلى	إلى
مسججد	المسجد
النبوي	النبوي
لأداءالصلاة	لأداء الصلاة
,	،
ولما	ولما
دخلنا	دخلنا
صلينا	صلينا
تحية	تحية
المسجد	المسجد
ثم	ثم
تلينا	تلونا
قليلا	قليلا
من	من
القرآن	القرآن
,	،
ثم	ثم
بعد	بعد
ذلك	ذلك
قام	قام
المؤذن	المؤذن
للصلاة	للصلاة
.	.
و بعد ما	وبعدما
انتهينا	انتهينا
من	من
الصلاة	الصلاة
زرنا	زرنا
قبر	قبر
رسول	رسول
الله	الله
صلى	صلى
الله	الله
عليه	عليه
وسلم	وسلم
وقبر	وقبور
بعض	بعض
الصحابة	الصحابة
,	،
و كان	وكان
الزحام	الزحام
ليس	ليس
شديدا	شديدا
	؛
لأن	لأن
الناس	الناس
قليلا	قليلون
;	،
ثم	ثم
بعد	بعد
ذلك	ذلك
خرجنا	خرجنا
من	من
المسجد	المسجد
لأتناول	لتناول
الفطور	الفطور
;	،
وبعد ما	وبعدما
أفطرنا	أفطرنا
عدنا	عدنا
إلى	إلى
الفندق	الفندق
ثم	ثم
اغتسلنا	اغتسلنا
و عدنا	وعدنا
مرة	مرة
	أخرى
إلى	إلى
المسجد	المسجد
لانتظار	لانتظار
صلاة	صلاة
الظهر	الظهر
.	.
و بعد	وبعد
صلاة	صلاة
الظهر	الظهر
جلنا	تجولنا
حول	حول
المدينة	المدينة
حتى	حتى
صلينا	صلينا
صلاة	صلاة
العصر	العصر
في	في
مسجد	مسجد
قباء	قباء
,	،
و بعد	وبعد
الصلاة	الصلاة
انطلقنا	انطلقنا
إلى	إلى
مكة	مكة
.	.
و بعد ما	وبعدما
أدينا	أدينا
العمرة	العمرة
رجعنا	رجعنا
إلى	إلى
الرياض	الرياض
.	.
و قد	وقد
تعلمت	تعلمت
من	من
هذه	هذه
الرحلة	الرحلة
فوائدا	فوائدا
كثيرا	كثيرة
ويذكرني	وتذكرت
عن	
حياة	حياة
الرسول	الرسول
و لبعض	وبعض
أصحابه	أصحابه
.	.
"	

الرحلة	الرحلة
إلى	إلى
العمرة	العمرة
	،
الرحلةإلى	الرحلة إلى
العمرة	العمرة
مع	مع
زملائي	زملائي
.	.
وصلنا	وصلنا
في	إلى
مكة	مكة
اليوم	يوم
أحد	الأحد
وبدأنا	وبدأنا
طواف	الطواف
حول	حول
الكعبة	الكعبة
سبعة	سبعة
ثم	ثم
سعي	سعينا
سبعةالمرات	سبع مرات
وحلقنا	وحلقنا
	،
وبعدإنتهاء	وبعد الانتهاء
من	من
العمرة	العمرة
ذهبنا	ذهبنا
إلى	إلى
الصندوق	الصندوق
حتى	حتى
حان	حان
وقت	وقت
الظهر	الظهر
	،
صلينا	صلينا
في	في
المسجد	المسجد
الحرم	الحرام
وبعد	وبعد
ذلك	ذلك
ذهبنا	ذهبنا
لزيارة	لزيارة
الحجاج	الحجاج
من	من
بلدي	بلدي
.	،
ثم	ثم
خرجنا	خرجنا
لنستري	لنشتري
شيئا	شيئا
.	.
أنا	أنا
استري	اشتريت
الثوب	ثوبا
لي أبي	لأبي
	،
وخاتم	وخاتما
لأختي	لأختي
وجواز	وجوالا
لأخي	لأخي
	،
وبعض	وبعض
	الهدايا
زملائي	لزملائي
	،
وبعد	وبعدما
سترينا	اشترينا
نحن نأكل	أكلنا
الغدأ	الغداء
وبعدذاك	وبعد ذلك
رجعنا	رجعنا
إلى	إلى
الصندوق	الصندوق
بالحافلة	بالحافلة
مبكرا	مبكرا
.	.
هذه	هذه
رحلة	رحلة
طيبة	طيبة
.	.
	وفي
الرحلة	الرحلة
إلى	إلى
العمرة	العمرة
شهدنا	شاهدنا
الجبال	جبالا
كبيرة	كبيرة
وكثيرة	وكثيرة
.	.

رحلة	رحلة
عمرة	عمرة
"	.
في	في
الإجازة	إجازة
سنة	السنة
الماضية	الماضية
ذهبنا	ذهبنا
رحلة	رحلة
إلى	إلى
مكة	مكة
المكرمة	المكرمة
:	؛
لأداء	لأداء
عمرة	عمرة
	.
انطلقنا	انطلقنا
في	في
الساعة	الساعة
الرابعة	الرابعة
مساء	مساء
,	،
وصلنا	وصلنا
إلى	إلى
مكة	مكة
المكرمة	المكرمة
في	في
الساعة	الساعة
الخامسة	الخامسة
صباحا	صباحا
,	،
صلينا	صلينا
صلاة	صلاة
الصبح	الصبح
في	في
المسجد	المسجد
قريب	القريب
من	من
الفندق	الفندق
الذي	الذي
دخالنا	دخلنا
.	،
وبعد	وبعد
الصلاة	الصلاة
آخذنا	أخذنا
استرااح	استراحة
نصف	نصف
الساعة	ساعة
,	،
ذهبنا	ذهبنا
إلى	إلى
الحرم	الحرم
وأدينا	وأدينا
العمرة	العمرة
,	،
وبعد	وبعد
العمرة	العمرة
رجعنا	رجعنا
في	إلى
الفندق	الفندق
حتى	حتى
الظهر	الظهر
.	.
صلينا	صلينا
العصر	العصر
	،
والمغرب	والمغرب
	،
والعشاء	والعشاء
في	في
الحرم	الحرم
.	.
اسنغرقنا	أمضينا
ثلاثة	ثلاثة
أيام	أيام
في	في
مكة	مكة
المكرمة	المكرمة
	،
بعد	بعد
مكة	مكة
زرنا	زرنا
المدينة	المدينة
المدينة	
المنورة	المنورة
.	.
,	
صلينا	صلينا
في	في
الحرم	الحرم
,	،
زرنا	زرنا
قبر	قبر
سيدنا	سيدنا
محمد	محمد
صلى	صلى
الله	الله
عليه	عليه
وسلم	وسلم
وصحابيه	وأصحابه
رضوان	رضوان
الله	الله
تعالى	تعالى
عليهم	عليهم
.	.
بعد	بعد
زيارة	زيارة
سيدنا	سيدنا
محمد	محمد
صلى	صلى
الله	الله
عليه	عليه
وسلم	وسلم
,	
زرنا	زرنا
البقيع	البقيع
.	.
وبعد	وبعد
صلاة	صلاة
العصر	العصر
ركبنا	ركبنا
السبارة	السيارة
إلى	إلى
زيارة	زيارة
المقابر	مقابر
الشهداء	الشهداء
و مسجد	ومسجد
القبلتبن	القبلتين
.	.
وفي	وفي
يوم	يوم
الثاني	الثاني
ذهبنا	ذهبنا
إلى	إلى
المتحف	متحف
المدينة	المدينة
	،
هناك	هناك
شاهدنا	شاهدنا
آثار	الآثار
القديمة	القديمة
	،
وأدوات	وأدوات
الغزوات	الغزوات
	،
وأشياء	وأشياء
الريبة	غريبة
التي	
لم	لم
نعرفها	نعرفها
من	من
قبل	قبل
.	،
ثم	ثم
رجعنا	رجعنا
إلى	إلى
الفندق	الفندق
ماخرا	متأخرا
.	.
وفي	وفي
يوم	اليوم
الثالث	الثالث
غادرنا	غادرنا
من	
االمدينةإلي	المدينة إلى
الرياض	الرياض
في	في
الساعة	الساعة
السادسة	السادسة
صباحا	صباحا
,	،
وصلنا	وصلنا
آ لي	إلى
الرياض	الرياض
في	في
الساعة	الساعة
السابعة	السابعة
مساء	مساء
.	.
"	

زيارةالبلد	زيارة البلد
:	.
سافرت	سافرت
إلى	إلى
بلدي	بلدي
مع	مع
بعض	بعض
الأصدقاء	الأصدقاء
,	
ولأقرباء	والأقرباء
	.
من	من
أهم	أهم
الصعو بات	الصعوبات
التي	التي
واجهتنا	واجهتنا
في	في
بلد نا	بلدنا
مشكلت	مشكلة
السيارة	السيارة
	،
الطرقات	الطرقات
كلها	كلها
غير	غير
صحيح	صحيحة
أي	أي
لا	لا
يستطع	تستطيع
السيارة	السيارة
أن	أن
تتجاوز	تتجاوز
من	
العا صمة	العاصمة
إلى	إلى
قر يتنا	قريتنا
,	،
ونحن	وكنا
نركب	نركب
الفرس	الفرس
,	،
والحمار	والحمار
,	،
وشاهدنا	وشاهدنا
في	في
الطريق	الطريق
شيا	أشياء
عجيبا	عجيبة
,	،
وهىشاركت	وشارك
معنا	معنا
رهط	رهط
منالناس	من الناس
بعضهم	بعضهم
راكبون	راكبون
ف	على
الفرس	الفرس
وحينئذ	وحينئذ
سقط	سقط
أحد هم	أحدهم
من	من
الفرس	الفرس
,	،
وانكسر	وانكسر
عنقه	عنقه
,	،
وهذالمكان	وهذا المكان
الذي	الذي
انكسر	انكسر
	فيه
عنقه	عنقه
كان	كان
بعيد	بعيدا
جدا	جدا
من	من
العاصمة	العاصمة
لايوجدهنا	ولا يوجد هنا
أالطبيب	طبيب
,	،
وبقي	وبقي
المريض	المريض
هنا	هنا
شهرين	شهرين
,	،
حتى	حتى
وجه	واجهوه
بمشكلاة	بمشكلة
الكسرة	الكسر
.	.

رحلة	رحلة
عمرة	عمرة
"	.
قبل	قبل
فصل	الفصل
دراسي	الدراسي
كنت	كنت
سافرت	سافرت
إلى	إلى
مكة	مكة
لعمرة	للعمرة
,	،
شعرت	شعرت
	أن
هذا	هذا
الشيء	الشيء
الممتعة	ممتع
.	.
سأحكى	سأحكي
هذه	هذه
رحلة	الرحلة
لكم	لكم
أن	إن
شاء	شاء
الله	الله
.	.
كنت	كنت
ذهت	ذهبت
مع	مع
صديقي	صديقي
منصور	منصور
إلى	إلى
مكة	مكة
لأداء	لأداء
عمرة	عمرة
,	،
قبل	قبل
يوم	يوم
	كان
الاستعداد	الاستعداد
	،
حقيبنا	حقائبنا
	وجد
فيها	فيها
وجد	
:	:
الطعام	الطعام
	،
والماء	والماء
	،
والملابسالإحرام	وملابس الإحرام
	،
والشيء	وأشياء
آخر	أخرى
.	.
ذهبنا	ذهبنا
من	من
جامعة	جامعة
الأمام	الإمام
إلى	إلى
حي	حي
بطح	بطح
لنركب	لنركب
سيارة	سيارة
في	في
المساء	المساء
,	،
استغرقنا	استغرقنا
سبعة	سبعة
ساعات	ساعات
تقريبا	تقريبا
في	في
الطريق	الطريق
.	،
شعرنا	شعرنا
تعبان	بالتعب
جدا	جدا
,	؛
لأننا	لأننا
لا	لم
نستطع	نستطع
أن	أن
ننام	ننام
	نوما
مريح	مريحا
.	.
عندما	عندما
وصلنا	وصلنا
إلى	إلى
الطائف	الطائف
وجدنا	وجدنا
المسجد	المسجد
الأحرام	للإحرام
بجنب	بجنب
التفتيش	التفتيش
,	،
فغسلنا	فغسلنا
الغسل	الغسل
في	في
مسجد	مسجد
الأحرام	الإحرام
.	،
ولبسنا	ولبسنا
ثوب	ثوب
الأحرام	الإحرام
,	،
بعد	بعد
ذالك	ذلك
صلينا	صلينا
صلتين	صلاتين
في	في
مسجد	المسجد
ثم	ثم
ركبنا	ركبنا
سيارة	سيارة
من	من
الطائف	الطائف
إلى	إلى
مكة	مكة
.	.
عندما	عندما
	كانت
السيارة	السيارة
في	في
الطريق	الطريق
قرأنا	قرأنا
ربيك	لبيك
اللهم	اللهم
ربيك	لبيك
.	.
.	.
.	.
.	.
.	.
بعد	بعد
ثلاثة	ثلاثة
ساعات	ساعات
وصلنا	وصلنا
مكة	مكة
المكرم	المكرمة
.	.
مشينا	مشينا
من	من
مخطه	محطة
السيارة	السيارة
إلى	إلى
بيت	البيت
الحرام	الحرام
,	،
عظيم	عظيم
جدا	جدا
,	،
الله	الله
أكبر	أكبر
!	!
!	!
!	!
بدأنا	بدأنا
طواف	الطواف
بيت	بالبيت
الحرام	الحرام
من	من
حجر	الحجر
الأسود	الأسود
سبعة	سبعة
مرات	مرات
عندما	عندها
طوفنا	طفنا
وقرأنا	وقرأنا
قرآن	القرآن
والدعاء	والدعاء
.	.
بعد	بعد
انتهينا	انتهائنا
	من
طواف	الطواف
,	،
فصلينا	صلينا
صلتين	صلاتين
.	.
بعده	بعدها
جرينا	جرينا
من	من
صفا	الصفا
إلى	إلى
مروا	المروى
سبعة	سبعة
مرات	مرات
.	،
قرأنا	قرأنا
دعاء	دعاء
أيضا	أيضا
.	،
فشربنا	فشربنا
ماء	ماء
زمزم	زمزم
.	،
حلقنا	حلقنا
الشعربالمقص	الشعر بالمقص
كهربائ	الكهربائي
.	.
بعد	بعد
ذالك	ذلك
غسلنا	اغتسلنا
الغسل	
في	في
دورات	دورات
المياه	المياه
ولبسنا	ولبسنا
ملابس	ملابسنا
.	.
الحمد	الحمد
الله	لله
انتهينا	انتهينا
	من
هذه	هذه
عمرة	العمرة
,	،
نسأل	نسأل
لله	الله
أن	أن
يقبل	يقبل
عمرتنا	عمرتنا
.	.
ربنا	ربنا
أتنا	آتنا
في	في
الدنيا	الدنيا
حسن	حسنة
وفي	وفي
الآخرة	الآخرة
حسن	حسنة
وقينا	وقنا
عذابا	عذاب
نار	النار
.	.
اللهم	اللهم
أمين	آمين
.	.
.	.
.	.

تعلم	تعلم
الدين	الدين
	.
جات	جئت
في	إلى
المملك	المملكة
لتعلم	لتعلم
و اطلاع	والاطلاع
	على
الدين	الدين
الإسلامية	الإسلامي
،	؛
ولذا	ولذا
كان	كان
قصدي	قصدي
	،
أي	أي
من	من
كليات	الكليات
إسلامية	الإسلامية
.	.
بعد	بعد
أن	أن
عرفت	عرفت
أصناف	أصناف
الكليات	الكليات
اللإسلامية	الإسلامية
و ما	وما
هو	هو
تخصيصها	تخصصها
،	،
عزمت	عزمت
على	على
كلية	كلية
الشريعة	الشريعة
،	؛
لأن	لأن
فيها	فيها
لا	لا
يوجد	يوجد
خروج	خروج
من	من
المادات	المواد
الدينية	الدينية
إلا	إلا
قليلا	قليلا
كما	كما
سمعت	سمعت
.	.
لا	لا
ينفع	تنفع
دراسة	دراسة
الشريعة	الشريعة
في	في
بلدي	بلدي
وخاصة	وخاصة
من	من
السعودية	السعودية
.	،
لكن	لكن
ما	ما
أريد	أريد
بها	بها
إلا	إلا
رضاء	رضاء
الله	الله
ووجهه	ووجهه
الكريم	الكريم
.	.
و العمل	والعمل
المعلق	المتعلق
بهذه	بهذه
الدراسة	الدراسة
غير	غير
مهمة	مهم
.	،
أرجو	أرجو
أن	أن
أشترك	أشترك
في	في
الدعوة	الدعوة
الإسلامية	الإسلامية
وتعليم	وتعليم
شابنا	شبابنا
بعد	بعد
العودة	العودة
إلا	إلى
بلدي	بلدي
.	.

تخصصي	تخصصي
في	في
المستقبل	المستقبل
"	.
بعد	بعد
دراستي	دراستي
في	في
معهد	معهد
اللغة	اللغة
العربية	العربية
ألتحق	ألتحق
كلية	بكلية
الشريعة	الشريعة
:	؛
لأنها	لأنها
كلية	الكلية
التي	التي
أحبها	أحبها
	.
قبل	قبل
مجيء في	مجيئي إلى
المملكة	المملكة
العربية	العربية
السعودية	السعودية
,	،
وفقني	وفقني
اللله	الله
تعالى	تعالى
منحة	لمنحة
الدراسية	دراسية
.	.
قد	قد
تخرج	تخرج
أخي	أخي
في	من
هذه	هذه
الكلية	الكلية
وشجعني	وشجعني
أن	أن
ألتحق	ألتحق
في هذه	بهذه
الكية	الكلية
	؛
لأنها	لأنها
تناسب	تناسب
مستواي	مستواي
,	،
لأنها	لأنها
تشتمل	تشمل
المواد	المواد
التي	التي
تدرس	تدرس
في	في
كليات	كليات
أخرى	أخرى
,	،
وأريد	وأريد
أن	أن
أسفيد	أستفيد
في	من
جميع	جميعها
,	،
خاصة	خاصة
المواد	المواد
الشرعية	الشرعية
,	:
الفقه	الفقه
	،
والعقيدة	والعقيدة
	،
والتقسير	والتفسير
	،
أصول	أصول
الفقه	الفقه
	،
وغيرها	وغيرها
من	من
المواد	المواد
الشرعية	الشرعية
	؛
لأن	لأن
في	في
بلدنا	بلدنا
نحتاج	نحتاج
الفقه	الفقه
والعقيدة	والعقيدة
.	،
لأن	لأن
في	في
بلادنا	بلادنا
كثير	كثيرة
	هي
الخرافت	الخرافات
والجهل	والجهل
	؛
لذ	لذا
أريد	أريد
أن	أن
يكون	تكون
لدي	لدي
معلومات	معلومات
كثيرة	كثيرة
قي	في
الفقه	الفقه
	،
وأصوله	وأصوله
	،
والعقيدة	والعقيدة
حتى	حتى
أتمكن	أتمكن
في	من
هذا	هذا
الجال	المجال
.	.
والسلام	والسلام
عليكم	عليكم
ورحمة	ورحمة
الله	الله
وبركاته	وبركاته
ز	
.	.
"	

الاختيار	الاختيار
بين	بين
كليتين	كليتين
"	.
بسم	بسم
الله	الله
الرحمن	الرحمن
الرحيم	الرحيم
	.
أولا	أولا
:	،
أحمد	أحمد
الله	الله
عز	عز
و جل	وجل
كثيرا	كثيرا
بهذه	على هذه
الفرصة	الفرصة
التي	التي
وهبني	وهبني
	إياها
وأسأل	وأسأل
الله	الله
أن	أن
يثبتني	يثبتني
و يزدني	ويزدني
بعلم	علما
نافع	نافعا
.	.
الآن	الآن
أنا	أنا
في	في
معهد	معهد
تعليم	تعليم
اللغة	اللغة
العربية	العربية
في	في
مستوى	المستوى
الثالث	الثالث
و قد	وقد
إنتقعت	انتقعت
بدراستي	بدراستي
فيها	فيها
.	.
بقي	بقي
لي	لي
حوالي	حوالي
سنة	سنة
و نصف	ونصف
كي	كي
أنتهي	أنتهي
من	من
الدراستي	الدراسة
في	في
المعهد	المعهد
,	،
و بعد	وبعد
ذلك	ذلك
أريد	أريد
أن	أن
أدخل	أدخل
	إما
في	في
كلية	كلية
الشريعة	الشريعة
أم	أو
أصول	أصول
الدين	الدين
.	.
حتى	حتى
الآن	الآن
أنا	أنا
متردد	متردد
في	في
اختياري	اختياري
	؛
لأنني	لأنني
أريد	أريد
أن	أن
أرجع	أرجع
إلى	إلى
بلدي	بلدي
داعيا	داعيا
و في	وفي
بريطانيا	بريطانيا
الناس	الناس
يحتاجون	يحتاجون
عن علم	للعلم
الشرعي	الشرعي
و إصلاح	وإصلاح
عقيدتهم	عقيدتهم
و منحجهم	ومنهجهم
.	.
أن	إن
شائ	شاء
الله	الله
حينما	حينما
يقرب	يقرب
وقت	وقت
الاختيار	الاختيار
سأكون	سأكون
راسخا	راسخا
في	في
اختياري	اختياري
.	.
