Document	Raw	Corrected	Operation
EN-140-192654	teenagers	teenagers;	EDIT
EN-140-192654	that	that	NO_CHANGE
EN-140-192654	makes	makes	NO_CHANGE
EN-140-192654	them	them	NO_CHANGE
EN-140-192654	hate	hate	NO_CHANGE
EN-140-192654	each	each	NO_CHANGE
EN-140-192654	other,	other;	EDIT
EN-140-192654	they	they	NO_CHANGE
EN-140-192654	lose	lose	NO_CHANGE
EN-140-192654	friends	friends,	EDIT
EN-140-192654	and	and	NO_CHANGE
EN-140-192654	they	they	NO_CHANGE
EN-140-192654	feel	feel	NO_CHANGE
EN-140-192654	not	not	NO_CHANGE
EN-140-192654	intrested	interested	EDIT
EN-140-192654	on	in	EDIT
EN-140-192654	others.	others.	NO_CHANGE
EN-140-192654	The	The	NO_CHANGE
EN-140-192654	positive	positive	NO_CHANGE
EN-140-192654	side	side	NO_CHANGE
EN-140-192654	is	is	NO_CHANGE
EN-140-192654	that	that	NO_CHANGE
EN-140-192654	you	you	NO_CHANGE
EN-140-192654	can	can	NO_CHANGE
EN-140-192654	have	have	NO_CHANGE
EN-140-192654	friends	friends	NO_CHANGE
EN-140-192654	from	from	NO_CHANGE
EN-140-192654	different	different	NO_CHANGE
EN-140-192654	places	places,	EDIT
EN-140-192654	which	which	NO_CHANGE
EN-140-192654	develop	develops	EDIT
EN-140-192654	the	the	NO_CHANGE
EN-140-192654	relationships	relationships	NO_CHANGE
EN-140-192654	between	between	NO_CHANGE
EN-140-192654	the	the	NO_CHANGE
EN-140-192654	countries,you	countries;	EDIT
EN-140-192654		you	INSERT
EN-140-192654	can	can	NO_CHANGE
EN-140-192654	find	find	NO_CHANGE
EN-140-192654	out	out	NO_CHANGE
EN-140-192654	many	much	EDIT
EN-140-192654	informations	information	EDIT
EN-140-192654	about	about	NO_CHANGE
EN-140-192654	what	what	NO_CHANGE
EN-140-192654	is	is	NO_CHANGE
EN-140-192654	going	going	NO_CHANGE
EN-140-192654	on	on	NO_CHANGE
EN-140-192654	around	around	NO_CHANGE
EN-140-192654	the	the	NO_CHANGE
EN-140-192654	world	world,	EDIT
EN-140-192654	and	and	NO_CHANGE
EN-140-192654	you	you	NO_CHANGE
EN-140-192654	can	can	NO_CHANGE
EN-140-192654	do	do	NO_CHANGE
EN-140-192654	your	your	NO_CHANGE
EN-140-192654	own	own	NO_CHANGE
EN-140-192654	trade	trade	NO_CHANGE
EN-140-192654	to	to	NO_CHANGE
EN-140-192654	other	other	NO_CHANGE
EN-140-192654	places	places	NO_CHANGE
EN-140-192654	on	in	EDIT
EN-140-192654	the	the	NO_CHANGE
EN-140-192654	world.Social	world.	EDIT
EN-140-192654		Social	INSERT
EN-140-192654	media	media	NO_CHANGE
EN-140-192654	can	can	NO_CHANGE
EN-140-192654	be	be	NO_CHANGE
EN-140-192654	good	good	NO_CHANGE
EN-140-192654	or	or	NO_CHANGE
EN-140-192654	bad	bad;	EDIT
EN-140-192654	it	it	NO_CHANGE
EN-140-192654	depends	depends	NO_CHANGE
EN-140-192654	in	on	EDIT
EN-140-192654	how	how	NO_CHANGE
EN-140-192654	you	you	NO_CHANGE
EN-140-192654	use	use	NO_CHANGE
EN-140-192654	it.	it.	NO_CHANGE
EN-140-192654	In	In	NO_CHANGE
EN-140-192654	my	my	NO_CHANGE
EN-140-192654	opinion	opinion,	EDIT
EN-140-192654	,		DELETE
EN-140-192654	social	social	NO_CHANGE
EN-140-192654	media	media	NO_CHANGE
EN-140-192654	is	is	NO_CHANGE
EN-140-192654	a	a	NO_CHANGE
EN-140-192654	very	very	NO_CHANGE
EN-140-192654	good	good	NO_CHANGE
EN-140-192654	way	way	NO_CHANGE
EN-140-192654	to	to	NO_CHANGE
EN-140-192654	develop	develop	NO_CHANGE
EN-140-192654	the	the	NO_CHANGE
EN-140-192654	person	person	NO_CHANGE
EN-140-192654	and	and	NO_CHANGE
EN-140-192654	the	the	NO_CHANGE
EN-140-192654	society.	society.	NO_CHANGE
EN-140-192696	now		DELETE
EN-140-192696	a		DELETE
EN-140-192696	day's	Nowadays,	EDIT
EN-140-192696	the	the	NO_CHANGE
EN-140-192696	social	social	NO_CHANGE
EN-140-192696	media	media	NO_CHANGE
EN-140-192696	have	has	EDIT
EN-140-192696	a	a	NO_CHANGE
EN-140-192696	huge	huge	NO_CHANGE
EN-140-192696	impact	impact	NO_CHANGE
EN-140-192696	in	on	EDIT
EN-140-192696	our	our	NO_CHANGE
EN-140-192696	daily	daily	NO_CHANGE
EN-140-192696	lives	lives;	EDIT
EN-140-192696	,		DELETE
EN-140-192696	their	there	EDIT
EN-140-192696	are	is	EDIT
EN-140-192696	a	a	NO_CHANGE
EN-140-192696	nagative	negative	EDIT
EN-140-192696	affect	effect	EDIT
EN-140-192696	thats	that	EDIT
EN-140-192696	makes	makes	NO_CHANGE
EN-140-192696		a	INSERT
EN-140-192696	person	person	NO_CHANGE
EN-140-192696	busy	busy	NO_CHANGE
EN-140-192696	in	in	NO_CHANGE
EN-140-192696	their	their	NO_CHANGE
EN-140-192696	virtual	virtual	NO_CHANGE
EN-140-192696	world	world,	EDIT
EN-140-192696	.		DELETE
EN-140-192696	But	but	EDIT
EN-140-192696	the	the	NO_CHANGE
EN-140-192696	most	most	NO_CHANGE
EN-140-192696	common	common	NO_CHANGE
EN-140-192696	positive	positive	NO_CHANGE
EN-140-192696	points	points	NO_CHANGE
EN-140-192696	are	are	NO_CHANGE
EN-140-192696	to	to	NO_CHANGE
EN-140-192696	communicate	communicate	NO_CHANGE
EN-140-192696	with	with	NO_CHANGE
EN-140-192696	friends	friends	NO_CHANGE
EN-140-192696	and	and	NO_CHANGE
EN-140-192696	people	people	NO_CHANGE
EN-140-192696	and	and	NO_CHANGE
EN-140-192696	to	to	NO_CHANGE
EN-140-192696	learn	learn	NO_CHANGE
EN-140-192696	new	new	NO_CHANGE
EN-140-192696	benefits	benefits;	EDIT
EN-140-192696	.But	but	EDIT
EN-140-192696	people	people	NO_CHANGE
EN-140-192696	should	should	NO_CHANGE
EN-140-192696	avoid	avoid	NO_CHANGE
EN-140-192696	dangers	dangers,	EDIT
EN-140-192696	,like	like	EDIT
EN-140-192696	they		DELETE
EN-140-192696	dont	not	EDIT
EN-140-192696	let	letting	EDIT
EN-140-192696	social	social	NO_CHANGE
EN-140-192696	media	media	NO_CHANGE
EN-140-192696	make	make	NO_CHANGE
EN-140-192696	them	them	NO_CHANGE
EN-140-192696	addictive	addicted	EDIT
EN-140-192696	because	because	NO_CHANGE
EN-140-192696	they	it	EDIT
EN-140-192696	take	takes	EDIT
EN-140-192696	a	a	NO_CHANGE
EN-140-192696	lot	lot	NO_CHANGE
EN-140-192696	of	of	NO_CHANGE
EN-140-192696	time	time	NO_CHANGE
EN-140-192696	and	and	NO_CHANGE
EN-140-192696	dont	doesn't	EDIT
EN-140-192696	make	make	NO_CHANGE
EN-140-192696	them	them	NO_CHANGE
EN-140-192696	finish	finish	NO_CHANGE
EN-140-192696	their	their	NO_CHANGE
EN-140-192696	daily	daily	NO_CHANGE
EN-140-192696	work	work,	EDIT
EN-140-192696	,		DELETE
EN-140-192696	and	and	NO_CHANGE
EN-140-192696	the	the	NO_CHANGE
EN-140-192696	soccial	social	EDIT
EN-140-192696	media	media	NO_CHANGE
EN-140-192696	reduces	reduces	NO_CHANGE
EN-140-192696	visits	visits	NO_CHANGE
EN-140-192696	between	between	NO_CHANGE
EN-140-192696	parents	parents.	EDIT
EN-140-192696	.		DELETE
EN-140-192696	Finally,	Finally,	NO_CHANGE
EN-140-192696	we	we	NO_CHANGE
EN-140-192696	must	must	NO_CHANGE
EN-140-192696	have	have	NO_CHANGE
EN-140-192696	self		DELETE
EN-140-192696	conteol	self-control,	EDIT
EN-140-192696	time	time	NO_CHANGE
EN-140-192696	management	management	NO_CHANGE
EN-140-192696	and	and	NO_CHANGE
EN-140-192696	hard	hard	NO_CHANGE
EN-140-192696	work	work;	EDIT
EN-140-192696	.		DELETE
EN-140-192696	if	if	NO_CHANGE
EN-140-192696	we	we	NO_CHANGE
EN-140-192696	have	have	NO_CHANGE
EN-140-192696	an	an	NO_CHANGE
EN-140-192696	addiction	addiction,	EDIT
EN-140-192696	we	we	NO_CHANGE
EN-140-192696	will	will	NO_CHANGE
EN-140-192696	lose	lose	NO_CHANGE
EN-140-192696	our	our	NO_CHANGE
EN-140-192696	social	social	NO_CHANGE
EN-140-192696	environment.	environment.	NO_CHANGE
EN-140-192707	These	These	NO_CHANGE
EN-140-192707	days	days,	EDIT
EN-140-192707	social	social	NO_CHANGE
EN-140-192707	media	media	NO_CHANGE
EN-140-192707	play	plays	EDIT
EN-140-192707	an	an	NO_CHANGE
EN-140-192707	important	important	NO_CHANGE
EN-140-192707	role	role	NO_CHANGE
EN-140-192707	in	in	NO_CHANGE
EN-140-192707	our	our	NO_CHANGE
EN-140-192707	society	society.	EDIT
EN-140-192707	.So,	So	EDIT
EN-140-192707	some	some	NO_CHANGE
EN-140-192707	people	people	NO_CHANGE
EN-140-192707	think	think	NO_CHANGE
EN-140-192707	that	that	NO_CHANGE
EN-140-192707	its	it's	EDIT
EN-140-192707	useful	useful,	EDIT
EN-140-192707	.While	while	EDIT
EN-140-192707	others	others	NO_CHANGE
EN-140-192707	believe	believe	NO_CHANGE
EN-140-192707	that	that	NO_CHANGE
EN-140-192707	its	it	EDIT
EN-140-192707	effect	affects	EDIT
EN-140-192707	our	our	NO_CHANGE
EN-140-192707	lives	lives	NO_CHANGE
EN-140-192707	badly.	badly.	NO_CHANGE
EN-140-192707	This	This	NO_CHANGE
EN-140-192707	essay	essay	NO_CHANGE
EN-140-192707	will	will	NO_CHANGE
EN-140-192707	discuss	discuss	NO_CHANGE
EN-140-192707	both	both	NO_CHANGE
EN-140-192707	sides	sides	NO_CHANGE
EN-140-192707	and	and	NO_CHANGE
EN-140-192707	will	will	NO_CHANGE
EN-140-192707	draw	draw	NO_CHANGE
EN-140-192707	my	my	NO_CHANGE
EN-140-192707	personal	personal	NO_CHANGE
EN-140-192707	conclusion	conclusion.	EDIT
EN-140-192707	.		DELETE
EN-140-192707	In	In	NO_CHANGE
EN-140-192707	one	one	NO_CHANGE
EN-140-192707	hand	hand,	EDIT
EN-140-192707	,		DELETE
EN-140-192707	social	social	NO_CHANGE
EN-140-192707	media	media	NO_CHANGE
EN-140-192707	have	has	EDIT
EN-140-192707	a		DELETE
EN-140-192707	very	very	NO_CHANGE
EN-140-192707	important	important	NO_CHANGE
EN-140-192707	advantages	advantages;	EDIT
EN-140-192707	its	it	EDIT
EN-140-192707	make	makes	EDIT
EN-140-192707	you	you	NO_CHANGE
EN-140-192707	close	close	NO_CHANGE
EN-140-192707	to	to	NO_CHANGE
EN-140-192707	the	the	NO_CHANGE
EN-140-192707	outside	outside	NO_CHANGE
EN-140-192707	world	world.	EDIT
EN-140-192707	.For	For	EDIT
EN-140-192707	example	example,	EDIT
EN-140-192707	,		DELETE
EN-140-192707	if	if	NO_CHANGE
EN-140-192707	you	you	NO_CHANGE
EN-140-192707	are	are	NO_CHANGE
EN-140-192707	study	studying	EDIT
EN-140-192707	aboard	abroad,	EDIT
EN-140-192707	you	you	NO_CHANGE
EN-140-192707	can	can	NO_CHANGE
EN-140-192707	know	know	NO_CHANGE
EN-140-192707	whats	what's	EDIT
EN-140-192707	happen	happening	EDIT
EN-140-192707	in	in	NO_CHANGE
EN-140-192707	your	your	NO_CHANGE
EN-140-192707	country	country,	EDIT
EN-140-192707	and	and	NO_CHANGE
EN-140-192707	also	also	NO_CHANGE
EN-140-192707	you	you	NO_CHANGE
EN-140-192707	can	can	NO_CHANGE
EN-140-192707	comunicate	communicate	EDIT
EN-140-192707	with	with	NO_CHANGE
EN-140-192707	your	your	NO_CHANGE
EN-140-192707	family	family	NO_CHANGE
EN-140-192707	or	or	NO_CHANGE
EN-140-192707	frrends	friends.	EDIT
EN-140-192707	.Secondly	Secondly,	EDIT
EN-140-192707	,		DELETE
EN-140-192707	if	if	NO_CHANGE
EN-140-192707	you	you	NO_CHANGE
EN-140-192707	want	want	NO_CHANGE
EN-140-192707	to	to	NO_CHANGE
EN-140-192707	search	search	NO_CHANGE
EN-140-192707	for	for	NO_CHANGE
EN-140-192707	a		DELETE
EN-140-192707	information	information,	EDIT
EN-140-192707	you	you	NO_CHANGE
EN-140-192707	will	will	NO_CHANGE
EN-140-192707	take	take	NO_CHANGE
EN-140-192707	it	it	NO_CHANGE
EN-140-192707	easir	easier	EDIT
EN-140-192707	and	and	NO_CHANGE
EN-140-192707	quicly	quickly	EDIT
EN-140-192707	without	without	NO_CHANGE
EN-140-192707	going	going	NO_CHANGE
EN-140-192707	to	to	NO_CHANGE
EN-140-192707	professors	professors	NO_CHANGE
EN-140-192707	becuse	because	EDIT
EN-140-192707	its	it	EDIT
EN-140-192707	take	takes	EDIT
EN-140-192707	to	too	EDIT
EN-140-192707	long	long	NO_CHANGE
EN-140-192707	time	time;	EDIT
EN-140-192707	,		DELETE
EN-140-192707	the	the	NO_CHANGE
EN-140-192707	professors	professors	NO_CHANGE
EN-140-192707	they		DELETE
EN-140-192707	will	will	NO_CHANGE
EN-140-192707		not	INSERT
EN-140-192707	be	be	NO_CHANGE
EN-140-192707	not		DELETE
EN-140-192707	availble	available	EDIT
EN-140-192707	everytime	every	EDIT
EN-140-192707		time	INSERT
EN-140-192707	for	for	NO_CHANGE
EN-140-192707	you	you.	EDIT
EN-140-192707	.		DELETE
EN-140-192707	On	On	NO_CHANGE
EN-140-192707	the	the	NO_CHANGE
EN-140-192707	other	other	NO_CHANGE
EN-140-192707	hand	hand,	EDIT
EN-140-192707	,		DELETE
EN-140-192707	social	social	NO_CHANGE
EN-140-192707	media	media	NO_CHANGE
EN-140-192707	can	can	NO_CHANGE
EN-140-192707	effect	affect	EDIT
EN-140-192707	your	your	NO_CHANGE
EN-140-192707	lives	lives	NO_CHANGE
EN-140-192707	badly	badly.	EDIT
EN-140-192707	.For	For	EDIT
EN-140-192707	example	example,	EDIT
EN-140-192707	,		DELETE
EN-140-192707	if	if	NO_CHANGE
EN-140-192707	you	you	NO_CHANGE
EN-140-192707	sit	sit	NO_CHANGE
EN-140-192707	to	too	EDIT
EN-140-192707	long	long	NO_CHANGE
EN-140-192707	in	on	EDIT
EN-140-192707		it,	INSERT
EN-140-192707	it	it	NO_CHANGE
EN-140-192707	may	may	NO_CHANGE
EN-140-192707	effict	affect	EDIT
EN-140-192707	your	your	NO_CHANGE
EN-140-192707	health	health;	EDIT
EN-140-192707	also	also,	EDIT
EN-140-192707	when	when	NO_CHANGE
EN-140-192707	you	you're	EDIT
EN-140-192707	useing	using	EDIT
EN-140-192707	it	it,	EDIT
EN-140-192707	you	you	NO_CHANGE
EN-140-192707	didnt	don't	EDIT
EN-140-192707	know	know	NO_CHANGE
EN-140-192707	everyone	everyone;	EDIT
EN-140-192707	you	you	NO_CHANGE
EN-140-192707	should	should	NO_CHANGE
EN-140-192707	pat	pay	EDIT
EN-140-192707	attention	attention	NO_CHANGE
EN-140-192707	to	to	NO_CHANGE
EN-140-192707	them	them	NO_CHANGE
EN-140-192707	becuse	because	EDIT
EN-140-192707	their	there	EDIT
EN-140-192707		are	INSERT
EN-140-192707	is	a	EDIT
EN-140-192707	alot	lot	EDIT
EN-140-192707	of	of	NO_CHANGE
EN-140-192707	pepole	people	EDIT
EN-140-192707		who	INSERT
EN-140-192707	violate	violate	NO_CHANGE
EN-140-192707	your	your	NO_CHANGE
EN-140-192707	privacy	privacy.	EDIT
EN-140-192707	.		DELETE
EN-140-192707	To	To	NO_CHANGE
EN-140-192707	sum	sum	NO_CHANGE
EN-140-192707	up	up,	EDIT
EN-140-192707	,		DELETE
EN-140-192707	after	after	NO_CHANGE
EN-140-192707	a	a	NO_CHANGE
EN-140-192707	carful	careful	EDIT
EN-140-192707	analysis	analysis	NO_CHANGE
EN-140-192707	of	of	NO_CHANGE
EN-140-192707	both	both	NO_CHANGE
EN-140-192707	point	points	EDIT
EN-140-192707		of	INSERT
EN-140-192707	views	view,	EDIT
EN-140-192707	,	I	EDIT
EN-140-192707	i		DELETE
EN-140-192707	belive	believe	EDIT
EN-140-192707	that	that	NO_CHANGE
EN-140-192707	social	social	NO_CHANGE
EN-140-192707	media	media	NO_CHANGE
EN-140-192707	its	is	EDIT
EN-140-192707	important	important	NO_CHANGE
EN-140-192707	in	in	NO_CHANGE
EN-140-192707	our	our	NO_CHANGE
EN-140-192707	lives	lives	NO_CHANGE
EN-140-192707	becaues	because	EDIT
EN-140-192707	its	it	EDIT
EN-140-192707	make	makes	EDIT
EN-140-192707	our	our	NO_CHANGE
EN-140-192707	lives	lives	NO_CHANGE
EN-140-192707	esiar	easier	EDIT
EN-140-192707	in	in	NO_CHANGE
EN-140-192707	every	everything,	EDIT
EN-140-192707	thing		DELETE
EN-140-192707	communication	communication	NO_CHANGE
EN-140-192707	or	or	NO_CHANGE
EN-140-192707	study	study,	EDIT
EN-140-192707	so	so	NO_CHANGE
EN-140-192707	that	that's	EDIT
EN-140-192707	what	what	NO_CHANGE
EN-140-192707	makes	makes	NO_CHANGE
EN-140-192707	it	it	NO_CHANGE
EN-140-192707	important.	important.	NO_CHANGE
EN-140-192747	Now		DELETE
EN-140-192747	a		DELETE
EN-140-192747	days	Nowadays,	EDIT
EN-140-192747	the	the	NO_CHANGE
EN-140-192747	social	social	NO_CHANGE
EN-140-192747	media	media	NO_CHANGE
EN-140-192747	is	is	NO_CHANGE
EN-140-192747	very	very	NO_CHANGE
EN-140-192747	important	important	NO_CHANGE
EN-140-192747	to	to	NO_CHANGE
EN-140-192747	the	the	NO_CHANGE
EN-140-192747	people	people,	EDIT
EN-140-192747	but	but	NO_CHANGE
EN-140-192747	also	also,	EDIT
EN-140-192747	it	it	NO_CHANGE
EN-140-192747	has	has	NO_CHANGE
EN-140-192747	been		DELETE
EN-140-192747	affected	affected	NO_CHANGE
EN-140-192747	badlly	badly	EDIT
EN-140-192747	in		DELETE
EN-140-192747	our	our	NO_CHANGE
EN-140-192747	society.	society.	NO_CHANGE
EN-140-192747	,		DELETE
EN-140-192747	their	There	EDIT
EN-140-192747	is	are	EDIT
EN-140-192747	some	some	NO_CHANGE
EN-140-192747	people	people	NO_CHANGE
EN-140-192747	who	who	NO_CHANGE
EN-140-192747	put	put	NO_CHANGE
EN-140-192747	a	a	NO_CHANGE
EN-140-192747	bad	bad	NO_CHANGE
EN-140-192747	picture	picture	NO_CHANGE
EN-140-192747	in	on	EDIT
EN-140-192747	the	the	NO_CHANGE
EN-140-192747	media	media,	EDIT
EN-140-192747	and	and	NO_CHANGE
EN-140-192747	its	it's	EDIT
EN-140-192747	bad	bad	NO_CHANGE
EN-140-192747	for	for	NO_CHANGE
EN-140-192747	the	the	NO_CHANGE
EN-140-192747	childern.Also	children.	EDIT
EN-140-192747		Also,	INSERT
EN-140-192747	there	there	NO_CHANGE
EN-140-192747	is	is	NO_CHANGE
EN-140-192747		a	INSERT
EN-140-192747	alot	lot	EDIT
EN-140-192747	of	of	NO_CHANGE
EN-140-192747	racism	racism	NO_CHANGE
EN-140-192747	among	among	NO_CHANGE
EN-140-192747	people,	people	EDIT
EN-140-192747	and	and	NO_CHANGE
EN-140-192747	bully	bullying	EDIT
EN-140-192747	that	that	NO_CHANGE
EN-140-192747	make	make	NO_CHANGE
EN-140-192747	the	the	NO_CHANGE
EN-140-192747	social	social	NO_CHANGE
EN-140-192747	media	media	NO_CHANGE
EN-140-192747	bad	bad	NO_CHANGE
EN-140-192747	for	for	NO_CHANGE
EN-140-192747	our	our	NO_CHANGE
EN-140-192747	socity.	society.	EDIT
EN-140-192747	Furthermore,	Furthermore,	NO_CHANGE
EN-140-192747	the	the	NO_CHANGE
EN-140-192747	students	students	NO_CHANGE
EN-140-192747	they		DELETE
EN-140-192747	dont	don't	EDIT
EN-140-192747	do	do	NO_CHANGE
EN-140-192747	their	their	NO_CHANGE
EN-140-192747	homeworks	homework	EDIT
EN-140-192747	and	and	NO_CHANGE
EN-140-192747	studying	study,	EDIT
EN-140-192747	and	and	NO_CHANGE
EN-140-192747	this	this	NO_CHANGE
EN-140-192747	make	makes	EDIT
EN-140-192747	them	them	NO_CHANGE
EN-140-192747	no	not	EDIT
EN-140-192747	smart.	smart.	NO_CHANGE
EN-140-192747	Also	Also,	EDIT
EN-140-192747	its	it	EDIT
EN-140-192747	affect	affects	EDIT
EN-140-192747	in		DELETE
EN-140-192747	your	your	NO_CHANGE
EN-140-192747	health.	health.	NO_CHANGE
EN-140-192747	people	People	EDIT
EN-140-192747	who	who	NO_CHANGE
EN-140-192747	are	are	NO_CHANGE
EN-140-192747	addicted	addicted	NO_CHANGE
EN-140-192747	to	to	NO_CHANGE
EN-140-192747	social	social	NO_CHANGE
EN-140-192747	media	media	NO_CHANGE
EN-140-192747	may	may	NO_CHANGE
EN-140-192747	experience	experience	NO_CHANGE
EN-140-192747	negatvie	negative	EDIT
EN-140-192747	side	side	NO_CHANGE
EN-140-192747	effects	effects,	EDIT
EN-140-192747	such	such	NO_CHANGE
EN-140-192747	as	as	NO_CHANGE
EN-140-192747	eye	eye	NO_CHANGE
EN-140-192747	strain,	strain	EDIT
EN-140-192747		and	INSERT
EN-140-192747	lack	lack	NO_CHANGE
EN-140-192747	of	of	NO_CHANGE
EN-140-192747	sleep,	sleep.	EDIT
EN-140-192747	Also	Also,	EDIT
EN-140-192747	the	the	NO_CHANGE
EN-140-192747	social	social	NO_CHANGE
EN-140-192747	media	media	NO_CHANGE
EN-140-192747	can	can	NO_CHANGE
EN-140-192747	bring	bring	NO_CHANGE
EN-140-192747	stress	stress;	EDIT
EN-140-192747	,		DELETE
EN-140-192747	if	if	NO_CHANGE
EN-140-192747	the	the	NO_CHANGE
EN-140-192747	people	people	NO_CHANGE
EN-140-192747	spenf	spent	EDIT
EN-140-192747	their	their	NO_CHANGE
EN-140-192747	time	time	NO_CHANGE
EN-140-192747	researching	researching	NO_CHANGE
EN-140-192747	problems	problems	NO_CHANGE
EN-140-192747	with	with	NO_CHANGE
EN-140-192747	people,	people,	NO_CHANGE
EN-140-192747	they	they	NO_CHANGE
EN-140-192747	may	may	NO_CHANGE
EN-140-192747	experience	experience	NO_CHANGE
EN-140-192747	stress,which	stress,	EDIT
EN-140-192747		which	INSERT
EN-140-192747	can	can	NO_CHANGE
EN-140-192747	have	have	NO_CHANGE
EN-140-192747	a	a	NO_CHANGE
EN-140-192747	negative	negative	NO_CHANGE
EN-140-192747		effect	INSERT
EN-140-192747	on	on	NO_CHANGE
EN-140-192747	their	their	NO_CHANGE
EN-140-192747	health.	health.	NO_CHANGE
EN-140-192747	On	On	NO_CHANGE
EN-140-192747	the	the	NO_CHANGE
EN-140-192747	other	other	NO_CHANGE
EN-140-192747	hand,	hand,	NO_CHANGE
EN-140-192747	the	the	NO_CHANGE
EN-140-192747	social	social	NO_CHANGE
EN-140-192747	media	media	NO_CHANGE
EN-140-192747		is	INSERT
EN-140-192747	helpful	helpful	NO_CHANGE
EN-140-192747	for	for	NO_CHANGE
EN-140-192747	some	some	NO_CHANGE
EN-140-192747	people	people;	EDIT
EN-140-192747	such	for	EDIT
EN-140-192747	as	example,	EDIT
EN-140-192747	they	they	NO_CHANGE
EN-140-192747	can	can	NO_CHANGE
EN-140-192747	open	open	NO_CHANGE
EN-140-192747		a	INSERT
EN-140-192747	new	new	NO_CHANGE
EN-140-192747	business.	business.	NO_CHANGE
EN-140-192747	In	In	NO_CHANGE
EN-140-192747	my	my	NO_CHANGE
EN-140-192747	opinoin	opinion,	EDIT
EN-140-192747	social	social	NO_CHANGE
EN-140-192747	meida	media	EDIT
EN-140-192747	is	is	NO_CHANGE
EN-140-192747	bad	bad	NO_CHANGE
EN-140-192747	for	for	NO_CHANGE
EN-140-192747	our	our	NO_CHANGE
EN-140-192747	society,because	society	EDIT
EN-140-192747		because	INSERT
EN-140-192747	its	it	EDIT
EN-140-192747	affects	affects	NO_CHANGE
EN-140-192747	badly	badly	NO_CHANGE
EN-140-192747	to		DELETE
EN-140-192747	our	our	NO_CHANGE
EN-140-192747	society.	society.	NO_CHANGE
EN-140-192751	Threr	There	EDIT
EN-140-192751	is	is	NO_CHANGE
EN-140-192751	no	no	NO_CHANGE
EN-140-192751	doubout	doubt	EDIT
EN-140-192751	that	that	NO_CHANGE
EN-140-192751		the	INSERT
EN-140-192751	UAE	UAE	NO_CHANGE
EN-140-192751	is	is	NO_CHANGE
EN-140-192751	a	a	NO_CHANGE
EN-140-192751	develop	developed	EDIT
EN-140-192751	country	country	NO_CHANGE
EN-140-192751	in	in	NO_CHANGE
EN-140-192751	the	the	NO_CHANGE
EN-140-192751	world	world	NO_CHANGE
EN-140-192751	at	at	NO_CHANGE
EN-140-192751	the	the	NO_CHANGE
EN-140-192751	moment	moment;	EDIT
EN-140-192751	,		DELETE
EN-140-192751	there	there	NO_CHANGE
EN-140-192751	is	are	EDIT
EN-140-192751	many	many	NO_CHANGE
EN-140-192751	things	things	NO_CHANGE
EN-140-192751		that	INSERT
EN-140-192751	mantion	mention	EDIT
EN-140-192751		that	INSERT
EN-140-192751		the	INSERT
EN-140-192751	UAE	UAE	NO_CHANGE
EN-140-192751	is	is	NO_CHANGE
EN-140-192751		a	INSERT
EN-140-192751	develop	developed	EDIT
EN-140-192751	country	country,	EDIT
EN-140-192751	such	such	NO_CHANGE
EN-140-192751	as	as	NO_CHANGE
EN-140-192751	in	in	NO_CHANGE
EN-140-192751	tourism	tourism,	EDIT
EN-140-192751	,		DELETE
EN-140-192751	economy	economy,	EDIT
EN-140-192751	,		DELETE
EN-140-192751	and	and	NO_CHANGE
EN-140-192751	education.I	education.	EDIT
EN-140-192751		I	INSERT
EN-140-192751	think	think	NO_CHANGE
EN-140-192751	the	the	NO_CHANGE
EN-140-192751	most	most	NO_CHANGE
EN-140-192751	important	important	NO_CHANGE
EN-140-192751	developments	development	EDIT
EN-140-192751	in	in	NO_CHANGE
EN-140-192751	the	the	NO_CHANGE
EN-140-192751	UAE	UAE	NO_CHANGE
EN-140-192751	is	is	NO_CHANGE
EN-140-192751	tourism	tourism	NO_CHANGE
EN-140-192751	for	for	NO_CHANGE
EN-140-192751	many	many	NO_CHANGE
EN-140-192751	reasons.First	reasons.	EDIT
EN-140-192751		First	INSERT
EN-140-192751	of	of	NO_CHANGE
EN-140-192751	all,	all,	NO_CHANGE
EN-140-192751		the	INSERT
EN-140-192751	UAE	UAE	NO_CHANGE
EN-140-192751	is	is	NO_CHANGE
EN-140-192751	a	a	NO_CHANGE
EN-140-192751	global	global	NO_CHANGE
EN-140-192751	destination.	destination.	NO_CHANGE
EN-140-192751	Many	Many	NO_CHANGE
EN-140-192751	people	people	NO_CHANGE
EN-140-192751	around	around	NO_CHANGE
EN-140-192751	the	the	NO_CHANGE
EN-140-192751	world	world	NO_CHANGE
EN-140-192751	are		DELETE
EN-140-192751	prefere	prefer	EDIT
EN-140-192751	to	to	NO_CHANGE
EN-140-192751	go	go	NO_CHANGE
EN-140-192751	to	to	NO_CHANGE
EN-140-192751		the	INSERT
EN-140-192751	UAE	UAE	NO_CHANGE
EN-140-192751	in	in	NO_CHANGE
EN-140-192751	the	the	NO_CHANGE
EN-140-192751	summer	summer	NO_CHANGE
EN-140-192751	or	or	NO_CHANGE
EN-140-192751	in	in	NO_CHANGE
EN-140-192751	the	the	NO_CHANGE
EN-140-192751	winter	winter	NO_CHANGE
EN-140-192751	and	and	NO_CHANGE
EN-140-192751	in	in	NO_CHANGE
EN-140-192751		a	INSERT
EN-140-192751	happy	happy	NO_CHANGE
EN-140-192751	new	new	NO_CHANGE
EN-140-192751	year	year	NO_CHANGE
EN-140-192751	to	to	NO_CHANGE
EN-140-192751	spend	spend	NO_CHANGE
