SOURCE	TARGET
مهم	مهم	UC
في	في	UC
حياه	حياة	REPLACE_OT
البشر	البشر	UC
انه	إنه	REPLACE_OH
ينمي	ينمي	UC
ويثقف	ويثقف	UC
الانسان	الإنسان	REPLACE_OH
ويجعله	ويجعله	UC
اكثر	أكثر	REPLACE_OH
قوه	قوة	REPLACE_OT
ومحبوبن	ومحبوبا	REPLACE_OR
ونشاره	ونشره	REPLACE_OD
يساعد	يساعد	UC
علي	على	REPLACE_OA
كثرهالوعي	كثرة الوعي	REPLACE_X
والمسامح	والمسامح	UC
هو	هو	UC
الشخص	الشخص	UC
الكريم	الكريم	UC
وان	وأن	REPLACE_OH
تتعلم	تتعلم	UC
الكرم	الكرم	UC
هاذه	هذا	REPLACE_OD+REPLACE_XG
يكون	يكون	UC
شي	شيئا	REPLACE_SW
جميل	جميلا	REPLACE_XC
في	في	UC
الحياه	الحياة	REPLACE_OT
لكي	لكي	UC
تقدر	تقدر	UC
ان	أن	REPLACE_OH
تعيش	تعيش	UC
في	في	UC
حياه	حياة	REPLACE_OT
مميزه	مميزة	REPLACE_OT
و يجب	ويجب	MERGE
ان	أن	REPLACE_OH
تسامح	تسامح	UC
وتعلم	وتعلم	UC
اطفالك	أطفالك	REPLACE_OH
المسامحه	المسامحة	REPLACE_OT
والمحبهخ	والمحبة	REPLACE_OD+REPLACE_OR

لوسائل	لوسائل	UC
التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC
تأثير	تأثير	UC
كبير	كبير	UC
على	على	UC
الفرد	الفرد	UC
و المجتمع	والمجتمع	MERGE
فمنها	فمنها	UC
الاجابي	الإيجابي	REPLACE_OM+REPLACE_OR
و منها	ومنها	MERGE
السلبي	السلبي	UC
فيجب	فيجب	UC
على	على	UC
الانسان	الإنسان	REPLACE_OH
ان	أن	REPLACE_OH
يستعملها	يستعملها	UC
بالطريقة	بالطريقة	UC
الصحيحة	الصحيحة	UC
لكي	لكي	UC
لا	لا	UC
يقع	يقع	UC
في	في	UC
المشاكل	المشاكل	UC
التي	التي	UC
هو	هو	UC
بغنى	بغنى	UC
عنها	عنها	UC
من	من	UC
اجابيات	إيجابيات	REPLACE_OM+REPLACE_OR
وسائل	وسائل	UC
التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC
هي		DELETE_XM
ان	أنه	REPLACE_SW
يوجد	يوجد	UC
دكاترة	دكاترة	UC
و يقدمون	ويقدمون	MERGE
النصائح	النصائح	UC
الطبية	الطبية	UC
و المشاكل	والمشاكل	MERGE
الصحية	الصحية	UC
و كيفية	وكيفية	MERGE
التعامل	التعامل	UC
معها	معها	UC
دون	دون	UC
زيارة	زيارة	UC
الطبيب	الطبيب	UC
عبر	عبر	UC
صفحاتهم	صفحاتهم	UC
في	في	UC
مواقتع	مواقع	REPLACE_OD
التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC
وايضا	وأيضا	REPLACE_OH
تستطيع	تستطيع	UC
من	من	UC
خلال	خلال	UC
التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC
التعرف	التعرف	UC
على	على	UC
المناطق	المناطق	UC
السياحية	السياحية	UC
داخل	داخل	UC
و خارج	وخارج	MERGE
الدولة	الدولة	UC
و التعرف	والتعرف	MERGE
على	على	UC
المطاعم	المطاعم	UC
الجديدة	الجديدة	UC
عبرها	عبرها	UC
و التعرف	والتعرف	MERGE
على	على	UC
اصداق	أصدقاء	REPLACE_SW
جدد	جدد	UC
و طرح	وطرح	MERGE
مواضيع	مواضيع	UC
تستفيد	يستفيد	REPLACE_MI
منها	منها	UC
الناس	الناس	UC
معن	عن	REPLACE_OD
طريق	طريق	UC
التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC
و من	ومن	MERGE
السلبيات	السلبيات	UC
هي		DELETE_XM
استخدام	استخدام	UC
الوسائل	وسائل	REPLACE_XF
التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC
بشكل	بشكل	UC
خاطئ	خاطئ	UC
مثل	مثل	UC
تصوير	تصوير	UC
الناس	الناس	UC
دون	دون	UC
علمهم	علمهم	UC
او	أو	REPLACE_OH
تصوير	تصوير	UC
اشياء	أشياء	REPLACE_OH
غير	غير	UC
قانونية	قانونية	UC
او	أو	REPLACE_OH
التكلم	التكلم	UC
في	في	UC
السياسة	السياسة	UC
و شتم	وشتم	MERGE
الشعوب	الشعوب	UC
الاخرى	الأخرى	REPLACE_OH
و ايضا	وأيضا	REPLACE_O
من	من	UC
السلبيات	السلبيات	UC
اهمال	إهمال	REPLACE_OH
الطلاب	الطلاب	UC
لدراستهم	لدراستهم	UC
بسبب	بسبب	UC
الجلوس	الجلوس	UC
و اللعب	واللعب	MERGE
بالهاتف	بالهاتف	UC
طوال	طوال	UC
اليوم	اليوم	UC
و ايضا	وأيضا	REPLACE_O
انتشار	انتشار	UC
التنمر	التنمر	UC

ان	إن	REPLACE_OH
وسائل	وسائل	UC
التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC
شي	شيء	REPLACE_OM
مهم	مهم	UC
جدا	جدا	UC
ولكن	ولكن	UC
لها	لها	UC
اضرار	أضرارا	REPLACE_OH+REPLACE_XC
البعض	البعض	UC
يستخدم	يستخدم	UC
مواقع	مواقع	UC
التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC
للضرورة	للضرورة	UC
كمحادثة	كمحادثة	UC
صديق	صديق	UC
او	أو	REPLACE_OH
فرد	فرد	UC
من	من	UC
العائلة	العائلة	UC
والبعض	والبعض	UC
يستخدم	يستخدم	UC
مواقع	مواقع	UC
التواصل	التواصل	UC
الاجتماعية	الاجتماعية	UC
طوال	طوال	UC
اليوم	اليوم	UC
دون	دون	UC
توقف	توقف	UC
وذلك	وذلك	UC
يؤدي	يؤدي	UC
الى	إلى	REPLACE_OH
الادمان	الإدمان	REPLACE_OH
وتضييع	وتضييع	UC
الوقت	الوقت	UC
كما	كما	UC
أن	أن	UC
الجلوس	الجلوس	UC
لفترة	لفترة	UC
طويلة	طويلة	UC
يؤثر	يؤثر	UC
على	على	UC
صحة	صحة	UC
جسم	جسم	UC
الانسان	الإنسان	REPLACE_OH
على	على	UC
المدى	المدى	UC
البعيد	البعيد	UC
يجي	يجب	REPLACE_OR
على	على	UC
الوالدين	الوالدين	UC
ان	أن	REPLACE_OH
يوعو	يوعوا	REPLACE_OW
ابنائهم	أبناءهم	REPLACE_OH
عن	على	REPLACE_SW
الطريقة	الطريقة	UC
الصحيحة	الصحيحة	UC
لا ستخدام	لاستخدام	MERGE
الانترنت	الإنترنت	REPLACE_OH
ومواقع	ومواقع	UC
التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC

وسائل	وسائل	UC
التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC
هي	هي	UC
تقنية	تقنية	UC
او	أو	REPLACE_OH
برامج	برامج	UC
للتواصل	للتواصل	UC
مع	مع	UC
افراد	أفراد	REPLACE_OH
المجتمع	المجتمع	UC
او	أو	REPLACE_OH
العائلة	العائلة	UC
ولها	ولها	UC
تأثير	تأثير	UC
إيجابي	إيجابي	UC
وسلبي	وسلبي	UC
على	على	UC
الفرد	الفرد	UC
والمجتمع	والمجتمع	UC
من	من	UC
امثله	أمثلة	REPLACE_OH+REPLACE_OT
على		DELETE_XM
على		DELETE_XM
وسائل	وسائل	UC
التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC
تويتر	تويتر	UC
فيس بوك	وفيسبوك	REPLACE_X
يوتيوب	ويوتيوب	REPLACE_OH+REPLACE_OM
و واتس اب	وواتساب	MERGE
من	من	UC
تاثيرها	تأثيرها	REPLACE_OH
الإيجابي	الإيجابي	UC
هو		DELETE_XM
التواصل	التواصل	UC
بين	بين	UC
الناس	الناس	UC
و معرفه	ومعرفة	REPLACE_O
الأخبار	الأخبار	UC
اليومية	اليومية	UC
او	أو	REPLACE_OH
لمعرفة	لمعرفة	UC
معلومات	معلومات	UC
جديدة	جديدة	UC
ويكون	ويكون	UC
نتيجته	نتيجته	UC
على	على	UC
الفرد	الفرد	UC
بشكل	بشكل	UC
إيجابي	إيجابي	UC
مثل	مثل	UC
التفوق	التفوق	UC
في	في	UC
الدراسة	الدراسة	UC
ويكون	ويكون	UC
مجتمع	مجتمعا	REPLACE_XC
ناجح	ناجحا	REPLACE_XC
ولكن	ولكن	UC
من	من	UC
الجانب	الجانب	UC
السلبي	السلبي	UC
يكون	يكون	UC
انتهاكات	انتهاكات	UC
للخصوصية	للخصوصية	UC
و فقدان	وفقدان	MERGE
للوعي	للوعي	UC
ويكون	ويكون	UC
تأثيرها	تأثيرها	UC
للفرد	على الفرد	UNK
أمراض	أمراضا	REPLACE_XC
مثل	مثل	UC
التوحد	التوحد	UC
او	أو	REPLACE_OH
عدم	عدم	UC
الجلوس	الجلوس	UC
مع	مع	UC
الناس	الناس	UC
ومخالطتهم	ومخالطتهم	UC
ويكون	ويكون	UC
مجتمع	مجتمعا	REPLACE_XC
فاقد	فاقدا	REPLACE_XC
للوعي	للوعي	UC
ولا	ولا	UC
يوجد	يوجد	UC
تطوير	تطوير	UC

وسائل	وسائل	UC
التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC
له	لها	REPLACE_XG
اثر	أثر	REPLACE_OH
كبير	كبير	UC
في	في	UC
المجتمع	المجتمع	UC
من	من	UC
الناحيه	الناحية	REPLACE_OT
السلبيه	السلبية	REPLACE_OT
والآيجابيه	والإيجابية	REPLACE_OR+REPLACE_OT
وفي	وفي	UC
مجتمعنا	مجتمعنا	UC
الحالي	الحالي	UC
قد	قد	UC
أثر	أثرت	REPLACE_XG
عليهم	عليه	REPLACE_MI
بشكل	بشكل	UC
سلبي	سلبي	UC
بكثره	بكثرة	REPLACE_OT
وجعل	وجعلت	REPLACE_XG
المجتمع	المجتمع	UC
يتأثرون	يتأثر	REPLACE_XN
على معظم	بمعظم	UNK
الاشياء	الأشياء	REPLACE_OH
التي	التي	UC
يقومون	يقوم	REPLACE_XN
فيها	فيها	UC
في التواصل	بالتواصل	REPLACE_S
الاجتماعي	الاجتماعي	UC
وايضا	وأيضا	REPLACE_OH
قد	قد	UC
تغني	تغني	UC
بعض	بعض	UC
الاشخاص	الأشخاص	REPLACE_OH
عن	عن	UC
التواصل	التواصل	UC
الحقيقي	الحقيقي	UC
والمباشر	والمباشر	UC
مع	مع	UC
الناس	الناس	UC
ويحرصهم	وتحصرهم	REPLACE_MI+REPLACE_OR
في	في	UC
غرفهم	غرفهم	UC
وهذه	وهذا	REPLACE_XG
يدل	يدل	UC
على	على	UC
ادمان	إدمان	REPLACE_OH
التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC
وتجعل	وتجعل	UC
الشخص	الشخص	UC
وحيد	وحيدا	REPLACE_XC
لا	لا	UC
يجتمع	يجتمع	UC
مع	مع	UC
الناس	الناس	UC
ويتحوار	ولا يتحاور	REPLACE_X
معهم	معهم	UC
ويجعل	وتجعل	REPLACE_MI
الشخص	الشخص	UC
لا	لا	UC
يستغنى	يستغني	REPLACE_OA
عن	عن	UC
التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC
مما	مما	UC
يؤدي	يؤدي	UC
الي	إلى	REPLACE_SW
انعزال	انعزال	UC
في	في	UC
الواقع	الواقع	UC
ومن	ومن	UC
ناحيه	ناحية	REPLACE_OT
الاستخدام	الاستخدام	UC
السيئ	السيئ	UC
لمواقع	لمواقع	UC
التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC
يؤدي	يؤدي	UC
الى	إلى	REPLACE_OH
اضاعه	إضاعة	REPLACE_OH+REPLACE_OT
الوقت	الوقت	UC
وبلا	وبلا	UC
هدف	هدف	UC
ولاكن	ولكن	REPLACE_OD
التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC
لديه	لديه	UC
ايضا	أيضا	REPLACE_OH
اثر	أثر	REPLACE_OH
ايجابي	إيجابي	REPLACE_OH
مثل	مثل	UC
التواصل	التواصل	UC
بين	بين	UC
الناس	الناس	UC
وهو	وهو	UC
ميزة	ميزة	UC
رئيسيه	رئيسية	REPLACE_OT
ويجعل	ويجعل	UC
الشخص	الشخص	UC
يتعرف	يتعرف	UC
على	على	UC
الكثير	الكثير	UC
من	من	UC
الناس	الناس	UC
من	من	UC
بلدان	بلدان	UC
اخرة	أخرى	REPLACE_OH
وايضا	وأيضا	REPLACE_OH
يمكن	يمكن	UC
للشخص	للشخص	UC
انه	أن	REPLACE_SW
يحصل	يحصل	UC
على	على	UC
اي	أي	REPLACE_OH
معلومه	معلومة	REPLACE_OT
يرد	يريد	REPLACE_XC
ان	أن	REPLACE_OH
يعرفه الشخص	يعرفها	UNK
او	أو	REPLACE_OH
يستفاد	يستفيد	REPLACE_MI
منها	منها	UC
ويمكن	ويمكن	UC
لكل	لكل	UC
شخص	شخص	UC
انه	أن	REPLACE_SW
يتحكم	يتحكم	UC
في	في	UC
استخدامه	استخدامه	UC
للتواصل	للتواصل	UC
الاجتماعي	الاجتماعي	UC
ويعرف	ويعرف	UC
كيفيه	كيفية	REPLACE_OT
الاستخدام	الاستخدام	UC
من	من	UC
غير	غير	UC
لا	أن	REPLACE_SW
يكون	يكون	UC
له	له	UC
اثر	أثر	REPLACE_OH
سلبي	سلبي	UC
على	على	UC
الشخص	الشخص	UC
وهكذا	وهكذا	UC
قد	قد	UC
يكون	يكون	UC
قادر	قادرا	REPLACE_XC
	على	INSERT_XM
التحكم	التحكم	UC
بنفسه	بنفسه	UC
بعدل	بعدل	UC
من	من	UC
غير	غير	UC
لا	أن	REPLACE_SW
يؤذي	يؤذي	UC
نفسه	نفسه	UC
من	من	UC
كثر	كثرة	REPLACE_XG
الاستخدام	استخدام	REPLACE_XF
على		DELETE_XM
التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC
او	أو	REPLACE_OH
يأثر	يتأثر	REPLACE_OM
من	من	UC
التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC
بشكل	بشكل	UC
سلبي	سلبي	UC
وقد	وقد	UC
يكون	يكون	UC
يتأثر	يتأثر	UC
بشكل	بشكل	UC
إيجابي	إيجابي	UC

يتميز	يتميز	UC
عصرنا	عصرنا	UC
الحديث	الحديث	UC
بالتطور	بالتطور	UC
الكبير	الكبير	UC
في	في	UC
مجال	مجال	UC
التكنولوجيا	التكنولوجيا	UC
وللتكنولوجيا	وللتكنولوجيا	UC
أثر	أثر	UC
كبير	كبير	UC
على	على	UC
الفرد	الفرد	UC
والمجتمع	والمجتمع	UC
كما	كما	UC
نعلم	نعلم	UC
ان	أن	REPLACE_OH
لها	لها	UC
جوانب	جوانب	UC
ايجابية	إيجابية	REPLACE_OH
واخرى	وأخرى	REPLACE_OH
سلبية	سلبية	UC
بعض	بعض	UC
الاثار	الآثار	REPLACE_OH
السلبية	السلبية	UC
وهي	وهي	UC
ان	أن	REPLACE_OH
التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC
والتكنولوجيا	والتكنولوجيا	UC
بجميع	بجميع	UC
أنواعها	أنواعها	UC
قادرة	قادرة	UC
على	على	UC
أن	أن	UC
تسيطر	تسيطر	UC
على	على	UC
الفرد	الفرد	UC
وتغزله	وتعزله	REPLACE_OR
عن	عن	UC
العالم	العالم	UC
والمجتمع	والمجتمع	UC
وتحبسه	وتحبسه	UC
وتغلقه	وتغلقه	UC
في	في	UC
عالم	عالم	UC
أخر	آخر	REPLACE_OH
تأثر	يؤثر	REPLACE_MI+REPLACE_OR
التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC
بصحة	بصحة	UC
الإنسان	الإنسان	UC
وحالته	وحالته	UC
المزاجية	المزاجية	UC
وتهدر	ويهدر	REPLACE_MI
الأوقات	الأوقات	UC
لها	له	REPLACE_XG
أثار	آثار	REPLACE_OH
إيجابية	إيجابية	UC
وهي	وهي	UC
انها	أنه	REPLACE_OH+REPLACE_XG
تقوم	يقوم	REPLACE_MI
بتطوير	بتطوير	UC
الدولة	الدولة	UC
وإزدهارها	وازدهارها	REPLACE_OH
وتنشأ	وتنشأ	UC
العلاقات	العلاقات	UC
الاجتماعية	الاجتماعية	UC
تبادل	تبادل	UC
الخبرات	الخبرات	UC
والمنفعة	والمنفعة	UC
بين	بين	UC
الدول	الدول	UC
واكتساب	واكتساب	UC
مهارات	مهارات	UC
متعددة	متعددة	UC
من	من	UC
الحياة	الحياة	UC
تجعل	يجعل	REPLACE_MI
الانسان	الإنسان	REPLACE_OH
يبدع	يبدع	UC
ويبتكر	ويبتكر	UC
لان	لأن	REPLACE_OH
التكنولوجيا	التكنولوجيا	UC
تعطي	تعطي	UC
مجالا	مجالا	UC
للابداع	للإبداع	REPLACE_OH
التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC
تسمح	يسمح	REPLACE_MI
بإقامه	بإقامة	REPLACE_OT
العلاقات	العلاقات	UC
الاجتماعية	الاجتماعية	UC
والتعرف	والتعرف	UC
على	على	UC
أشخاص	أشخاص	UC
من	من	UC
أماكن	أماكن	UC
متعددة	متعددة	UC
ومختلفة	ومختلفة	UC
وهذا	وهذا	UC
جانب	جانب	UC
إيجابي	إيجابي	UC
للفرد	للفرد	UC
والمجتمع	والمجتمع	UC

وسائل	وسائل	UC
التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC
احدثت	أحدثت	REPLACE_OH
تطورات	تطورات	UC
في	في	UC
زمننا	زمننا	UC
الحالي	الحالي	UC
مما	مما	UC
ادى	أدى	REPLACE_OH
	إلى	INSERT_XM
وجود	وجود	UC
العديد	العديد	UC
من	من	UC
التكنولوجيا	التكنولوجيا	UC
مثل	مثل	UC
الهواتف	الهواتف	UC
والحواسب	والحواسب	UC
وغيرها	وغيرها	UC
التي تستخدم	مما يستخدم	REPLACE_OD+REPLACE_OR
علم	عالم	REPLACE_OH+REPLACE_OM
الانترنت	الإنترنت	REPLACE_OH
الذي	الذي	UC
يساعد	يساعد	UC
الناس	الناس	UC
في	في	UC
تسهيل	تسهيل	UC
الحياه	الحياة	REPLACE_OT
وتقديم	وتقديم	UC
الراحة	الراحة	UC
لهم	لهم	UC
من	من	UC
خلال	خلال	UC
تقديم	تقديم	UC
مهامهم	مهامهم	UC
بسهولة	بسهولة	UC
ولكل	ولكل	UC
شي	شيء	REPLACE_OM
في	في	UC
الحياه	الحياة	REPLACE_OT
ايجابيات	إيجابيات	REPLACE_OH
وسلبيات	وسلبيات	UC
وكما	كما	REPLACE_MI
ان	أن	REPLACE_OH
لوسائل	لوسائل	UC
التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC
تأثيرا	تأثيرا	UC
على	على	UC
الفرد	الفرد	UC
والمجتع	والمجتع	UC
وساتناول	وسأتناول	REPLACE_OH
ذالك	ذلك	REPLACE_OD
في	في	UC
بحثي	بحثي	UC
اولا	أولا	REPLACE_OH
سوف	سوف	UC
اتحدث	أتحدث	REPLACE_OH
عن	عن	UC
ايجابيات	إيجابيات	REPLACE_OH
مواقع	مواقع	UC
التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC
لمواقع	لمواقع	UC
التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC
ايجابيات	إيجابيات	REPLACE_OH
عديدة	عديدة	UC
منها	منها	UC
انها	أنها	REPLACE_OH
تساعد	تساعد	UC
الناس	الناس	UC
في	في	UC
التواصل	التواصل	UC
مع	مع	UC
الاخرين	الآخرين	REPLACE_OH
من	من	UC
انحاء	أنحاء	REPLACE_OH
العالم	العالم	UC
كما	كما	UC
انها	أنها	REPLACE_OH
تسهل	تسهل	UC
التواصل	التواصل	UC
بينهم	بينهم	UC
وايضا	وأيضا	REPLACE_OH
تساعد	تساعد	UC
الناس	الناس	UC
على	على	UC
معرفت	معرفة	REPLACE_OT
اخبار	أخبار	REPLACE_OH
العالم	العالم	UC
وما	وما	UC
الذي	الذي	UC
يحدث	يحدث	UC
في	في	UC
العالم	العالم	UC
بالاضافة	بالإضافة	REPLACE_OH
الى	إلى	REPLACE_OH
انها	أنها	REPLACE_OH
وسيله	وسيلة	REPLACE_OT
فعالة	فعالة	UC
لترويج	لترويج	UC
الشركات	الشركات	UC
عن	عن	UC
منتجاتها	منتجاتها	UC
ووضع	ووضع	UC
اعلانات	إعلانات	REPLACE_OH
عنها	عنها	UC
في	في	UC
مواقع	مواقع	UC
التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC
لتجلب	لتجلب	UC
اعجاب	إعجاب	REPLACE_OH
الناس	الناس	UC
لها	لها	UC
وكما	وكما	UC
انها	أنها	REPLACE_OH
تسهم	تسهم	UC
	في	INSERT_XM
تسهيل	تسهيل	UC
العلم	العلم	UC
من	من	UC
خلال	خلال	UC
البحث	البحث	UC
في	في	UC
الشبكة	الشبكة	UC
العنكبوتية	العنكبوتية	UC
وتسهل	وتسهل	UC
الواجبات	الواجبات	UC
والمهمات	والمهمات	UC
ثانيا	ثانيا	UC
سوف	سوف	UC
اتحدث	أتحدث	REPLACE_OH
عن	عن	UC
سلبات	سلبيات	REPLACE_OM
وسائل	وسائل	UC
التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC
ورلوسائل	ولوسائل	REPLACE_OD
التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC
سلبيات	سلبيات	UC
عديدة	عديدة	UC
ومنها	ومنها	UC
انها	أن	REPLACE_MI+REPLACE_OH
كحثرة	كثرة	REPLACE_OD
الجلوس	الجلوس	UC
على	على	UC
مواقع	مواقع	UC
التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC
تؤدي	تؤدي	UC
الى	إلى	REPLACE_OH
تهديير	تهدير	REPLACE_OD
الوقت	الوقت	UC
وتضييعه	وتضييعه	UC
دوتن	دون	REPLACE_OD
استغلاله	استغلاله	UC
في	في	UC
شي	شيء	REPLACE_OM
موفيد	مفيد	REPLACE_OD
ايضا	أيضا	REPLACE_OH
تؤدي	تؤدي	UC
الى	إلى	REPLACE_OH
امراض	أمراض	REPLACE_OH
عديدة	عديدة	UC
جدا	جدا	UC
ومنها	ومنها	UC
ضعف	ضعف	UC
النظر	النظر	UC
وامراض	وأمراض	REPLACE_OH
في	في	UC
الظهر	الظهر	UC
وامراض	وأمراض	REPLACE_OH
في	في	UC
الاعصاب	الأعصاب	REPLACE_OH
والعضلات	والعضلات	UC
وتؤدي	وتؤدي	UC
الى	إلى	REPLACE_OH
الوحدة	الوحدة	UC
والعزلة	والعزلة	UC
كما	كما	UC
ان	أنه	REPLACE_SW
يمكن	يمكن	UC
للاشخاص	للأشخاص	REPLACE_OH
اختراق	اختراق	UC
موتقعك	موقعك	REPLACE_OD
ومعلوماتك	ومعلوماتك	UC
الشخصية	الشخصية	UC
واستغلالك	واستغلالك	UC
بها	بها	UC
من	من	UC
خلال	خلال	UC
مواقع	مواقع	UC
التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC
كما	كما	UC
انها	أنها	REPLACE_OH
طريقة	طريقة	UC
سهلة	سهلة	UC
لنشر	لنشر	UC
الاشاعات	الإشاعات	REPLACE_OH
بسهولة	بسهولة	UC
عبر	عبر	UC
مواقع	مواقع	UC
التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC

مواقع	مواقع	UC
التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC
هي	هي	UC
تقنية	تقنية	UC
حديثة	حديثة	UC
و مبتكرة	ومبتكرة	MERGE
لتبادل	لتبادل	UC
المعلومات	المعلومات	UC
و الأفكار	والأفكار	MERGE
بين	بين	UC
المستخدمين	المستخدمين	UC
وهي	وهي	UC
تعتمد	تعتمد	UC
بشكل	بشكل	UC
أساسي	أساسي	UC
على	على	UC
الإنترنت	الإنترنت	UC
لمواقع	لمواقع	UC
التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC
العديد	العديد	UC
من	من	UC
الايجابيات	الإيجابيات	REPLACE_OH
و السلبيات	والسلبيات	MERGE
على	على	UC
الأفراد	الأفراد	UC
وكما	كما	REPLACE_MI
أنها	أنها	UC
قد	قد	UC
تؤدي	تؤدي	UC
أحيانا	أحيانا	UC
إلى	إلى	UC
الموت	الموت	UC
سهل	سهل	UC
علينا	علينا	UC
هذا	هذا	UC
الاختراع	الاختراع	UC
طريقة	طريقة	UC
تواصلنا	تواصلنا	UC
مع	مع	UC
الأخرين	الآخرين	REPLACE_OH
حيث	حيث	UC
أن	إن	REPLACE_OH
بإمكاننا	بإمكاننا	UC
أن	أن	UC
نتحدث	نتحدث	UC
مع	مع	UC
شخص	شخص	UC
بعيد	بعيد	UC
عنا	عنا	UC
دون	دون	UC
الحاجة	الحاجة	UC
إلى	إلى	UC
لقاؤه	لقائه	REPLACE_XC
كما	كما	UC
أن	أن	UC
هذا	هذا	UC
الاختراع	الاختراع	UC
ساعد	ساعد	UC
على	على	UC
القضاء	القضاء	UC
على	على	UC
الملل	الملل	UC
و أصبح	وأصبح	MERGE
الأن	الآن	REPLACE_OH
بإمكاننا	بإمكاننا	UC
أن	أن	UC
نشغل	نشغل	UC
أنفسنا	أنفسنا	UC
بشيء	بشيء	UC
يفيدنا	يفيدنا	UC
بل	بل	UC
أصبح	أصبح	UC
التعرف	التعرف	UC
على	على	UC
الأصدقاء	الأصدقاء	UC
بواسطة	بواسطة	UC
مواقع	مواقع	UC
التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC
في	في	UC
غاية	غاية	UC
السهولة	السهولة	UC
لمواقع	لمواقع	UC
التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC
الكثير	الكثير	UC
من	من	UC
السلبيات	السلبيات	UC
وقد	وقد	UC
يؤدي	تؤدي	REPLACE_MI
كثرة	كثرة	UC
استخدامها	استخدامها	UC
إلى	إلى	UC
الوقوع	الوقوع	UC
في	في	UC
العديد	العديد	UC
من	من	UC
الأمراض	الأمراض	UC
على	على	UC
سبيل	سبيل	UC
المثال	المثال	UC
كثرة	كثرة	UC
الجلوس	الجلوس	UC
على	على	UC
الهاتف	الهاتف	UC
قد	قد	UC
يضر	تضر	REPLACE_MI
العين	العين	UC
وقد	وقد	UC
يؤدي	تؤدي	REPLACE_MI
إلى	إلى	UC
العمى	العمى	UC
أيضا	أيضا	UC
كثرة	كثرة	UC
الجلوس	الجلوس	UC
على	على	UC
الهاتف	الهاتف	UC
يضر	تضر	REPLACE_MI
العمود	العمود	UC
الفقري	الفقري	UC
مما	مما	UC
يؤدي	يؤدي	UC
إلى	إلى	UC
إنحناء	انحناء	REPLACE_OH
الظهر	الظهر	UC
إن	إن	UC
أدمان	إدمان	REPLACE_OH
مواقع	مواقع	UC
التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC
يشكل	يشكل	UC
خطر	خطرا	REPLACE_XC+REPLACE_XN
كبير	كبيرا	REPLACE_XC
على	على	UC
الفرد	الفرد	UC
و المجتمع	والمجتمع	MERGE
في	في	UC
الختام	الختام	UC
من	من	UC
المهم	المهم	UC
جدا	جدا	UC
حسن	حسن	UC
استخدام	استخدام	UC
هذه	هذه	UC
المواقع	المواقع	UC
لأنه	لأن	REPLACE_XT
استخدامها	استخدامها	UC
بشكل	بشكل	UC
سيء	سيئ	REPLACE_MI
قد	قد	UC
يؤدي	يؤدي	UC
الى	إلى	REPLACE_OH
سلبيات	سلبيات	UC
عديدة	عديدة	UC

هناك	هناك	UC
أسباب	أسباب	UC
كثيره	كثيرة	REPLACE_OT
يمكن	يمكن	UC
ان	أن	REPLACE_OH
تأثر	تؤثر	REPLACE_OR
على	على	UC
الفرد	الفرد	UC
والمجتمع	والمجتمع	UC
ومن	ومن	UC
هذه	هذه	UC
الأسباب	الأسباب	UC
وسائل	وسائل	UC
التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC
في	في	UC
هذه	هذه	UC
الايام	الأيام	REPLACE_OH
