SOURCE	TARGET
وكبار	وكبار	UC
السن	السن	UC
وجميع	وجميع	UC
الفئات	الفئات	UC
العمرية	العمرية	UC
.	.	UC
ومن	ومن	UC
ناحية	ناحية	UC
الأطفال	الأطفال	UC
و وسائل	ووسائل	MERGE
التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC
أصبحوا	أصبح	REPLACE_XN
الأهالي	الأهالي	UC
يستغلون	يستغلون	UC
أطفالهم	أطفالهم	UC
بغرض	بغرض	UC
الشهرة	الشهرة	UC
وهذا	وهذا	UC
يسبب	يسبب	UC
أثر	أثرا	REPLACE_XC
كبير	كبيرا	REPLACE_XC
على	على	UC
حياة	حياة	UC
الطفل	الطفل	UC
وتمثل	ويمثل	REPLACE_MI
الحرمان	الحرمان	UC
من	من	UC
عيش	عيش	UC
الطفولة	الطفولة	UC
كبقية	كبقية	UC
الأطفال	الأطفال	UC
.	.	UC
وهناك	وهناك	UC
تأثير	تأثير	UC
آخر	آخر	UC
على	على	UC
الأطفال	الأطفال	UC
,		DELETE_PM
وهو	وهو	UC
مشاهدة	مشاهدة	UC
وإدمان	وإدمان	UC
الهاتف	الهاتف	UC
من ما	مما	UNK
يقلل	يقلل	UC
من	من	UC
مناعته	مناعته	UC
ونشاطه	ونشاطه	UC
كطفل	كطفل	UC
	,	INSERT_PM
لذا	لذا	UC
يجب	يجب	UC
أحياء	إحياء	REPLACE_OH
روح	روح	UC
الطفولة	الطفولة	UC
وأبعاد	وإبعاد	REPLACE_OH
الأشياء	الأشياء	UC
المضرة	المضرة	UC
كهذه	كهذه	UC
.	.	UC
ومن	ومن	UC
ناحية	ناحية	UC
أخرى	أخرى	UC
يستخدم	يستخدم	UC
البعض	البعض	UC
التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC
لغرض	لغرض	UC
التهديد	التهديد	UC
وهذه	وهذه	UC
المشاكل	المشاكل	UC
تواجه	تواجه	UC
المراهقين	المراهقين	UC
في	في	UC
بعض	بعض	UC
الأحيان	الأحيان	UC
,	,	UC
فتغثر	فتغرس	REPLACE_OR
مشاكل	مشاكل	UC
نفسية	نفسية	UC
فالشخص	في الشخص	REPLACE_S
ومن	ومن	UC
الممكن	الممكن	UC
أن	أن	UC
تؤثر	تؤثر	UC
على	على	UC
حياته	حياته	UC
,	.	REPLACE_PC
وسائل	وسائل	UC
التواصل	التواصل	UC
تؤثر	تؤثر	UC
في	في	UC
بعض	بعض	UC
الأحيان	الأحيان	UC
بشكل	بشكل	UC
سلبي	سلبي	UC
,	,	UC
فعليك	فعليك	UC
أن	أن	UC
تحذر	تحذر	UC
منها	منها	UC
	.	INSERT_PM

التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC
له	له	UC
سلبيات	سلبيات	UC
وإيجابيات	وإيجابيات	UC
وعلى	وعلى	UC
كل	كل	UC
فرد	فرد	UC
أن	أن	UC
يتحكم	يتحكم	UC
بها	به	REPLACE_XG
وأن	وأن	UC
يستخدمها	يستخدمه	REPLACE_XG
بلطريقه	بالطريقة	REPLACE_OH+REPLACE_OM+REPLACE_OT
الصحية	الصحية	UC
وعدم	وعدم	UC
تضيع	تضييع	REPLACE_OM
الوقت	الوقت	UC
لأنه	لأن	REPLACE_XT
وقت	وقت	UC
الإنسان	الإنسان	UC
جدا	جدا	UC
ثمين	ثمين	UC
وعليه	وعليه	UC
أن	أن	UC
يحافظ	يحافظ	UC
عليه	عليه	UC
	.	INSERT_PM
يقومون	يقوم	REPLACE_XN
الناس	الناس	UC
ياستخدامها	باستخدامهم	REPLACE_MI+REPLACE_OR
للتواصل	للتواصل	UC
من	من	UC
مسافات	مسافات	UC
بعيدة	بعيدة	UC
	,	INSERT_PM
وبعض	وبعض	UC
من	من	UC
الناس	الناس	UC
يستخمون	يستخدمون	REPLACE_OM
التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC
في	في	UC
العمل	العمل	UC
لأنهم	لأنهم	UC
يكونون	يكونون	UC
في	في	UC
مسافات	مسافات	UC
بعيدة	بعيدة	UC
	,	INSERT_PM
وهناك	وهناك	UC
عذر	عذر	UC
للذين	للذين	UC
لديهم	لديهم	UC
كبار	كبار	UC
في	في	UC
السن	السن	UC
للجلوع	للجلوس	REPLACE_OR
معهم	معهم	UC
في	في	UC
المنزل	المنزل	UC
أو	أو	UC
الذين	الذين	UC
لديهم	لديهم	UC
أطفال	أطفال	UC
وعليهم	وعليهم	UC
برعايهم	برعايتهم	REPLACE_OM
في	في	UC
هذا	هذا	UC
الحال	الحال	UC
يقومون	يقومون	UC
باستخدام	باستخدام	UC
هذه	هذه	UC
الطرق	الطرق	UC
	.	INSERT_PM
أما	أما	UC
الفرد	الفرد	UC
الذي	الذي	UC
يقوم	يقوم	UC
باضاع	بإضاعة	REPLACE_OH+REPLACE_OM
الوقت	الوقت	UC
وعدم	وعدم	UC
الجلوع	الجلوس	REPLACE_OR
مع	مع	UC
أسرته	أسرته	UC
عليه	عليه	UC
أن	أن	UC
يخصص	يخصص	UC
وقت	وقتا	REPLACE_XC+REPLACE_XN
وأن	وأن	UC
يكثر	يكثر	UC
من	من	UC
الجلوس	الجلوس	UC
مع	مع	UC
الآهل	الأهل	REPLACE_OH
	.	INSERT_PM
ومن	ومن	UC
مميزات	مميزات	UC
التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC
هي		DELETE_XM
السرعة	السرعة	UC
التي	التي	UC
تقوم	تقوم	UC
بها	بها	UC
وأنت	وأنت	UC
في	في	UC
مسافات	مسافات	UC
بعيدة	بعيدة	UC
	,	INSERT_PM
وأيضا	وأيضا	UC
بعض	بعض	UC
من	من	UC
الشركات	الشركات	UC
تقوم	تقوم	UC
بلتواصل	بالتواصل	REPLACE_OH+REPLACE_OM
مع	مع	UC
شركات	شركات	UC
أخرى	أخرى	UC
من	من	UC
حيث	خلال	REPLACE_SW
هذه	هذه	UC
الوسائل	الوسائل	UC
	.	INSERT_PM
هناك	هناك	UC
عدات	عدة	REPLACE_OD+REPLACE_OT
أنواع	أنواع	UC
من	من	UC
التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC
ومع	ومع	UC
هذا	هذا	UC
هناك	هناك	UC
الكثر	الكثير	REPLACE_OM
من	من	UC
البرامج	البرامج	UC
قادمة	قادمة	UC
	,	INSERT_PM
وعلى	وعلى	UC
الناس	الناس	UC
عدم	عدم	UC
التداول	التداول	UC
فيها	فيها	UC
والحرص	والحرص	UC
عل	على	REPLACE_OM
أن	أن	UC
يبقئ	يبقى	REPLACE_OR
حريص	حريصا	REPLACE_XC
عل	على	REPLACE_OM
ما	ما	UC
يفعله	يفعله	UC
	.	INSERT_PM
والآهل	والأهل	REPLACE_OH
أيضا	أيضا	UC
لهم	لهم	UC
دور	دور	UC
في	في	UC
رعاية	رعاية	UC
المنزل	المنزل	UC
والحفاظ	والحفاظ	UC
على	على	UC
العائلة	العائلة	UC
.	.	UC

تتألى	تتتالى	REPLACE_OH+REPLACE_OM
القرون	القرون	UC
وتتألى	وتتتالى	REPLACE_OH+REPLACE_OM
معها	معها	UC
التطورات	التطورات	UC
التي	التي	UC
تطرأ	تطرأ	UC
على	على	UC
هذا	هذا	UC
الكوكب	الكوكب	UC
,	,	UC
وربما	وربما	UC
يعتقد	يعتقد	UC
الكثيرون	الكثيرون	UC
أن	أن	UC
ما	ما	UC
نعيشه	نعيشه	UC
في	في	UC
هذا	هذا	UC
الزمان	الزمان	UC
هو	هو	UC
في	في	UC
غياة	غاية	REPLACE_OC
التطور	التطور	UC
.	,	REPLACE_PC
إلا	إلا	UC
أننا	إننا	REPLACE_OH
لا	لا	UC
نزال	نزال	UC
نرى	نرى	UC
ما	ما	UC
يدهشنا	يدهشنا	UC
من	من	UC
تطورات	تطورات	UC
وأحداث	وأحداث	UC
ومواضيع	ومواضيع	UC
جديدة	جديدة	UC
,	.	REPLACE_PC
وربما	وربما	UC
كانت	كانت	UC
وسائل	وسائل	UC
التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC
من	من	UC
أهم	أهم	UC
التطورات	التطورات	UC
التي	التي	UC
تطرأ	تطرأ	UC
على	على	UC
مجتمعاتنا	مجتمعاتنا	UC
,	,	UC
وكما	وكما	UC
أن	أن	UC
لكل	لكل	UC
تطور	تطور	UC
جوانب	جوانب	UC
تفيد	تفيد	UC
هذا	هذا	UC
المجتمع	المجتمع	UC
وتزيد	وتزيد	UC
من	من	UC
نشاطه	نشاطه	UC
وصحوته	وصحوته	UC
وتقاربه	وتقاربه	UC
إلا	إلا	UC
أنه	إنه	REPLACE_OH
لا	لا	UC
يخلو	يخلو	UC
من	من	UC
الآثار	الآثار	UC
الجانبية	الجانبية	UC
والتأثيرات	والتأثيرات	UC
السلبية	السلبية	UC
على	على	UC
الأفراد	الأفراد	UC
والمجتمات	والمجتمعات	REPLACE_OM
.	.	UC
وأبلغ	وأبلغ	UC
تشبيه	تشبيه	UC
لوسائل	لوسائل	UC
التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC
ما	ما	UC
قيل	قيل	UC
فيه	فيه	UC
"	"	UC
"	"	UC
"	"	UC
قربت	قربت	UC
"	"	UC
البعيد	البعيد	UC
وأبعدت	وأبعدت	UC
"	"	UC
القريب	القريب	UC
"	"	UC
"	"	UC
	,	INSERT_PM
"	"	UC
فنجد	فنجد	UC
أن	أن	UC
الأسر	الأسر	UC
تفكت	تفككت	REPLACE_OM
وتباعدت	وتباعدت	UC
وحلت	وحلت	UC
ما	ما	UC
تسمى	تسمى	UC
"	"	UC
"	"	UC
"	"	UC
بالقروبات	بالقروبات	UC
"	"	UC
"	"	UC
"	"	UC
بدلا	بدلا	UC
من	من	UC
تجمعات	تجمعات	UC
الآهل	الأهل	REPLACE_OH
والزيارات	والزيارات	UC
,	,	UC
وربما	وربما	UC
ضاع	ضاع	UC
الأبناء	الأبناء	UC
وأصبحت	وأصبحت	UC
الصداقات	الصداقات	UC
خلف	خلف	UC
الشاشات	الشاشات	UC
	.	INSERT_PM
فمن	فمن	UC
المتوقع	المتوقع	UC
أن	أن	UC
تجد	تجد	UC
ابنك	ابنك	UC
قد	قد	UC
صاحب	صاحب	UC
عشرات	عشرات	UC
الأصدقاء	الأصدقاء	UC
من	من	UC
مختلف	مختلف	UC
البلدان	البلدان	UC
دونما	دون	REPLACE_OD+REPLACE_XC
رؤيتهم	رؤيتهم	UC
,	,	UC
فيقع	فيقع	UC
في	في	UC
هذا	هذا	UC
احتمال	احتمال	UC
النصب	النصب	UC
والاحتيال	والاحتيال	UC
والتنكر	والتنكر	UC
بشخصيات	بشخصيات	UC
أخرى	أخرى	UC
توهم	توهم	UC
الأبناء	الأبناء	UC
.	.	UC
وهنا	وهنا	UC
يكمن	يكمن	UC
دور	دور	UC
الوالدين	الوالدين	UC
بمتابعة	بمتابعة	UC
أبنائهم	أبنائهم	UC
ومصادقتهم	ومصادقتهم	UC
وغرس	وغرس	UC
المبادئ	المبادئ	UC
الصحيحة	الصحيحة	UC
فيهم	فيهم	UC
مما	مما	UC
يثمر	يثمر	UC
فيهم	فيهم	UC
ويجعل	ويجعل	UC
لهم	لهم	UC
بصيرة	بصيرة	UC
يمشون	يمشون	UC
بها	بها	UC
في	في	UC
متاهات	متاهات	UC
التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC
ويرشدهم	ويرشدهم	UC
إلى	إلى	UC
حسن	حسن	UC
استخدامها	استخدامها	UC
والاستفادة	والاستفادة	UC
منها	منها	UC
بالطريقة	بالطريقة	UC
الصحيحة	الصحيحة	UC
التي	التي	UC
تنفع	تنفع	UC
بهم	بهم	UC
البلاد	البلاد	UC
والعباد	والعباد	UC
فيكونوا	فيكونون	REPLACE_XC
نبراسا	نبراسا	UC
منيرا	منيرا	UC
في	في	UC
مزقات	مزقات	UC
الحياة	الحياة	UC
.	.	UC

التسامح	التسامح	UC
شي	شيء	REPLACE_OM
مهم	مهم	UC
في	في	UC
الحياة	الحياة	UC
منه	منه	UC
نتعلم	نتعلم	UC
كيف	كيف	UC
أن	أن	UC
نصبح	نصبح	UC
أكثر	أكثر	UC
تعطفن	تعاطفا	REPLACE_OH+REPLACE_OM
,	,	UC
ويجب	ويجب	UC
أن	أن	UC
نعزز	نعزز	UC
ثقافة	ثقافة	UC
التسامح	التسامح	UC
في	في	UC
المجتمع	المجتمع	UC
في	في	UC
المساجد	المساجد	UC
و المدارس	والمدارس	MERGE
والمحضرات	والمحاضرات	REPLACE_OH+REPLACE_OM
	,	INSERT_PM
والحرص	والحرص	UC
على	على	UC
قرا	قراءة	REPLACE_SW
القرآن	القرءان	REPLACE_OM+REPLACE_OR
لكي أنه	لأنه	REPLACE_S
يساعد	يساعد	UC
على	على	UC
بنا	بناء	REPLACE_OM
ثقافة	ثقافة	UC
ومحبة	ومحبة	UC
أكثر	أكثر	UC
تعطفن	تعاطفا	REPLACE_OH+REPLACE_OM
و يقلل	ويقلل	MERGE
من	من	UC
المشاكل	المشاكل	UC
ونشر	وينشر	REPLACE_MT
المحبة	المحبة	UC
والمودة	والمودة	UC
في	في	UC
المجتمع	المجتمع	UC
	.	INSERT_PM
لذلك	لذلك	UC
التسامح	التسامح	UC
مهم	مهم	UC
في	في	UC
حياة	حياة	UC
البشر	البشر	UC
	,	INSERT_PM
أنه	إنه	REPLACE_OH
ينمي	ينمي	UC
ويثقف	ويثقف	UC
الإنسان	الإنسان	UC
ويجعله	ويجعله	UC
أكثر	أكثر	UC
قوة	قوة	UC
ومحبوبن	ومحبوبا	REPLACE_OR
	,	INSERT_PM
ونشارة	ونشره	REPLACE_OD+REPLACE_OT
يساعد	يساعد	UC
على	على	UC
كثرهالوعي	كثرة الوعي	REPLACE_X
	.	INSERT_PM
والمسامح	والمسامح	UC
هو	هو	UC
الشخص	الشخص	UC
الكريم	الكريم	UC
	,	INSERT_PM
وأن	وأن	UC
تتعلم	تتعلم	UC
الكرم	الكرم	UC
هاذه	هذا	REPLACE_OD+REPLACE_XG
يكون	يكون	UC
شي	شيئا	REPLACE_SW
جميل	جميلا	REPLACE_XC
في	في	UC
الحياة	الحياة	UC
لكي	لكي	UC
تقدر	تقدر	UC
أن	أن	UC
تعيش	تعيش	UC
في	في	UC
حياة	حياة	UC
مميزة	مميزة	UC
	,	INSERT_PM
و يجب	ويجب	MERGE
أن	أن	UC
تسامح	تسامح	UC
وتعلم	وتعلم	UC
أطفالك	أطفالك	UC
المسامحة	المسامحة	UC
والمحبهخ	والمحبة .	REPLACE_OD+REPLACE_OR+REPLACE_PM

لوسائل	لوسائل	UC
التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC
تأثير	تأثير	UC
كبير	كبير	UC
على	على	UC
الفرد	الفرد	UC
و المجتمع	والمجتمع	MERGE
	,	INSERT_PM
فمنها	فمنها	UC
الاجابي	الإيجابي	REPLACE_OM+REPLACE_OR
و منها	ومنها	MERGE
السلبي	السلبي	UC
	.	INSERT_PM
فيجب	فيجب	UC
على	على	UC
الإنسان	الإنسان	UC
أن	أن	UC
يستعملها	يستعملها	UC
بالطريقة	بالطريقة	UC
الصحيحة	الصحيحة	UC
لكي	لكي	UC
لا	لا	UC
يقع	يقع	UC
في	في	UC
المشاكل	المشاكل	UC
التي	التي	UC
هو	هو	UC
بغنى	بغنى	UC
عنها	عنها	UC
.	.	UC
من	من	UC
اجابيات	إيجابيات	REPLACE_OM+REPLACE_OR
وسائل	وسائل	UC
التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC
هي		DELETE_XM
أن	أنه	REPLACE_XM
يوجد	يوجد	UC
دكاترة	دكاترة	UC
و يقدمون	ويقدمون	MERGE
النصائح	النصائح	UC
الطبية	الطبية	UC
و المشاكل	والمشاكل	MERGE
الصحية	الصحية	UC
و كيفية	وكيفية	MERGE
التعامل	التعامل	UC
معها	معها	UC
دون	دون	UC
زيارة	زيارة	UC
الطبيب	الطبيب	UC
عبر	عبر	UC
صفحاتهم	صفحاتهم	UC
في	في	UC
مواقتع	مواقع	REPLACE_OD
التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC
.	.	UC
وأيضا	وأيضا	UC
تستطيع	تستطيع	UC
من	من	UC
خلال	خلال	UC
التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC
التعرف	التعرف	UC
على	على	UC
المناطق	المناطق	UC
السياحية	السياحية	UC
داخل	داخل	UC
و خارج	وخارج	MERGE
الدولة	الدولة	UC
	,	INSERT_PM
و التعرف	والتعرف	MERGE
على	على	UC
المطاعم	المطاعم	UC
الجديدة	الجديدة	UC
عبرها	عبرها	UC
	,	INSERT_PM
و التعرف	والتعرف	MERGE
على	على	UC
اصداق	أصدقاء	REPLACE_SW
جدد	جدد	UC
	,	INSERT_PM
و طرح	وطرح	MERGE
مواضيع	مواضيع	UC
تستفيد	يستفيد	REPLACE_MI
منها	منها	UC
الناس	الناس	UC
معن	عن	REPLACE_OD
طريق	طريق	UC
التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC
.	.	UC
و من	ومن	MERGE
السلبيات	السلبيات	UC
هي		DELETE_XM
استخدام	استخدام	UC
الوسائل	وسائل	REPLACE_XF
التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC
بشكل	بشكل	UC
خاطئ	خاطئ	UC
مثل	مثل	UC
تصوير	تصوير	UC
الناس	الناس	UC
دون	دون	UC
علمهم	علمهم	UC
أو	أو	UC
تصوير	تصوير	UC
أشياء	أشياء	UC
غير	غير	UC
قانونية	قانونية	UC
أو	أو	UC
التكلم	التكلم	UC
في	في	UC
السياسة	السياسة	UC
و شتم	وشتم	MERGE
الشعوب	الشعوب	UC
الأخرى	الأخرى	UC
.	.	UC
و أيضا	وأيضا	MERGE
من	من	UC
السلبيات	السلبيات	UC
إهمال	إهمال	UC
الطلاب	الطلاب	UC
لدراستهم	لدراستهم	UC
بسبب	بسبب	UC
الجلوس	الجلوس	UC
و اللعب	واللعب	MERGE
بالهاتف	بالهاتف	UC
طوال	طوال	UC
اليوم	اليوم	UC
	,	INSERT_PM
و أيضا	وأيضا	MERGE
انتشار	انتشار	UC
التنمر	التنمر	UC
	.	INSERT_PM

أن	إن	REPLACE_OH
وسائل	وسائل	UC
التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC
شي	شيء	REPLACE_OM
مهم	مهم	UC
جدا	جدا	UC
ولكن	ولكن	UC
لها	لها	UC
أضرار	أضرارا	REPLACE_XC
	.	INSERT_PM
البعض	البعض	UC
يستخدم	يستخدم	UC
مواقع	مواقع	UC
التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC
للضرورة	للضرورة	UC
كمحادثة	كمحادثة	UC
صديق	صديق	UC
أو	أو	UC
فرد	فرد	UC
من	من	UC
العائلة	العائلة	UC
	,	INSERT_PM
والبعض	والبعض	UC
يستخدم	يستخدم	UC
مواقع	مواقع	UC
التواصل	التواصل	UC
الاجتماعية	الاجتماعية	UC
طوال	طوال	UC
اليوم	اليوم	UC
دون	دون	UC
توقف	توقف	UC
وذلك	وذلك	UC
يؤدي	يؤدي	UC
إلى	إلى	UC
الإدمان	الإدمان	UC
وتضييع	وتضييع	UC
الوقت	الوقت	UC
.	.	UC
كما	كما	UC
أن	أن	UC
الجلوس	الجلوس	UC
لفترة	لفترة	UC
طويلة	طويلة	UC
يؤثر	يؤثر	UC
على	على	UC
صحة	صحة	UC
جسم	جسم	UC
الإنسان	الإنسان	UC
على	على	UC
المدى	المدى	UC
البعيد	البعيد	UC
.	.	UC
يجي	يجب	REPLACE_OR
على	على	UC
الوالدين	الوالدين	UC
أن	أن	UC
يوعو	يوعوا	REPLACE_OW
أبنائهم	أبناءهم	REPLACE_XC
عن	على	REPLACE_SW
الطريقة	الطريقة	UC
الصحيحة	الصحيحة	UC
لا ستخدام	لاستخدام	MERGE
الإنترنت	الإنترنت	UC
ومواقع	ومواقع	UC
التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC
.	.	UC

وسائل	وسائل	UC
التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC
هي	هي	UC
تقنية	تقنية	UC
أو	أو	UC
برامج	برامج	UC
للتواصل	للتواصل	UC
مع	مع	UC
أفراد	أفراد	UC
المجتمع	المجتمع	UC
أو	أو	UC
العائلة	العائلة	UC
ولها	ولها	UC
تأثير	تأثير	UC
إيجابي	إيجابي	UC
وسلبي	وسلبي	UC
على	على	UC
الفرد	الفرد	UC
والمجتمع	والمجتمع	UC
.	.	UC
من	من	UC
أمثلة	أمثلة	UC
على		DELETE_XM
على		DELETE_XM
وسائل	وسائل	UC
التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC
تويتر	تويتر	UC
, فيس بوك	وفيسبوك	REPLACE_X
, يوتيوب	ويوتيوب	REPLACE_OH+REPLACE_OM+REPLACE_PT
و واتس آب	وواتساب	REPLACE_X
.	.	UC
من	من	UC
تأثيرها	تأثيرها	UC
الإيجابي	الإيجابي	UC
هو		DELETE_XM
التواصل	التواصل	UC
بين	بين	UC
الناس	الناس	UC
و معرفة	ومعرفة	MERGE
الأخبار	الأخبار	UC
اليومية	اليومية	UC
أو	أو	UC
لمعرفة	لمعرفة	UC
معلومات	معلومات	UC
جديدة	جديدة	UC
ويكون	ويكون	UC
نتيجته	نتيجته	UC
على	على	UC
الفرد	الفرد	UC
بشكل	بشكل	UC
إيجابي	إيجابي	UC
مثل	مثل	UC
التفوق	التفوق	UC
في	في	UC
الدراسة	الدراسة	UC
ويكون	ويكون	UC
مجتمع	مجتمعا	REPLACE_XC
ناجح	ناجحا	REPLACE_XC
	.	INSERT_PM
ولكن	ولكن	UC
من	من	UC
الجانب	الجانب	UC
السلبي	السلبي	UC
يكون	يكون	UC
انتهاكات	انتهاكات	UC
للخصوصية	للخصوصية	UC
و فقدان	وفقدان	MERGE
للوعي	للوعي	UC
ويكون	ويكون	UC
تأثيرها	تأثيرها	UC
للفرد	على الفرد	UNK
أمراض	أمراضا	REPLACE_XC
مثل	مثل	UC
التوحد	التوحد	UC
أو	أو	UC
عدم	عدم	UC
الجلوس	الجلوس	UC
مع	مع	UC
الناس	الناس	UC
ومخالطتهم	ومخالطتهم	UC
ويكون	ويكون	UC
مجتمع	مجتمعا	REPLACE_XC
فاقد	فاقدا	REPLACE_XC
للوعي	للوعي	UC
ولا	ولا	UC
يوجد	يوجد	UC
تطوير	تطوير	UC
.	.	UC

وسائل	وسائل	UC
التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC
له	لها	REPLACE_XG
أثر	أثر	UC
كبير	كبير	UC
في	في	UC
المجتمع	المجتمع	UC
من	من	UC
الناحية	الناحية	UC
السلبية	السلبية	UC
والإيجابية	والإيجابية	UC
,	.	REPLACE_PC
وفي	وفي	UC
مجتمعنا	مجتمعنا	UC
الحالي	الحالي	UC
قد	قد	UC
آثر	أثرت	REPLACE_SW
عليهم	عليه	REPLACE_MI
بشكل	بشكل	UC
سلبي	سلبي	UC
بكثرة	بكثرة	UC
وجعل	وجعلت	REPLACE_XG
المجتمع	المجتمع	UC
يتأثرون	يتأثر	REPLACE_XN
على معظم	بمعظم	UNK
الأشياء	الأشياء	UC
التي	التي	UC
يقومون	يقوم	REPLACE_XN
فيها	فيها	UC
في التواصل	بالتواصل	REPLACE_S
الاجتماعي	الاجتماعي	UC
	,	INSERT_PM
وأيضا	وأيضا	UC
قد	قد	UC
تغنى	تغني	REPLACE_OA
بعض	بعض	UC
الأشخاص	الأشخاص	UC
عن	عن	UC
التواصل	التواصل	UC
الحقيقي	الحقيقي	UC
والمباشر	والمباشر	UC
مع	مع	UC
الناس	الناس	UC
ويحرصهم	وتحصرهم	REPLACE_MI+REPLACE_OR
في	في	UC
غرفهم	غرفهم	UC
,	,	UC
وهذه	وهذا	REPLACE_XG
يدل	يدل	UC
على	على	UC
إدمان	إدمان	UC
التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC
	.	INSERT_PM
وتجعل	وتجعل	UC
الشخص	الشخص	UC
وحيد	وحيدا	REPLACE_XC
لا	لا	UC
يجتمع	يجتمع	UC
مع	مع	UC
الناس	الناس	UC
ويتحوار	ولا يتحاور	REPLACE_X
معهم	معهم	UC
ويجعل	وتجعل	REPLACE_MI
الشخص	الشخص	UC
لا	لا	UC
يستغني	يستغني	UC
عن	عن	UC
التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC
مما	مما	UC
يؤدي	يؤدي	UC
إلى	إلى	UC
انعزال	انعزال	UC
في	في	UC
الواقع	الواقع	UC
,	.	REPLACE_PC
ومن	ومن	UC
ناحية	ناحية	UC
الاستخدام	الاستخدام	UC
السيئ	السيئ	UC
لمواقع	لمواقع	UC
التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC
يؤدي	يؤدي	UC
إلى	إلى	UC
إضاعة	إضاعة	UC
الوقت	الوقت	UC
وبلا	وبلا	UC
هدف	هدف	UC
.	.	UC
ولأكن	ولكن	REPLACE_OD
التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC
لديه	لديه	UC
أيضا	أيضا	UC
أثر	أثر	UC
إيجابي	إيجابي	UC
مثل	مثل	UC
التواصل	التواصل	UC
بين	بين	UC
الناس	الناس	UC
	,	INSERT_PM
وهو	وهو	UC
ميزة	ميزة	UC
رئيسية	رئيسية	UC
	.	INSERT_PM
ويجعل	ويجعل	UC
الشخص	الشخص	UC
يتعرف	يتعرف	UC
على	على	UC
الكثير	الكثير	UC
من	من	UC
الناس	الناس	UC
من	من	UC
بلدان	بلدان	UC
آخرة	أخرى	REPLACE_OH
,	,	UC
وأيضا	وأيضا	UC
يمكن	يمكن	UC
للشخص	للشخص	UC
أنه	أن	REPLACE_XT
يحصل	يحصل	UC
على	على	UC
أي	أي	UC
معلومة	معلومة	UC
يرد	يريد	REPLACE_XC
أن	أن	UC
يعرفه الشخص	يعرفها	UNK
أو	أو	UC
يستفاد	يستفيد	REPLACE_MI
منها	منها	UC
	.	INSERT_PM
ويمكن	ويمكن	UC
لكل	لكل	UC
شخص	شخص	UC
أنه	أن	REPLACE_XT
يتحكم	يتحكم	UC
في	في	UC
استخدامه	استخدامه	UC
للتواصل	للتواصل	UC
الاجتماعي	الاجتماعي	UC
ويعرف	ويعرف	UC
كيفية	كيفية	UC
الاستخدام	الاستخدام	UC
من	من	UC
غير	غير	UC
لا	أن	REPLACE_SW
يكون	يكون	UC
له	له	UC
أثر	أثر	UC
سلبي	سلبي	UC
على	على	UC
الشخص	الشخص	UC
	.	INSERT_PM
وهكذا	وهكذا	UC
قد	قد	UC
يكون	يكون	UC
قادر	قادرا	REPLACE_XC
	على	INSERT_XM
التحكم	التحكم	UC
بنفسه	بنفسه	UC
بعدل	بعدل	UC
من	من	UC
غير	غير	UC
لا	أن	REPLACE_SW
يؤذي	يؤذي	UC
نفسه	نفسه	UC
من	من	UC
كثر	كثرة	REPLACE_XG
الاستخدام	استخدام	REPLACE_XF
على		DELETE_XM
التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC
أو	أو	UC
يأثر	يتأثر	REPLACE_OM
من	من	UC
التواصل	التواصل	UC
الاجتماعي	الاجتماعي	UC
بشكل	بشكل	UC
سلبي	سلبي	UC
وقد	وقد	UC
يكون	يكون	UC
يتأثر	يتأثر	UC
بشكل	بشكل	UC
إيجابي	إيجابي	UC
.	.	UC

يتميز	يتميز	UC
عصرنا	عصرنا	UC
الحديث	الحديث	UC
بالتطور	بالتطور	UC
الكبير	الكبير	UC
في	في	UC
مجال	مجال	UC
التكنولوجيا	التكنولوجيا	UC
,	,	UC
وللتكنولوجيا	وللتكنولوجيا	UC
أثر	أثر	UC
كبير	كبير	UC
على	على	UC
الفرد	الفرد	UC
والمجتمع	والمجتمع	UC
.	.	UC
كما	كما	UC
نعلم	نعلم	UC
أن	أن	UC
لها	لها	UC
