SOURCE	TARGET
والاهل	والأهل
ايضا	أيضا
لهم	لهم
دور	دور
في	في
رعايه	رعاية
المنزل	المنزل
والحفاظ	والحفاظ
على	على
العائله	العائلة

تتالى	تتتالى
القرون	القرون
وتتالى	وتتتالى
معها	معها
التطورات	التطورات
التي	التي
تطرأ	تطرأ
على	على
هذا	هذا
الكوكب	الكوكب
وربما	وربما
يعتقد	يعتقد
الكثيرون	الكثيرون
أن	أن
ما	ما
نعيشه	نعيشه
في	في
هذا	هذا
الزمان	الزمان
هو	هو
في	في
غياة	غاية
التطور	التطور
إلا	إلا
أننا	إننا
لا	لا
نزال	نزال
نرى	نرى
ما	ما
يدهشنا	يدهشنا
من	من
تطورات	تطورات
وأحداث	وأحداث
ومواضيع	ومواضيع
جديدة	جديدة
وربما	وربما
كانت	كانت
وسائل	وسائل
التواصل	التواصل
الإجتماعي	الاجتماعي
من	من
أهم	أهم
التطورات	التطورات
التي	التي
تطرأ	تطرأ
على	على
مجتمعاتنا	مجتمعاتنا
وكما	وكما
أن	أن
لكل	لكل
تطور	تطور
جوانب	جوانب
تفيد	تفيد
هذا	هذا
المجتمع	المجتمع
وتزيد	وتزيد
من	من
نشاطه	نشاطه
وصحوته	وصحوته
وتقاربه	وتقاربه
إلا	إلا
أنه	إنه
لا	لا
يخلو	يخلو
من	من
الآثار	الآثار
الجانبية	الجانبية
والتأثيرات	والتأثيرات
السلبية	السلبية
على	على
الأفراد	الأفراد
والمجتمات	والمجتمعات
وأبلغ	وأبلغ
تشبيه	تشبيه
لوسائل	لوسائل
التواصل	التواصل
الإجتماعي	الاجتماعي
ما	ما
قيل	قيل
فيه	فيه
قربت	قربت
البعيد	البعيد
وأبعدت	وأبعدت
القريب	القريب
فنجد	فنجد
أن	أن
الأسر	الأسر
تفكت	تفككت
وتباعدت	وتباعدت
وحلت	وحلت
ما	ما
تسمى	تسمى
بالقروبات	بالقروبات
بدلا	بدلا
من	من
تجمعات	تجمعات
الأهل	الأهل
والزيارات	والزيارات
وربما	وربما
ضاع	ضاع
الأبناء	الأبناء
وأصبحت	وأصبحت
الصداقات	الصداقات
خلف	خلف
الشاشات	الشاشات
فمن	فمن
المتوقع	المتوقع
أن	أن
تجد	تجد
ابنك	ابنك
قد	قد
صاحب	صاحب
عشرات	عشرات
الأصدقاء	الأصدقاء
من	من
مختلف	مختلف
البلدان	البلدان
دونما	دون
رؤيتهم	رؤيتهم
فيقع	فيقع
في	في
هذا	هذا
احتمال	احتمال
النصب	النصب
والإحتيال	والاحتيال
والتنكر	والتنكر
بشخصيات	بشخصيات
أخرى	أخرى
توهم	توهم
الأبناء	الأبناء
وهنا	وهنا
يكمن	يكمن
دور	دور
الوالدين	الوالدين
بمتابعة	بمتابعة
أبنائهم	أبنائهم
ومصادقتهم	ومصادقتهم
وغرس	وغرس
المبادئ	المبادئ
الصحيحة	الصحيحة
فيهم	فيهم
مما	مما
يثمر	يثمر
فيهم	فيهم
ويجعل	ويجعل
لهم	لهم
بصيرة	بصيرة
يمشون	يمشون
بها	بها
في	في
متاهات	متاهات
التواصل	التواصل
الإجتماعي	الاجتماعي
ويرشدهم	ويرشدهم
إلى	إلى
حسن	حسن
استخدامها	استخدامها
والإستفادة	والاستفادة
منها	منها
بالطريقة	بالطريقة
الصحيحة	الصحيحة
التي	التي
تنفع	تنفع
بهم	بهم
البلاد	البلاد
والعباد	والعباد
فيكونوا	فيكونون
نبراسا	نبراسا
منيرا	منيرا
في	في
مزقات	مزقات
الحياة	الحياة

التسامح	التسامح
شي	شيء
مهم	مهم
في	في
الحياه	الحياة
منه	منه
نتعلم	نتعلم
كيف	كيف
ان	أن
نصبح	نصبح
اكثر	أكثر
تعطفن	تعاطفا
ويجب	ويجب
ان	أن
نعزز	نعزز
ثقافه	ثقافة
التسامح	التسامح
في	في
المجتمع	المجتمع
في	في
المساجد	المساجد
و المدارس	والمدارس
والمحضرات	والمحاضرات
والحرص	والحرص
علي	على
قرا	قراءة
القران	القرءان
لكي انه	لأنه
يساعد	يساعد
علي	على
بنا	بناء
ثقافه	ثقافة
ومحبه	ومحبة
اكثر	أكثر
تعطفن	تعاطفا
و يقلل	ويقلل
من	من
المشاكل	المشاكل
ونشر	وينشر
المحبه	المحبة
والموده	والمودة
في	في
المجتمع	المجتمع
لذلك	لذلك
التسامح	التسامح
مهم	مهم
في	في
حياه	حياة
البشر	البشر
انه	إنه
ينمي	ينمي
ويثقف	ويثقف
الانسان	الإنسان
ويجعله	ويجعله
اكثر	أكثر
قوه	قوة
ومحبوبن	ومحبوبا
ونشاره	ونشره
يساعد	يساعد
علي	على
كثرهالوعي	كثرة الوعي
والمسامح	والمسامح
هو	هو
الشخص	الشخص
الكريم	الكريم
وان	وأن
تتعلم	تتعلم
الكرم	الكرم
هاذه	هذا
يكون	يكون
شي	شيئا
جميل	جميلا
في	في
الحياه	الحياة
لكي	لكي
تقدر	تقدر
ان	أن
تعيش	تعيش
في	في
حياه	حياة
مميزه	مميزة
و يجب	ويجب
ان	أن
تسامح	تسامح
وتعلم	وتعلم
اطفالك	أطفالك
المسامحه	المسامحة
والمحبهخ	والمحبة

لوسائل	لوسائل
التواصل	التواصل
الاجتماعي	الاجتماعي
تأثير	تأثير
كبير	كبير
على	على
الفرد	الفرد
و المجتمع	والمجتمع
فمنها	فمنها
الاجابي	الإيجابي
و منها	ومنها
السلبي	السلبي
فيجب	فيجب
على	على
الانسان	الإنسان
ان	أن
يستعملها	يستعملها
بالطريقة	بالطريقة
الصحيحة	الصحيحة
لكي	لكي
لا	لا
يقع	يقع
في	في
المشاكل	المشاكل
التي	التي
هو	هو
بغنى	بغنى
عنها	عنها
من	من
اجابيات	إيجابيات
وسائل	وسائل
التواصل	التواصل
الاجتماعي	الاجتماعي
هي	
ان	أنه
يوجد	يوجد
دكاترة	دكاترة
و يقدمون	ويقدمون
النصائح	النصائح
الطبية	الطبية
و المشاكل	والمشاكل
الصحية	الصحية
و كيفية	وكيفية
التعامل	التعامل
معها	معها
دون	دون
زيارة	زيارة
الطبيب	الطبيب
عبر	عبر
صفحاتهم	صفحاتهم
في	في
مواقتع	مواقع
التواصل	التواصل
الاجتماعي	الاجتماعي
وايضا	وأيضا
تستطيع	تستطيع
من	من
خلال	خلال
التواصل	التواصل
الاجتماعي	الاجتماعي
التعرف	التعرف
على	على
المناطق	المناطق
السياحية	السياحية
داخل	داخل
و خارج	وخارج
الدولة	الدولة
و التعرف	والتعرف
على	على
المطاعم	المطاعم
الجديدة	الجديدة
عبرها	عبرها
و التعرف	والتعرف
على	على
اصداق	أصدقاء
جدد	جدد
و طرح	وطرح
مواضيع	مواضيع
تستفيد	يستفيد
منها	منها
الناس	الناس
معن	عن
طريق	طريق
التواصل	التواصل
الاجتماعي	الاجتماعي
و من	ومن
السلبيات	السلبيات
هي	
استخدام	استخدام
الوسائل	وسائل
التواصل	التواصل
الاجتماعي	الاجتماعي
بشكل	بشكل
خاطئ	خاطئ
مثل	مثل
تصوير	تصوير
الناس	الناس
دون	دون
علمهم	علمهم
او	أو
تصوير	تصوير
اشياء	أشياء
غير	غير
قانونية	قانونية
او	أو
التكلم	التكلم
في	في
السياسة	السياسة
و شتم	وشتم
الشعوب	الشعوب
الاخرى	الأخرى
و ايضا	وأيضا
من	من
السلبيات	السلبيات
اهمال	إهمال
الطلاب	الطلاب
لدراستهم	لدراستهم
بسبب	بسبب
الجلوس	الجلوس
و اللعب	واللعب
بالهاتف	بالهاتف
طوال	طوال
اليوم	اليوم
و ايضا	وأيضا
انتشار	انتشار
التنمر	التنمر

ان	إن
وسائل	وسائل
التواصل	التواصل
الاجتماعي	الاجتماعي
شي	شيء
مهم	مهم
جدا	جدا
ولكن	ولكن
لها	لها
اضرار	أضرارا
البعض	البعض
يستخدم	يستخدم
مواقع	مواقع
التواصل	التواصل
الاجتماعي	الاجتماعي
للضرورة	للضرورة
كمحادثة	كمحادثة
صديق	صديق
او	أو
فرد	فرد
من	من
العائلة	العائلة
والبعض	والبعض
يستخدم	يستخدم
مواقع	مواقع
التواصل	التواصل
الاجتماعية	الاجتماعية
طوال	طوال
اليوم	اليوم
دون	دون
توقف	توقف
وذلك	وذلك
يؤدي	يؤدي
الى	إلى
الادمان	الإدمان
وتضييع	وتضييع
الوقت	الوقت
كما	كما
أن	أن
الجلوس	الجلوس
لفترة	لفترة
طويلة	طويلة
يؤثر	يؤثر
على	على
صحة	صحة
جسم	جسم
الانسان	الإنسان
على	على
المدى	المدى
البعيد	البعيد
يجي	يجب
على	على
الوالدين	الوالدين
ان	أن
يوعو	يوعوا
ابنائهم	أبناءهم
عن	على
الطريقة	الطريقة
الصحيحة	الصحيحة
لا ستخدام	لاستخدام
الانترنت	الإنترنت
ومواقع	ومواقع
التواصل	التواصل
الاجتماعي	الاجتماعي

وسائل	وسائل
التواصل	التواصل
الاجتماعي	الاجتماعي
هي	هي
تقنية	تقنية
او	أو
برامج	برامج
للتواصل	للتواصل
مع	مع
افراد	أفراد
المجتمع	المجتمع
او	أو
العائلة	العائلة
ولها	ولها
تأثير	تأثير
إيجابي	إيجابي
وسلبي	وسلبي
على	على
الفرد	الفرد
والمجتمع	والمجتمع
من	من
امثله	أمثلة
على	
على	
وسائل	وسائل
التواصل	التواصل
الاجتماعي	الاجتماعي
تويتر	تويتر
فيس بوك	وفيسبوك
يوتيوب	ويوتيوب
و واتس اب	وواتساب
من	من
تاثيرها	تأثيرها
الإيجابي	الإيجابي
هو	
التواصل	التواصل
بين	بين
الناس	الناس
و معرفه	ومعرفة
الأخبار	الأخبار
اليومية	اليومية
او	أو
لمعرفة	لمعرفة
معلومات	معلومات
جديدة	جديدة
ويكون	ويكون
نتيجته	نتيجته
على	على
الفرد	الفرد
بشكل	بشكل
إيجابي	إيجابي
مثل	مثل
التفوق	التفوق
في	في
الدراسة	الدراسة
ويكون	ويكون
مجتمع	مجتمعا
ناجح	ناجحا
ولكن	ولكن
من	من
الجانب	الجانب
السلبي	السلبي
يكون	يكون
انتهاكات	انتهاكات
للخصوصية	للخصوصية
و فقدان	وفقدان
للوعي	للوعي
ويكون	ويكون
تأثيرها	تأثيرها
للفرد	على الفرد
أمراض	أمراضا
مثل	مثل
التوحد	التوحد
او	أو
عدم	عدم
الجلوس	الجلوس
مع	مع
الناس	الناس
ومخالطتهم	ومخالطتهم
ويكون	ويكون
مجتمع	مجتمعا
فاقد	فاقدا
للوعي	للوعي
ولا	ولا
يوجد	يوجد
تطوير	تطوير

وسائل	وسائل
التواصل	التواصل
الاجتماعي	الاجتماعي
له	لها
اثر	أثر
كبير	كبير
في	في
المجتمع	المجتمع
من	من
الناحيه	الناحية
السلبيه	السلبية
والآيجابيه	والإيجابية
وفي	وفي
مجتمعنا	مجتمعنا
الحالي	الحالي
قد	قد
أثر	أثرت
عليهم	عليه
بشكل	بشكل
سلبي	سلبي
بكثره	بكثرة
وجعل	وجعلت
المجتمع	المجتمع
يتأثرون	يتأثر
على معظم	بمعظم
الاشياء	الأشياء
التي	التي
يقومون	يقوم
فيها	فيها
في التواصل	بالتواصل
الاجتماعي	الاجتماعي
وايضا	وأيضا
قد	قد
تغني	تغني
بعض	بعض
الاشخاص	الأشخاص
عن	عن
التواصل	التواصل
الحقيقي	الحقيقي
والمباشر	والمباشر
مع	مع
الناس	الناس
ويحرصهم	وتحصرهم
في	في
غرفهم	غرفهم
وهذه	وهذا
يدل	يدل
على	على
ادمان	إدمان
التواصل	التواصل
الاجتماعي	الاجتماعي
وتجعل	وتجعل
الشخص	الشخص
وحيد	وحيدا
لا	لا
يجتمع	يجتمع
مع	مع
الناس	الناس
ويتحوار	ولا يتحاور
معهم	معهم
ويجعل	وتجعل
الشخص	الشخص
لا	لا
يستغنى	يستغني
عن	عن
التواصل	التواصل
الاجتماعي	الاجتماعي
مما	مما
يؤدي	يؤدي
الي	إلى
انعزال	انعزال
في	في
الواقع	الواقع
ومن	ومن
ناحيه	ناحية
الاستخدام	الاستخدام
السيئ	السيئ
لمواقع	لمواقع
التواصل	التواصل
الاجتماعي	الاجتماعي
يؤدي	يؤدي
الى	إلى
اضاعه	إضاعة
الوقت	الوقت
وبلا	وبلا
هدف	هدف
ولاكن	ولكن
التواصل	التواصل
الاجتماعي	الاجتماعي
لديه	لديه
ايضا	أيضا
اثر	أثر
ايجابي	إيجابي
مثل	مثل
التواصل	التواصل
بين	بين
الناس	الناس
وهو	وهو
ميزة	ميزة
رئيسيه	رئيسية
ويجعل	ويجعل
الشخص	الشخص
يتعرف	يتعرف
على	على
الكثير	الكثير
من	من
الناس	الناس
من	من
بلدان	بلدان
اخرة	أخرى
وايضا	وأيضا
يمكن	يمكن
للشخص	للشخص
انه	أن
يحصل	يحصل
على	على
اي	أي
معلومه	معلومة
يرد	يريد
ان	أن
يعرفه الشخص	يعرفها
او	أو
يستفاد	يستفيد
منها	منها
ويمكن	ويمكن
لكل	لكل
شخص	شخص
انه	أن
يتحكم	يتحكم
في	في
استخدامه	استخدامه
للتواصل	للتواصل
الاجتماعي	الاجتماعي
ويعرف	ويعرف
كيفيه	كيفية
الاستخدام	الاستخدام
من	من
غير	غير
لا	أن
يكون	يكون
له	له
اثر	أثر
سلبي	سلبي
على	على
الشخص	الشخص
وهكذا	وهكذا
قد	قد
يكون	يكون
قادر	قادرا
	على
التحكم	التحكم
بنفسه	بنفسه
بعدل	بعدل
من	من
غير	غير
لا	أن
يؤذي	يؤذي
نفسه	نفسه
من	من
كثر	كثرة
الاستخدام	استخدام
على	
التواصل	التواصل
الاجتماعي	الاجتماعي
او	أو
يأثر	يتأثر
من	من
التواصل	التواصل
الاجتماعي	الاجتماعي
بشكل	بشكل
سلبي	سلبي
وقد	وقد
يكون	يكون
يتأثر	يتأثر
بشكل	بشكل
إيجابي	إيجابي

يتميز	يتميز
عصرنا	عصرنا
الحديث	الحديث
بالتطور	بالتطور
الكبير	الكبير
في	في
مجال	مجال
التكنولوجيا	التكنولوجيا
وللتكنولوجيا	وللتكنولوجيا
أثر	أثر
كبير	كبير
على	على
الفرد	الفرد
والمجتمع	والمجتمع
كما	كما
نعلم	نعلم
ان	أن
لها	لها
جوانب	جوانب
ايجابية	إيجابية
واخرى	وأخرى
سلبية	سلبية
بعض	بعض
الاثار	الآثار
السلبية	السلبية
وهي	وهي
ان	أن
التواصل	التواصل
الاجتماعي	الاجتماعي
والتكنولوجيا	والتكنولوجيا
بجميع	بجميع
أنواعها	أنواعها
قادرة	قادرة
على	على
أن	أن
تسيطر	تسيطر
على	على
الفرد	الفرد
وتغزله	وتعزله
عن	عن
العالم	العالم
والمجتمع	والمجتمع
وتحبسه	وتحبسه
وتغلقه	وتغلقه
في	في
عالم	عالم
أخر	آخر
تأثر	يؤثر
التواصل	التواصل
الاجتماعي	الاجتماعي
بصحة	بصحة
الإنسان	الإنسان
وحالته	وحالته
المزاجية	المزاجية
وتهدر	ويهدر
الأوقات	الأوقات
لها	له
أثار	آثار
إيجابية	إيجابية
وهي	وهي
انها	أنه
تقوم	يقوم
بتطوير	بتطوير
الدولة	الدولة
وإزدهارها	وازدهارها
وتنشأ	وتنشأ
العلاقات	العلاقات
الاجتماعية	الاجتماعية
تبادل	تبادل
الخبرات	الخبرات
والمنفعة	والمنفعة
بين	بين
الدول	الدول
واكتساب	واكتساب
مهارات	مهارات
متعددة	متعددة
من	من
الحياة	الحياة
تجعل	يجعل
الانسان	الإنسان
يبدع	يبدع
ويبتكر	ويبتكر
لان	لأن
التكنولوجيا	التكنولوجيا
تعطي	تعطي
مجالا	مجالا
للابداع	للإبداع
التواصل	التواصل
الاجتماعي	الاجتماعي
تسمح	يسمح
بإقامه	بإقامة
العلاقات	العلاقات
الاجتماعية	الاجتماعية
والتعرف	والتعرف
على	على
أشخاص	أشخاص
من	من
أماكن	أماكن
متعددة	متعددة
ومختلفة	ومختلفة
وهذا	وهذا
جانب	جانب
إيجابي	إيجابي
للفرد	للفرد
والمجتمع	والمجتمع

وسائل	وسائل
التواصل	التواصل
الاجتماعي	الاجتماعي
احدثت	أحدثت
تطورات	تطورات
في	في
زمننا	زمننا
الحالي	الحالي
مما	مما
ادى	أدى
	إلى
وجود	وجود
العديد	العديد
من	من
التكنولوجيا	التكنولوجيا
مثل	مثل
الهواتف	الهواتف
والحواسب	والحواسب
وغيرها	وغيرها
التي تستخدم	مما يستخدم
علم	عالم
الانترنت	الإنترنت
الذي	الذي
يساعد	يساعد
الناس	الناس
في	في
تسهيل	تسهيل
الحياه	الحياة
وتقديم	وتقديم
الراحة	الراحة
لهم	لهم
من	من
خلال	خلال
تقديم	تقديم
مهامهم	مهامهم
بسهولة	بسهولة
ولكل	ولكل
شي	شيء
في	في
الحياه	الحياة
ايجابيات	إيجابيات
وسلبيات	وسلبيات
وكما	كما
ان	أن
لوسائل	لوسائل
التواصل	التواصل
الاجتماعي	الاجتماعي
تأثيرا	تأثيرا
على	على
الفرد	الفرد
والمجتع	والمجتع
وساتناول	وسأتناول
ذالك	ذلك
في	في
بحثي	بحثي
اولا	أولا
سوف	سوف
اتحدث	أتحدث
عن	عن
ايجابيات	إيجابيات
مواقع	مواقع
التواصل	التواصل
الاجتماعي	الاجتماعي
لمواقع	لمواقع
التواصل	التواصل
الاجتماعي	الاجتماعي
ايجابيات	إيجابيات
عديدة	عديدة
منها	منها
انها	أنها
تساعد	تساعد
الناس	الناس
في	في
التواصل	التواصل
مع	مع
الاخرين	الآخرين
من	من
انحاء	أنحاء
العالم	العالم
كما	كما
انها	أنها
تسهل	تسهل
التواصل	التواصل
بينهم	بينهم
وايضا	وأيضا
تساعد	تساعد
الناس	الناس
على	على
معرفت	معرفة
اخبار	أخبار
العالم	العالم
وما	وما
الذي	الذي
يحدث	يحدث
في	في
العالم	العالم
بالاضافة	بالإضافة
الى	إلى
انها	أنها
وسيله	وسيلة
فعالة	فعالة
لترويج	لترويج
الشركات	الشركات
عن	عن
منتجاتها	منتجاتها
ووضع	ووضع
اعلانات	إعلانات
عنها	عنها
في	في
مواقع	مواقع
التواصل	التواصل
الاجتماعي	الاجتماعي
لتجلب	لتجلب
اعجاب	إعجاب
الناس	الناس
لها	لها
وكما	وكما
انها	أنها
تسهم	تسهم
	في
تسهيل	تسهيل
العلم	العلم
من	من
خلال	خلال
البحث	البحث
في	في
الشبكة	الشبكة
العنكبوتية	العنكبوتية
وتسهل	وتسهل
الواجبات	الواجبات
والمهمات	والمهمات
ثانيا	ثانيا
سوف	سوف
اتحدث	أتحدث
عن	عن
سلبات	سلبيات
وسائل	وسائل
التواصل	التواصل
الاجتماعي	الاجتماعي
ورلوسائل	ولوسائل
التواصل	التواصل
الاجتماعي	الاجتماعي
سلبيات	سلبيات
عديدة	عديدة
ومنها	ومنها
انها	أن
كحثرة	كثرة
الجلوس	الجلوس
على	على
مواقع	مواقع
التواصل	التواصل
الاجتماعي	الاجتماعي
تؤدي	تؤدي
الى	إلى
تهديير	تهدير
الوقت	الوقت
وتضييعه	وتضييعه
دوتن	دون
استغلاله	استغلاله
في	في
شي	شيء
موفيد	مفيد
ايضا	أيضا
تؤدي	تؤدي
الى	إلى
امراض	أمراض
عديدة	عديدة
جدا	جدا
ومنها	ومنها
ضعف	ضعف
النظر	النظر
وامراض	وأمراض
في	في
الظهر	الظهر
وامراض	وأمراض
في	في
الاعصاب	الأعصاب
والعضلات	والعضلات
وتؤدي	وتؤدي
الى	إلى
الوحدة	الوحدة
والعزلة	والعزلة
كما	كما
ان	أنه
يمكن	يمكن
للاشخاص	للأشخاص
اختراق	اختراق
موتقعك	موقعك
ومعلوماتك	ومعلوماتك
الشخصية	الشخصية
واستغلالك	واستغلالك
بها	بها
من	من
خلال	خلال
مواقع	مواقع
التواصل	التواصل
الاجتماعي	الاجتماعي
كما	كما
انها	أنها
طريقة	طريقة
سهلة	سهلة
لنشر	لنشر
الاشاعات	الإشاعات
بسهولة	بسهولة
عبر	عبر
مواقع	مواقع
التواصل	التواصل
الاجتماعي	الاجتماعي

مواقع	مواقع
التواصل	التواصل
الاجتماعي	الاجتماعي
هي	هي
تقنية	تقنية
حديثة	حديثة
و مبتكرة	ومبتكرة
لتبادل	لتبادل
المعلومات	المعلومات
و الأفكار	والأفكار
بين	بين
المستخدمين	المستخدمين
وهي	وهي
تعتمد	تعتمد
بشكل	بشكل
أساسي	أساسي
على	على
الإنترنت	الإنترنت
لمواقع	لمواقع
التواصل	التواصل
الاجتماعي	الاجتماعي
العديد	العديد
من	من
الايجابيات	الإيجابيات
و السلبيات	والسلبيات
على	على
الأفراد	الأفراد
وكما	كما
أنها	أنها
قد	قد
تؤدي	تؤدي
أحيانا	أحيانا
إلى	إلى
الموت	الموت
سهل	سهل
علينا	علينا
هذا	هذا
الاختراع	الاختراع
طريقة	طريقة
تواصلنا	تواصلنا
مع	مع
الأخرين	الآخرين
حيث	حيث
أن	إن
بإمكاننا	بإمكاننا
أن	أن
نتحدث	نتحدث
مع	مع
شخص	شخص
بعيد	بعيد
عنا	عنا
دون	دون
الحاجة	الحاجة
إلى	إلى
لقاؤه	لقائه
كما	كما
أن	أن
هذا	هذا
الاختراع	الاختراع
ساعد	ساعد
على	على
القضاء	القضاء
على	على
الملل	الملل
و أصبح	وأصبح
الأن	الآن
بإمكاننا	بإمكاننا
أن	أن
نشغل	نشغل
أنفسنا	أنفسنا
بشيء	بشيء
يفيدنا	يفيدنا
بل	بل
أصبح	أصبح
التعرف	التعرف
على	على
الأصدقاء	الأصدقاء
بواسطة	بواسطة
مواقع	مواقع
التواصل	التواصل
الاجتماعي	الاجتماعي
في	في
غاية	غاية
السهولة	السهولة
لمواقع	لمواقع
التواصل	التواصل
الاجتماعي	الاجتماعي
الكثير	الكثير
من	من
السلبيات	السلبيات
وقد	وقد
يؤدي	تؤدي
كثرة	كثرة
استخدامها	استخدامها
إلى	إلى
الوقوع	الوقوع
في	في
العديد	العديد
من	من
الأمراض	الأمراض
على	على
سبيل	سبيل
المثال	المثال
كثرة	كثرة
الجلوس	الجلوس
على	على
الهاتف	الهاتف
قد	قد
يضر	تضر
العين	العين
وقد	وقد
يؤدي	تؤدي
إلى	إلى
العمى	العمى
أيضا	أيضا
كثرة	كثرة
الجلوس	الجلوس
على	على
الهاتف	الهاتف
يضر	تضر
العمود	العمود
الفقري	الفقري
مما	مما
يؤدي	يؤدي
إلى	إلى
إنحناء	انحناء
الظهر	الظهر
إن	إن
أدمان	إدمان
مواقع	مواقع
التواصل	التواصل
الاجتماعي	الاجتماعي
يشكل	يشكل
خطر	خطرا
كبير	كبيرا
على	على
الفرد	الفرد
و المجتمع	والمجتمع
في	في
الختام	الختام
من	من
المهم	المهم
جدا	جدا
حسن	حسن
استخدام	استخدام
هذه	هذه
المواقع	المواقع
لأنه	لأن
استخدامها	استخدامها
بشكل	بشكل
سيء	سيئ
قد	قد
يؤدي	يؤدي
الى	إلى
سلبيات	سلبيات
عديدة	عديدة

هناك	هناك
أسباب	أسباب
كثيره	كثيرة
يمكن	يمكن
ان	أن
تأثر	تؤثر
على	على
الفرد	الفرد
والمجتمع	والمجتمع
ومن	ومن
هذه	هذه
الأسباب	الأسباب
وسائل	وسائل
التواصل	التواصل
الاجتماعي	الاجتماعي
في	في
هذه	هذه
الايام	الأيام
التكنلوجيا	التكنولوجيا
قضت	قضت
على	على
كل	كل
شي	شيء
من	من
خلال	خلال
الهواتف	الهواتف
يمكن	يمكن
على	على
الفرد	الفرد
ان	أن
ينهي	ينهي
حاجاته	حاجاته
من	من
الهاتف	الهاتف
من	من
خلال	خلال
البرامج	البرامج
التعليميه	التعليمية
والترفيهيه	والترفيهية
وخاصتا	خاصة
الاطفال	الأطفال
والشباب	والشباب
فهذا	فهذا
مضر	مضر
لصحتهم	لصحتهم
النفسيه	النفسية
والجسديه	والجسدية
فكثرت	فكثرة
قضاء	قضاء
وقتهم	وقتهم
على	على
الهاتف	الهاتف
يسبب	تسبب
لهم	لهم
ضعف	ضعفا
فالنظر	في النظر
أيضا	أيضا
هناك	هناك
مشكله	مشكلة
جدا	جدا
كبيره	كبيرة
وهي	وهي
كيفيه	كيفية
أستخدام	استخدام
وسائل	وسائل
التواصل	التواصل
الاجتماعي	الاجتماعي
الكثير	الكثير
منهم	منهم
يستخدمون	يستخدمون
وسائل	وسائل
تواصل	التواصل
الاجتماعي	الاجتماعي
بطريقه	بطريقة
خاطئه	خاطئة
ممكن	يمكن
أن	أن
تضرالفرد	تضر الفرد
وهناك	وهناك
الكثير	الكثير
من	من
الحلول	الحلول
ومنها	ومنها
يجب	يجب
على	على
جميع	جميع
المدارس	المدارس
توعية	توعية
الطلاب	الطلاب
وكيفية	بكيفية
استخدامهم	استخدامهم
وسائل	وسائل
التواصل	التواصل
الاجتماعي	الاجتماعي
بشكلا	بشكل
صحيح	صحيح
لكي	لكي
لا	لا
يتضررون	يتضرروا
من	من
استخدامه	استخدامه
بشكل	بشكل
خاطئ	خاطئ
وهذه	وهذه
طريقه	طريقة
صحيحه	صحيحة
لتوعيتهم	لتوعيتهم
منذ	منذ
الصغر	الصغر
وأيضا	وأيضا
يجب	يجب
توعية	توعية
الفرد	الفرد
وعمل	وعمل
الحد	الحد
الازم	اللازم
لهم	له
وأيضا	وأيضا
هناك	هناك
الكثير	الكثير
من	من
الإيجابيات	الإيجابيات
ولكن	ولكن
الاهم	الأهم
ان	أن
لا	لا
يتعرضون	يتعرضوا
للمخاطر	للمخاطر
من	من
استخدامه	استخدامه
بشكل	بشكل
خاطئ	خاطئ

في	في
هذا	هذا
العصر	العصر
الجديد	الجديد
لقد	قد
ظهرت	ظهرت
الكثير	الكثير
من	من
تطبيقات	التطبيقات
جديده	الجديدة
التي	التي
قد	قد
توثر	تؤثر
على	على
الفرد	الفرد
والمجتمع	والمجتمع
هناك	هناك
اشخاص	أشخاص
يعانون	يعانون
الكثير	الكثير
من	من
الوسائل	وسائل
التواصل	التواصل
الاجتماعي	الاجتماعي
لكي	لكن
هناك	هناك
اشخاص	أشخاص
يستخدمون	يستخدمونها
بشكل	بشكل
سيء	سيئ
هناك	هناك
الكثير	كثير
من	من
الاطفال	الأطفال
عانوا	عانوا
من	من
المشاكل	المشاكل
الصحيه	الصحية
والنفسيه	والنفسية
واجهوا	واجهوا
السب	السب
الوقذف	والقذف
من	من
اشخاص	أشخاص
سيئين	سيئين
كذلك	كذلك
قررت	قررت
دوله	دولة
الامارات	الإمارات
ان	أن
تحرص	تحرص
وتراقب	وتراقب
هولاء	هؤلاء
الاشخاص	الأشخاص
الذين	الذين
يستخدمون	يستخدمون
وسائل	وسائل
التواصل	التواصل
الاجتماعي	الاجتماعي
بشكل	بشكل
سيئ	سيئ
جدآ	جدا
وسائل	وسائل
تواصل	التواصل
الاجتماعي	الاجتماعي
قد	قد
تؤثر	تؤثر
على	على
المجتمع	المجتمع
ايضا	أيضا
نشر	نشر
الصور	الصور
ونشر	ونشر
الاشاعات	الإشاعات
والتهديد	والتهديد
بين	بين
الاشخاص	الأشخاص
وتؤثر	يؤثر
على	على
الكثير	الكثير
من	من
المجالات	المجالات
بين	بين
الدول	الدول
و الشعوب	والشعوب
كذلك	كذلك
وسائل	وسائل
التواصل	التواصل
تؤثر	تؤثر
على	على
الفرد	الفرد
على	على
صحته	صحته
و شخصيته	وشخصيته
وكذلك	وكذلك
مشاكل	مشاكل
نفسيه	نفسية
الذين	للذين
واجهوا	واجهوه
من	من
الناس	الناس
السيئين	السيئين
من	من
السب	السب
والقذف	والقذف
هناك	هناك
الكثير	الكثير
من	من
الاطفال	الأطفال
لديهم	لديهم
هواتف	هواتف
ذكيه	ذكية
ولديهم	ولديهم
برامج	برامج
يتحادثون	يتحادثون
بها	بها
بين	بين
الاصدقاء	الأصدقاء
والتعارف	وللتعارف
في	في
هذا	هذا
