SOURCE	TARGET
هل	هل	UC
ضاعت	ضاعت	UC
الكرامة	الكرامة	UC
	،	INSERT_PM
والعزة	والعزة	UC
	،	INSERT_PM
والنخوة	والنخوة	UC
عند	عند	UC
العراقيين	العراقيين	UC
؟	؟	UC

حتى	حتى	UC
الكلمه	الكلمة	REPLACE_OT
الحرة	الحرة	UC
باتو	باتوا	REPLACE_OW
لا	لا	UC
يقدرون	يقدرون	UC
ان	أن	REPLACE_OH
يسمعوها	يسمعوها	UC
	،	INSERT_PM
فشبيحه	فشبيحة	REPLACE_OT
النظام	النظام	UC
يشوشون	يشوشون	UC
على	على	UC
الجزيرة	الجزيرة	UC
خوفا	خوفا	UC
من	من	UC
فضح	فضح	UC
تفجيراتهم	تفجيراتهم	UC
وخوفا	وخوفا	UC
من	من	UC
فضحهم	فضحهم	UC
اكثر	أكثر	REPLACE_OH
فاكثر	فأكثر	REPLACE_OH
	.	INSERT_PM
انظرو	انظروا	REPLACE_OW
الى	إلى	REPLACE_OH
الجبناء	الجبناء	UC
فدائما	فدائما	UC
المجرم	المجرم	UC
يخاف	يخاف	UC
	،	INSERT_PM
لا	لا	UC
تظنوهم	تظنوهم	UC
شجعان	شجعان	UC
ولا	ولا	UC
تظنوهم	تظنوهم	UC
اقوياء	أقوياء	REPLACE_OH
انما	إنما	REPLACE_OH
مجرمون	مجرمون	UC
جبناء	جبناء	UC
قتله	قتلة	REPLACE_OT
هذا	هذا	UC
هو	هو	UC
النظام	النظام	UC
البعثي	البعثي	UC
	.	INSERT_PM

ان	إن	REPLACE_OH
ايران	إيران	REPLACE_OH
وحلفائها	وحلفائها	UC
ينفقون	ينفقون	UC
مليارات	مليارات	UC
الدولارات	الدولارات	UC
في	في	UC
سبيل	سبيل	UC
مخطاطتهم	مخطاطتهم	UC
ولعلهم	ولعلهم	UC
.	،	REPLACE_PC
.		DELETE_PM
والله	والله	UC
اعلم	أعلم	REPLACE_OH
اشتروا	اشتروا	UC
البعثعة	البعثية	REPLACE_OR
العربية	العربية	UC
لتزوير	لتزوير	UC
الحقائق	الحقائق	UC
.	.	UC
	لا	INSERT_XM
.		DELETE_PM
لااريد	أريد	REPLACE_OD+REPLACE_OH+REPLACE_XT
اتهام	اتهام	UC
احد	أحد	REPLACE_OH
	،	INSERT_PM
ولاكن	ولكن	REPLACE_OD
كل	كل	UC
شيء	شيء	UC
وارد	وارد	UC
	،	INSERT_PM
والامر	والأمر	REPLACE_OH
خطير	خطير	UC
ياعرب	يا عرب	SPLIT
ويامسلمين	ويا مسلمون	REPLACE_X
.	.	UC
.	.	UC
واللة	والله	REPLACE_OT
العظيم	العظيم	UC
اذا	إذا	REPLACE_OH
استطاعت	استطاعت	UC
ايران	إيران	REPLACE_OH
وشياطينها	وشياطينها	UC
اخماد	إخماد	REPLACE_OH
ثورة	ثورة	UC
سورية	سوريا	REPLACE_XC+REPLACE_XG
فلن	فلن	UC
تقوم	تقوم	UC
لكم	لكم	UC
ايها	أيها	REPLACE_OH
العرب	العرب	UC
بعدها	بعدها	UC
قائمة	قائمة	UC
.	.	UC
.	.	UC
واسلاماه	وإسلاماه	REPLACE_OH
	،	INSERT_PM
واسلاماه	واسلاماه	UC
واسلاماه		DELETE_XM
.	.	UC
.	.	UC
حسبنا	حسبنا	UC
الله	الله	UC
ونعمه	ونعم	REPLACE_MI
الوكيل	الوكيل	UC
.	.	UC
.	.	UC
الله	الله	UC
اكبر	أكبر	REPLACE_OH
.	.	UC
.	.	UC
الله		DELETE_XM
اكبر		DELETE_XM
.		DELETE_PM
.		DELETE_PM
الله		DELETE_XM
اكبر		DELETE_XM

العرب	العرب	UC
اعطو	أعطوا	REPLACE_OH+REPLACE_OM
الرئيس	الرئيس	UC
الاسد	الأسد	REPLACE_OH
مهمله	مهلة	REPLACE_OD+REPLACE_OT
اربع	أربع	REPLACE_OH
ايام	أيام	REPLACE_OH
وكان	وكان	UC
القرار	القرار	UC
مبي ت	مبيتا	UNK
من	من	UC
البدايه	البداية	REPLACE_OT
.	.	UC
العرب	العرب	UC
مابدهم	ما بدهم	SPLIT
حوار	حوارا	REPLACE_XC
وكل	وكل	UC
يللي	الذي	REPLACE_OR
صار	صار	UC
كان	كان	UC
مسرحيه	مسرحية	REPLACE_OT
.	.	UC
عندما	عندما	UC
قالت	قالت	UC
امريكا	أمريكا	REPLACE_OH
	:	INSERT_PM
لانريد	لانريد	UC
لهذا	لهذا	UC
الحوار	الحوار	UC
ان	أن	REPLACE_OH
يستمر	يستمر	UC
	،	INSERT_PM
قال	قال	UC
العرب	العرب	UC
	:	INSERT_PM
(	(	UC
طلباتك	طلباتك	UC
اوامر	أوامر	REPLACE_OH
يا	يا	UC
امريكا	أمريكا	REPLACE_OH
)	)	UC
.	.	UC
يا	يا	UC
اسفي	أسفي	REPLACE_OH
على	على	UC
هيك	هكذا	REPLACE_SW
جامعه	جامعة	REPLACE_OT
دول		DELETE_XM
عربيه	عربية	REPLACE_OT
.	.	UC

جهنم	جهنم	UC
الأسد	الأسد	UC
ولا	ولا	UC
جنة	جنة	UC
الوهابيين	الوهابيين	UC
التكفيريين	التكفيريين	UC
	،	INSERT_PM
وهيك	وهكذا	REPLACE_SW
معارضة	معارضة	UC
بدها	لابد لها	REPLACE_X
هيك	هكذا	REPLACE_SW
تعامل	تعامل	UC
أمني	أمني	UC
والحق	والحق	UC
يقال	يقال	UC
فلو	فلو	UC
أثبت	أثبت	UC
هؤلاء	هؤلاء	UC
المعارضين	المعارضون	REPLACE_XC
وطنيتهم	وطنيتهم	UC
وخوفهم	وخوفهم	UC
على	على	UC
بلدهم	بلدهم	UC
لوقف	لوقف	UC
الشعب	الشعب	UC
كله	كله	UC
معهم	معهم	UC
	،	INSERT_PM
لكن	لكن	UC
ما	ما	UC
رأيناه	رأيناه	UC
أشخاص	أشخاصا	REPLACE_XC
أصحاب	أصحاب	UC
سوابق	سوابق	UC
في	في	UC
الإجرام	الإجرام	UC
	،	INSERT_PM
والقتل	والقتل	UC
	،	INSERT_PM
والطائفية	والطائفية	UC
	،	INSERT_PM
والعمالة	والعمالة	UC
للأجنبي	للأجنبي	UC
فهل	فهل	UC
تثبتون	تثبتون	UC
العكس	العكس	UC
؟	؟	UC
مستحيل	مستحيل	UC
لذلك	لذلك	UC
عودوا	عودوا	UC
لجحوركم	لجحوركم	UC
وخلصونا	وخلصونا	UC
من	من	UC
هالفيلم	هذا الفيلم	REPLACE_X
الهندي	الهندي	UC
.	.	UC

هل	هل	UC
لو	لو	UC
دهب	ذهب	REPLACE_OR
بشار	بشار	UC
الى	إلى	REPLACE_OH
درعا	درعا	UC
فى	في	REPLACE_OA
اول	أول	REPLACE_OH
يوم	يوم	UC
تظاهر	تظاهر	UC
فية	فيه	REPLACE_OT
الناس	الناس	UC
	،	INSERT_PM
وعرف	وعرف	UC
سبب	سبب	UC
التظاهرة	التظاهرة	UC
	،	INSERT_PM
واقتص	واقتص	UC
لى	لي	REPLACE_OA
المظلوم	الظالم	REPLACE_OD+REPLACE_OR
من	من	UC
الظالم	الظالم	UC
	؟	INSERT_PM
ام	أم	REPLACE_OH
ان	أن	REPLACE_OH
القاعدة	القاعدة	UC
	،	INSERT_PM
والارهابيين	والإرهابيون	REPLACE_OH+REPLACE_XC
	،	INSERT_PM
والاستعمار	والاستعمار	UC
	،	INSERT_PM
والغرب	والغرب	UC
وووووووو	ووووواوو	REPLACE_OR
منعوة	منعوه	REPLACE_OT
من	من	UC
الدهاب	التعذيب	REPLACE_SW
	؟	INSERT_PM
ام	أم	REPLACE_OH
ان	إن	REPLACE_OH
الاجهزة	الأجهزة	REPLACE_OH
الامنية	الأمنية	REPLACE_OH
بالله	بالله	UC
عليكم	عليكم	UC
اتقوا	اتقوا	UC
الله	الله	UC
فى	في	REPLACE_OA
اهل	أهل	REPLACE_OH
سوريا	سوريا	UC
	،	INSERT_PM
واعلمو	واعلموا	REPLACE_OW
انها	أنها	REPLACE_OH
ارادة	إرادة	REPLACE_OH
الله	الله	UC
	،	INSERT_PM
ولكل	ولكل	UC
ظالم	ظالم	UC
نهاية	نهاية	UC
.	.	UC

ما	ما	UC
قاله	قاله	UC
صاحب	صاحب	UC
التعليق	التعليق	UC
الاول	الأول	REPLACE_OH
هو	هو	UC
عين	عين	UC
الصواب	الصواب	UC
	،	INSERT_PM
لااحديتدخل	لا أحد يتدخل	REPLACE_X
لا	لا	UC
العرب	العرب	UC
ولا	ولا	UC
غير	غير	UC
العرب	العرب	UC
	،	INSERT_PM
العالم	العالم	UC
تنقصه	تنقصه	UC
الاخلاق	الأخلاق	REPLACE_OH
.	.	UC
.	.	UC
.	.	UC
هذا	هذا	UC
النظام	النظام	UC
القذر	القذر	UC
عرف	عرف	UC
كيف	كيف	UC
يستبد	يستبد	UC
بالجيش	بالجيش	UC
	،	INSERT_PM
ولن	ولن	UC
ينشق	ينشق	UC
الجيش	الجيش	UC
الا	إلا	REPLACE_OH
اذا	إذا	REPLACE_OH
اسند	أسند	REPLACE_OH
بالمقاومة	بالمقاومة	UC
الشعبية	الشعبية	UC
المسلحة	المسلحة	UC
	،	INSERT_PM
حيث	حيث	UC
يستطيع	يستطيع	UC
حماية	حماية	UC
ظهره	ظهره	UC
من	من	UC
الشبيحة	الشبيحة	UC
والمنتفعين	والمنتفعين	UC
	.	INSERT_PM
كفاكم	كفاكم	UC
ياسوريين	يا سوريون	REPLACE_X
الموت	الموت	UC
بالمجان	بالمجان	UC
	.	INSERT_PM

العراقي	العراقي	UC
خانه	خانه	UC
العرب	العرب	UC
والعجم	والعجم	UC
من	من	UC
الشرق	الشرق	UC
والغرب	والغرب	UC
والشمال	والشمال	UC
والجنوب	والجنوب	UC
.	.	UC
.	.	UC
.	.	UC
ورايتم	ورايتم	UC
كيف	كيف	UC
تغير	تغير	UC
العالم	العالم	UC
بعد	بعد	UC
تخريب	تخريب	UC
العراق	العراق	UC
.	.	UC
.	.	UC
لعنة	لعنة	UC
العراق	العراق	UC
ستلحق	ستلحق	UC
بالجميع	بالجميع	UC
وليس	وليس	UC
بالعراقيين	بالعراقيين	UC
وحدهم	وحدهم	UC
فاذا	فإذا	REPLACE_OH
ما	ما	UC
نهب	نهب	UC
العراق	العراق	UC
واغتصبت	واغتصبت	UC
اعراض	أعراض	REPLACE_OH
البعض	البعض	UC
فان	فإن	REPLACE_OH
غيرهم	غيرهم	UC
ممن	ممن	UC
لم	لم	UC
يحتلوا	يحتلوا	UC
يرون	يرون	UC
نسائهم	نسائهم	UC
تغتصب	تغتصب	UC
بلا	بلا	UC
احتلال	احتلال	UC
.	.	UC
.	.	UC
والدليل	والدليل	UC
ما	ما	UC
ترونه	ترونه	UC
.	.	UC
.	.	UC
للجزيرة	للجزيرة	UC
النشر	النشر	UC
ممنوع	ممنوع	UC
في	في	UC
حالة	حالة	UC
مس	مس	UC
احد	أحد	REPLACE_OH
الملوك	الملوك	UC
والامراء	والأمراء	REPLACE_OH
مو	مو	UC
؟	؟	UC
؟	؟	UC
؟	؟	UC
ك		DELETE_XM

باذن	بإذن	REPLACE_OH
الله	الله	UC
سيخرج	سيخرج	UC
من	من	UC
تحت	تحت	UC
الأرض	الأرض	UC
مليون	مليون	UC
قاشوش	قاشوش	UC
ومليون	ومليون	UC
مطر	مطر	UC
ومليون	ومليون	UC
فرزات	فرزات	UC
يتخيلون	يتخيلون	UC
انهم	أنهم	REPLACE_OH
بقتل	بقتل	UC
النشطاء	النشطاء	UC
سوف	سوف	UC
تقف	تقف	UC
انتفاضتنا	انتفاضتنا	UC
من	من	UC
أجل	أجل	UC
الحرية	الحرية	UC
والعدالة	والعدالة	UC
والتخلص	والتخلص	UC
منهم	منهم	UC
ومن	ومن	UC
نجسهم	نجسهم	UC
ولكنهم	ولكنهم	UC
واهمون	واهمون	UC
فكلنا	فكلنا	UC
نشطاء	نشطاء	UC
القضية	القضية	UC
وكلنا	وكلنا	UC
قيادات	قيادات	UC
الثورة	الثورة	UC
فالشعب	فالشعب	UC
اعلنها	أعلنها	REPLACE_OH
ولاعودة	ولاعودة	UC
إما	إما	UC
الحياة	الحياة	UC
وإما	وإما	UC
اسقاط	إسقاط	REPLACE_OH
النظام	النظام	UC
وازلامه	وأزلامه	REPLACE_OH
وزبانيته	وزبانيته	UC
وكلابه	وكلابه	UC
الأوغاد	الأوغاد	UC
.	.	UC
.	.	UC

كيف	كيف	UC
تجبر	تجبر	UC
الحكومة	الحكومة	UC
الملايين	الملايين	UC
عل	على	REPLACE_OM
التطاهرات	المظاهرات	REPLACE_OR
المؤيده	المؤيدة	REPLACE_OT
،	؟	REPLACE_PC
هل	هل	UC
هناك	هناك	UC
دفتر	دفتر	UC
حضور	حضور	UC
وانصراف	وانصراف	UC
لكل	لكل	UC
موظف	موظف	UC
لم	لم	UC
يشارك	يشارك	UC
بالمسيرات	بالمسيرات	UC
،	؟	REPLACE_PC
هل	هل	UC
هناك	توجد	REPLACE_SW
مراقبه	مراقبة	REPLACE_OT
للموظفين	للموظفين	UC
والطلبه	والطلبة	REPLACE_OT
؟	؟	UC
؟	؟	UC
اي	أي	REPLACE_OH
شخص	شخص	UC
لا	لا	UC
يؤيد	يؤيد	UC
يقعد	يقعد	UC
في	في	UC
بيتة	بيته	REPLACE_OT
،	،	UC
وكيف	وكيف	UC
يتم	يتم	UC
التنسيق	التنسيق	UC
للخروج	للخروج	UC
الملايين	بالملايين	REPLACE_XM
،	؟	REPLACE_PC
في	في	UC
اليوم	اليوم	UC
السابق	السابق	UC
عطله	عطلة	REPLACE_OT
في	في	UC
جميع	جميع	UC
الدوائر	الدوائر	UC
الحكومية	الحكومية	UC
السورية	السورية	UC
.	.	UC

كفاكم	كفاكم	UC
كذب	كذبا	REPLACE_XC+REPLACE_XN
وخداع	وخداعا	REPLACE_XC
أنكم	أنكم	UC
تصورن	تصورن	UC
صور	صور	UC
خداع	خداع	UC
.	.	UC
الله	الله	UC
يحمي	يحمي	UC
سوريا	سوريا	UC
وقيادتها	وقيادتها	UC
المقاومه	المقاومة	REPLACE_OT
.	.	UC
لا	لا	UC
صوت	صوت	UC
يعلو	يعلو	UC
فوق	فوق	UC
صوت	صوت	UC
الراقبين	الراقبين	UC
	،	INSERT_PM
لقد	لقد	UC
اضهرو	أضهروا	REPLACE_OH+REPLACE_OM
كذبكم	كذبكم	UC
وخداعكم	وخداعكم	UC
ونفاقكم	ونفاقكم	UC
.	.	UC
من	من	UC
جانبه	جانبه	UC
،	،	UC
نفى	نفى	UC
الدابي	الدابي	UC
ما	ما	UC
تردد	تردد	UC
عن	عن	UC
منع	منع	UC
الحكومة	الحكومة	UC
السورية	السورية	UC
للمراقبين	للمراقبين	UC
من	من	UC
زيارة	زيارة	UC
مناطق	مناطق	UC
أو	أو	UC
عرقلة	عرقلة	UC
زيارتهم	زيارتهم	UC
لمناطق	لمناطق	UC
أخرى	أخرى	UC
في	في	UC
حمص	حمص	UC
.	.	UC

يا	يا	UC
أيها	أيها	UC
المدافعون	المدافعون	UC
عن	عن	UC
بشار	بشار	UC
الاسد	الأسد	REPLACE_OH
	،	INSERT_PM
هل	هل	UC
من	من	UC
الممكن	الممكن	UC
ان	أن	REPLACE_OH
تجاوبوني	تجاوبوني	UC
جواب	جوابا	REPLACE_XC
واضح	واضحا	REPLACE_XC
.	؟	REPLACE_PC
.		DELETE_PM
.		DELETE_PM
باعتبار	باعتبار	UC
ان	أن	REPLACE_OH
بشار	بشار	UC
الاسد	الأسد	REPLACE_OH
بريء	بريء	UC
	،	INSERT_PM
وما	وما	UC
يحدث	يحدث	UC
في	في	UC
سوريا	سوريا	UC
هو	هو	UC
اعمال	أعمال	REPLACE_OH
مسلحة	مسلحة	UC
	،	INSERT_PM
فلماذا	فلماذا	UC
حتى	حتى	UC
الان	الآن	REPLACE_OH
لم	لم	UC
يسمح	يسمح	UC
بدخول	بدخول	UC
الاعلام	الإعلام	REPLACE_OH
العالمي	العالمي	UC
والعربي	والعربي	UC
إلى	إلى	UC
سوريا	سوريا	UC
.	؟	REPLACE_PC
.		DELETE_PM
.		DELETE_PM
وإن	وإن	UC
دخل	دخل	UC
بعض	بعض	UC
الصحفيين	الصحفيين	UC
يدخل	يدخل	UC
معهم	معهم	UC
الامن	الأمن	REPLACE_OH
	،	INSERT_PM
والجيش	والجيش	UC
	،	INSERT_PM
والشبيحة	والشبيحة	UC
.	.	UC
؟		DELETE_PM
؟		DELETE_PM
هل	هل	UC
اجد	أجد	REPLACE_OH
جواب	جوابا	REPLACE_XC
لديكم	لديكم	UC
	؟	INSERT_PM

موامره	مؤامرة	REPLACE_OR+REPLACE_OT
خونه	خونة	REPLACE_OT
مندسين	مندسون	REPLACE_OR
مقاومه	مقاومة	REPLACE_OT
موقفها	موقفها	UC
العروبي	العروبي	UC
سيادتها	سيادتها	UC
	،	INSERT_PM
ومش	ولا	REPLACE_SW
عارف	أعرف	REPLACE_OR
شو	ماذا	REPLACE_SW
في		DELETE_XM
بعد	بعد	UC
مصصطلحات	فتاوى	REPLACE_SW
من	من	UC
افواه	أفواه	REPLACE_OH
تشتري	تشتري	UC
وتبيع	وتبيع	UC
علي	على	REPLACE_OA
دما	دماء	REPLACE_OM
الاشراف	الأشراف	REPLACE_OH
من	من	UC
أهلنا	أهلنا	UC
في	في	UC
سوريه	سورية	REPLACE_OT
	.	INSERT_PM
ما	ما	UC
انتم	أنتم	REPLACE_OH
الا	إلا	REPLACE_OH
قله	قلة	REPLACE_OT
	،	INSERT_PM
سوف	سوف	UC
يجرفكم	يجرفكم	UC
الحق	الحق	UC
الحق	الحق	UC
	،	INSERT_PM
والعدل	والعدل	UC
	،	INSERT_PM
والمساواه	والمساواة	REPLACE_OT
	؛	INSERT_PM
لان	لأن	REPLACE_OH
ليس	ليس	UC
لكم	لكم	UC
رشوي	رشوة	REPLACE_OR
	،	INSERT_PM
ومحسوبيه	ومحسوبيه	UC
	،	INSERT_PM
وتشبيح	وتشبيح	UC
مع	مع	UC
هكذا	هكذا	UC
قيم	قيم	UC
	؛	INSERT_PM
لأنكم	لأنكم	UC
لستم	لستم	UC
اهل	أهلا	REPLACE_SW
لها	لها	UC
	.	INSERT_PM
قل	قل	UC
موتوا	موتوا	UC
بغيظكم	بغيظكم	UC
	،	INSERT_PM
والله	والله	UC
ناصرنا	ناصرنا	UC
ومذلكم	ومذلكم	UC
	.	INSERT_PM
والله	والله	UC
سوريا	سوريا	UC
حريه	حرية	REPLACE_OT
ولا	ولا	UC
نامت	نامت	UC
أعين	أعين	UC
الجبنا	الجبناء	REPLACE_OM
	.	INSERT_PM

نرجو	نرجو	UC
من	من	UC
قناة	قناة	UC
الجزيرة	الجزيرة	UC
المحترمة	المحترمة	UC
التثبت	التثبت	UC
مما	مما	UC
تنشره	تنشره	UC
على	على	UC
موقعها	موقعها	UC
،	،	UC
حيث	حيث	UC
أن	أن	UC
الجيش	الجيش	UC
الحر	الحر	UC
قد	قد	UC
نفى	نفى	UC
في	في	UC
بيان	بيان	UC
لاحق	لاحق	UC
صلته	صلته	UC
بالهجوم	بالهجوم	UC
الذي	الذي	UC
استهدف	استهدف	UC
سنة	سنة	UC
طيارين	طيارين	UC
عسكريين	عسكريين	UC
،	،	UC
و هي	وهي	MERGE
محاولة	محاولة	UC
بائسة	بائسة	UC
من	من	UC
النظام	النظام	UC
الأسدي	الأسدي	UC
لضرب	لضرب	UC
سمعة	سمعة	UC
الجيش	الجيش	UC
السورس	السوري	REPLACE_OR
الحر	الحر	UC
.	.	UC
.	.	UC

كيف	كيف	UC
يعقل	يعقل	UC
أن	أن	UC
كل	كل	UC
هؤلاء	هؤلاء	UC
مجهولي	مجهولي	UC
الهوية	الهوية	UC
؟	؟	UC
أنتم	أنتم	UC
تحدثون	تتحدثون	REPLACE_OM
عن	عن	UC
حركة	حركة	UC
منظمة	منظمة	UC
	،	INSERT_PM
فهل	فهل	UC
يمكن	يمكن	UC
أن	أن	UC
لا	لا	UC
يكون	يكون	UC
هناك	هناك	UC
أحد	أحد	UC
ممن	ممن	UC
يعرفهم	يعرفهم	UC
.	؟	REPLACE_PC
وتقولون	وتقولون	UC
أن	أن	UC
الطبيبة	الطبيبة	UC
اعتقلت	اعتقلت	UC
عند	عند	UC
تفتيش	تفتيش	UC
الحقائب	الحقائب	UC
	،	INSERT_PM
أي	أي	UC
بعد	بعد	UC
أن	أن	UC
اجتازت	اجتازت	UC
بوابة	بوابة	UC
الدخول	الدخول	UC
إلى	إلى	UC
المطار	المطار	UC
حيث	حيث	UC
يتم	يتم	UC
تدقيق	تدقيق	UC
الهويات	الهويات	UC
	.	INSERT_PM

أدعو	أدعو	UC
الرئيس	الرئيس	UC
بشار	بشار	UC
الأسد	الأسد	UC
إلى	إلى	UC
طرح	طرح	UC
إستفتاء	استفتاء	REPLACE_OH
على	على	UC
الإنسحاب	الانسحاب	REPLACE_OH
من	من	UC
جامعة	جامعة	UC
الدول	الدول	UC
العبرية	العبرية	UC
،	،	UC
وأدعوه	وأدعوه	UC
إلى	إلى	UC
إعلان	إعلان	UC
حالة	حالة	UC
الطوارىء	الطوارىء	UC
مجددا	مجددا	UC
	،	INSERT_PM
والضرب	والضرب	UC
بيد	بيد	UC
من	من	UC
حديد	حديد	UC
ضد	ضد	UC
المسلحين	المسلحين	UC
القتلة	القتلة	UC
والإرهابيين	والإرهابيين	UC
	،	INSERT_PM
وكذلك	وكذلك	UC
منع	منع	UC
التظاهر	التظاهر	UC
السلمي	السلمي	UC
	.	INSERT_PM
فسوريا	فسوريا	UC
الآن	الآن	UC
في	في	UC
مرحلة	مرحلة	UC
تهديد	تهديد	UC
وجودي	وجودي	UC
تصبح	تصبح	UC
فيه	فيه	UC
حقوق	حقوق	UC
التظاهر	التظاهر	UC
وغيرها	وغيرها	UC
من	من	UC
الشكليات	الشكليات	UC
أمرا	أمرا	UC
ثانويا	ثانويا	UC
	،	INSERT_PM
ويصبح	ويصبح	UC
الإصلاح	الإصلاح	UC
في	في	UC
أوقات	أوقات	UC
كهذه	كهذه	UC
في	في	UC
غير	غير	UC
مكانه	مكانه	UC
وزمانه	وزمانه	UC
	.	INSERT_PM

فقط	فقط	UC
في	في	UC
سوريا	سوريا	UC
تقوم	تقوم	UC
المجموعات	المجموعات	UC
الإرهابية	الإرهابية	UC
المتطرفة	المتطرفة	UC
بتنظيم	بتنظيم	UC
مظاهرات	مظاهرات	UC
على	على	UC
عين	عين	UC
النظام	النظام	UC
وتواجه	وتواجه	UC
أنظمة	أنظمة	UC
الأمن	الأمن	UC
	،	INSERT_PM
والجيش	والجيش	UC
	،	INSERT_PM
والشبيحة	والشبيحة	UC
في	في	UC
الشوارع	الشوارع	UC
عوضا	عوضا	UC
عن	عن	UC
قيامها	قيامها	UC
بالتستر	بالتستر	UC
	،	INSERT_PM
والإختباء	والاختباء	REPLACE_OH
	،	INSERT_PM
والقيام	والقيام	UC
بحرب	بحرب	UC
شوارع	شوارع	UC
.	.	UC
.	.	UC
إلى	إلى	UC
متى	متى	UC
سيبقى	سيبقى	UC
النظام	النظام	UC
والإعلام	والإعلام	UC
السوري	السوري	UC
يستسخف	يستسخف	UC
عقول	عقول	UC
الناس	الناس	UC
؟	؟	UC
الا	ألا	REPLACE_OH
يفقه	يفقه	UC
أنه	أنه	UC
إنما	إنما	UC
لا	لا	UC
يسفه	يسفه	UC
إلا	إلا	UC
نفسه	نفسه	UC
وأن	وأن	UC
هذه	هذه	UC
الأكاذيب	الأكاذيب	UC
أصبحت	أصبحت	UC
مكشوفة	مكشوفة	UC
حتى	حتى	UC
لأصغر	لأصغر	UC
طفل	طفل	UC
في	في	UC
سوريا	سوريا	UC
الحبيبة	الحبيبة	UC
؟	؟	UC

انالله	إنا لله	REPLACE_X
وانا	وإنا	REPLACE_OH
اليه	إليه	REPLACE_OH
راجعون	راجعون	UC
.	.	UC
.	.	UC
.	.	UC
اللة	الله	REPLACE_OT
يرحمهم	يرحمهم	UC
جميعا	جميعا	UC
.	.	UC
هذا	هذا	UC
تقريبا	تقريبا	UC
نفس	نفس	UC
عدد	عدد	UC
ضحايا	ضحايا	UC
الا عصار	الإعصار	UNK
ساندي	ساندي	UC
الذي	الذي	UC
اجتاح	اجتاح	UC
العديد	العديد	UC
من	من	UC
الولايات	الولايات	UC
الامريكية	الأمريكية	REPLACE_OH
في	في	UC
الساحل	الساحل	UC
الشرقي	الشرقي	UC
.	.	UC
مع	مع	UC
ان	أن	REPLACE_OH
الضرر	الضرر	UC
في	في	UC
امريكا	أمريكا	REPLACE_OH
كان	كان	UC
اكبر	أكبر	REPLACE_OH
بكثير	بكثير	UC
من	من	UC
سقوط	سقوط	UC
كوابل	كوابل	UC
كهرباء	كهرباء	UC
	،	INSERT_PM
واشجار	وأشجار	REPLACE_OH
	،	INSERT_PM
وفيضانات	وفيضانات	UC
	،	INSERT_PM
والكثير	والكثير	UC
من	من	UC
الدمار	الدمار	UC
	،	INSERT_PM
الا	إلا	REPLACE_OH
ان	أن	REPLACE_OH
محصلة	محصلة	UC
عدد	عدد	UC
الضحايا	الضحايا	UC
كانت	كانت	UC
متساوية	متساوية	UC
.	.	UC
.	.	UC
.		DELETE_PM
من	من	UC
المقصر	المقصر	UC
؟	؟	UC

الهيئة	الهيئة	UC
العامة	العامة	UC
للثورة	للثورة	UC
السورية	السورية	UC
تكتفي	تكتفي	UC
باعلان	بإعلان	REPLACE_OH
استشهاد	استشهاد	UC
تقريبا	تقريبا	UC
30	30	UC
شخص	شخصا	REPLACE_XC
والحقيقة	والحقيقة	UC
اكثر	أكثر	REPLACE_OH
من	من	UC
ذلك	ذلك	UC
بكثير	بكثير	UC
.	.	UC
امس	أمس	REPLACE_OH
في	في	UC
ساحة	ساحة	UC
الاموين	الأمويين	REPLACE_OH+REPLACE_OM
بدمشق	بدمشق	UC
فتح	فتح	UC
النظام	النظام	UC
النار	النار	UC
على	على	UC
المتظاهرين	المتظاهرين	UC
اللي	الذين	REPLACE_OR+REPLACE_XN
كانو	كانوا	REPLACE_OW
بالملاين	بالمئات ،	REPLACE_OD+REPLACE_OR+REPLACE_PM
واستخدم	واستخدم	UC
كافة	كافة	UC
انوع	أنواع	REPLACE_OH+REPLACE_OM
الاسلحة	الأسلحة	REPLACE_OH
	،	INSERT_PM
وادى	وأدى	REPLACE_OH
ذلك	ذلك	UC
الى	إلى	REPLACE_OH
استشهاد	استشهاد	UC
اكثر	أكثر	REPLACE_OH
من	من	UC
157	157	UC
شخص	شخصا	REPLACE_XC
.	.	UC

لا	لا	UC
توجد	توجد	UC
ولا	ولا	UC
دوله	دولة	REPLACE_OT
مقاومة	مقاومة	UC
في	في	UC
الوطن	الوطن	UC
العربي	العربي	UC
.	.	UC
تعرف	تعرف	UC
ليه	لماذا	REPLACE_SW
	؟	INSERT_PM
لأن	لأنه	REPLACE_XM
لا	لا	UC
توجد	توجد	UC
	،	INSERT_PM
ولا	ولا	UC
دوله	دولة	REPLACE_OT
حره	حرة	REPLACE_OT
ديمقراطيه	ديمقراطية	REPLACE_OT
.	.	UC
كيف	كيف	UC
تحرر	تحرر	UC
القدس	القدس	UC
وفلسطين	وفلسطين	UC
وأنت	وأنت	UC
غير	غير	UC
محرر	محرر	UC
و مهان	ومهان	MERGE
وتقتل	وتقتل	UC
في	في	UC
بلدك	بلدك	UC
بلا	بلا	UC
ثمن	ثمن	UC
.	.	UC
تأكد	تأكد	UC
أن	أن	UC
تحرير	تحرير	UC
القدس	القدس	UC
وفلسطين	وفلسطين	UC
يبدأ	يبدأ	UC
من تحرر	بتحرير	UNK
الشعوب	الشعوب	UC
العربية	العربية	UC
أولا	أولا	UC
من	من	UC
الطغاة	الطغاة	UC
.	.	UC
والأمثله	والأمثلة	REPLACE_OT
