SOURCE	TARGET
تخرج	تخرج	UC
بها	بها	UC
المظاهرات	المظاهرات	UC
!	!	UC
إن	إن	UC
هذا	هذا	UC
الأمر	الأمر	UC
يحتاج	يحتاج	UC
جيشا	جيشا	UC
جرارا	جرارا	UC
ليقوم	ليقوم	UC
بتلك	بتلك	UC
المهمة	المهمة	UC
في	في	UC
ظل	ظل	UC
اتساع	اتساع	UC
رقعة	رقعة	UC
سوريا	سوريا	UC
وخروج	وخروج	UC
المظاهرات	المظاهرات	UC
بشكل	بشكل	UC
متقطع	متقطع	UC
بالأحياء	بالأحياء	UC
	،	INSERT_PM
بعد	بعد	UC
ان	أن	REPLACE_OH
سد	سد	UC
النظام	النظام	UC
الطريق	الطريق	UC
على	على	UC
خروج	خروج	UC
مظاهرات	مظاهرات	UC
تجميعية	تجميعية	UC
كبيرة	كبيرة	UC
.	.	UC

ان	إن	REPLACE_OH
ما	ما	UC
يدور	يدور	UC
في	في	UC
الوطن	الوطن	UC
العربي	العربي	UC
حاليا	حاليا	UC
اضحوكة	أضحوكة	REPLACE_OH
كبيرة	كبيرة	UC
من	من	UC
الحكام	الحكام	UC
العرب	العرب	UC
الذين	الذين	UC
لأ	لا	REPLACE_OH
يريدون	يريدون	UC
التغير	التغير	UC
لشعوب	للشعوب	REPLACE_OM
العربية	العربية	UC
التي	التي	UC
نزفت	نزفت	UC
كل	كل	UC
ما	ما	UC
لديها	لديها	UC
من	من	UC
طاقات	طاقات	UC
	،	INSERT_PM
فاهدرتها	فهدرتها	REPLACE_OD
السلطات	السلطات	UC
الحاكمة	الحاكمة	UC
في	في	UC
جميع	جميع	UC
البلدان	البلدان	UC
العربية	العربية	UC
	،	INSERT_PM
التي	التي	UC
ان	إن	REPLACE_OH
سقط	سقط	UC
الحاكم	الحاكم	UC
الأول	الأول	UC
خرج	خرج	UC
علينا	علينا	UC
الحاكم	الحاكم	UC
الخفي	الخفي	UC
الذي	الذي	UC
لم	لم	UC
يكن	يكن	UC
نزيها	نزيها	UC
	،	INSERT_PM
وهو	وهو	UC
اطغى	أطغى	REPLACE_OH
اكثر	أكثر	REPLACE_OH
بكثير	بكثير	UC
	.	INSERT_PM
لذا	لذا	UC
على	على	UC
الأمة	الأمة	UC
اليوم	اليوم	UC
ان	أن	REPLACE_OH
تختار	تختار	UC
دستورا	دستورا	UC
ربانيا	ربانيا	UC
لا	لا	UC
ديمقراطى	ديمقراطيا	REPLACE_OM+REPLACE_OR
	.	INSERT_PM

اتوقع	أتوقع	REPLACE_OH
في	في	UC
حال	حال	UC
التدخل	التدخل	UC
الدولي	الدولي	UC
قي	في	REPLACE_OR
سوريا	سوريا	UC
	،	INSERT_PM
فان	فإن	REPLACE_OH
الامور	الأمور	REPLACE_OH
ستكون	ستكون	UC
على	على	UC
الحو	النحو	REPLACE_OM
التالي	التالي	UC
:	:	UC
تقوم	تقوم	UC
اسرائيل	إسرائيل	REPLACE_OH
بضربة	بضربة	UC
قوية	قوية	UC
لانظمة	لأنظمة	REPLACE_OH
الرادار	الرادار	UC
	،	INSERT_PM
والدفاع	والدفاع	UC
الجوي	الجوي	UC
	،	INSERT_PM
والصواريخ	والصواريخ	UC
البعيدة	البعيدة	UC
المدى	المدى	UC
	،	INSERT_PM
وكذللك	وكذلك	REPLACE_OD
المطارات	المطارات	UC
	،	INSERT_PM
ثم	ثم	UC
يقوم	يقوم	UC
الناتو	الناتو	UC
بفصف	بضرب	REPLACE_SW
الدبابات	الدبابات	UC
وراجمات	وراجمات	UC
الصوريخ	الصواريخ	REPLACE_OH+REPLACE_OM
	،	INSERT_PM
وبذلك	وبذلك	UC
يتم	يتم	UC
تدمير	تدمير	UC
الجيش	الجيش	UC
السوري	السوري	UC
	،	INSERT_PM
ولم	ولم	UC
يتعرض	يتعرض	UC
الناتو	الناتو	UC
للقوات	للقوات	UC
الامنية	الأمنية	REPLACE_OH
لادخال	لإدخال	REPLACE_OH
البلاد	البلاد	UC
بحرب	بحرب	UC
طويلة	طويلة	UC
الامد	الأمد	REPLACE_OH
	،	INSERT_PM
وربا	وربأ	REPLACE_OH
تكون	تكون	UC
مقدمة	مقدمة	UC
لحرب	لحرب	UC
طائفية	طائفية	UC
	!	INSERT_PM

صدقا	صدقا	UC
لا	لا	UC
حل	حل	UC
بسوريا	بسوريا	UC
إلا	إلا	UC
باحتمالين	باحتمالين	UC
:	:	UC
أما	أما	UC
أن	أن	UC
يخسف	يخسف	UC
الله	الله	UC
بعصابة	بعصابة	UC
الأسد	الأسد	UC
الارض	الارض	UC
،	،	UC
أو	أو	UC
التفكير	التفكير	UC
بكيفية	بكيفية	UC
الحصول	الحصول	UC
على	على	UC
العتاد	العتاد	UC
العسكري	العسكري	UC
الكامل	الكامل	UC
والذخيرة	والذخيرة	UC
.	.	UC
لأن	لأن	UC
النظام	النظام	UC
مستعد	مستعد	UC
أن	أن	UC
يقتل	يقتل	UC
100	100	UC
%	%	UC
من	من	UC
الشعب	الشعب	UC
السوري	السوري	UC
ويحكم	ويحكم	UC
الأموات	الأموات	UC
ليبقى	ليبقى	UC
هو	هو	UC
في	في	UC
السلطة	السلطة	UC
والحكم	والحكم	UC
!	!	UC
!	!	UC

ان	إن	REPLACE_OH
ما	ما	UC
يتخيله	يتخيله	UC
ذا	ذا	UC
النظام	النظام	UC
البائد	البائد	UC
من	من	UC
انه	أنه	REPLACE_OH
قوة	قوة	UC
عظمى	عظمى	UC
او	أو	REPLACE_OH
ان	أن	REPLACE_OH
مصدر	مصدر	UC
ارتكاز	ارتكاز	UC
قوته	قوته	UC
يلتجا	يتوجه	REPLACE_SW
الى	إلى	REPLACE_OH
ايران	إيران	REPLACE_OH
فهذل	فهذل	UC
بعده	بعده	UC
،	،	UC
لن	لن	UC
يكون	يكون	UC
اقوى	أقوى	REPLACE_OH
من	من	UC
الانظمة	الأنظمة	REPLACE_OH
البائدة	البائدة	UC
الثلاثة	الثلاثة	UC
التي	التي	UC
سبقته	سبقته	UC
سقوطا	سقوطا	UC
،	،	UC
لكن	لكن	UC
بشار	بشار	UC
واوانه	وآوانه	REPLACE_OH
سيسقطون	سيسقطون	UC
سقوطا	سقوطا	UC
مدويا	مدويا	UC
وسيدخلون	وسيدخلون	UC
باب	باب	UC
العار	العار	UC
من	من	UC
ابواب	أبواب	REPLACE_OH
التاريخ	التاريخ	UC
	!	INSERT_PM

هل	هل	UC
من	من	UC
المعقول	المعقول	UC
انني	أنني	REPLACE_OH
خدمة	خدمة	UC
العسكريه	العسكرية	REPLACE_OT
في	في	UC
شعبة	شعبة	UC
المخابرات	المخابرات	UC
السوريه	السورية	REPLACE_OT
	؟	INSERT_PM
وانا	وأنا	REPLACE_OH
لا	لا	UC
اعلم	أعلم	REPLACE_OH
ان	أن	REPLACE_OH
من	من	UC
المستحيل	المستحيل	UC
دخول	دخول	UC
اي	أي	REPLACE_OH
سياره	سيارة	REPLACE_OT
الى	إلى	REPLACE_OH
هاذا	هذا	REPLACE_OD
الشارع	الشارع	UC
	،	INSERT_PM
الى	إلا	REPLACE_SW
اذا	إذا	REPLACE_OH
كانت	كانت	UC
للضباط	للضباط	UC
	،	INSERT_PM
او	أو	REPLACE_OH
رئسائ	رؤساء	REPLACE_OH+REPLACE_OR
الافرع	الأجهزة	REPLACE_SW
الامنية	الأمنية	REPLACE_OH
	،	INSERT_PM
او	أو	REPLACE_OH
العناصر	العناصر	UC
	،	INSERT_PM
وغير	وغير	UC
هائولاء	هؤلاء	REPLACE_OD+REPLACE_OR
ممنوع	ممنوعون	REPLACE_XN
دخول	دخول	UC
هاذا	هذا	REPLACE_OD
الشارع	الشارع	UC
الى	إلا	REPLACE_SW
بأذن	بإذن	REPLACE_OH
رسمي	رسمي	UC
من	من	UC
رئيس	رئيس	UC
فرع	فرع	UC
او	أو	REPLACE_OH
ضابط	ضابط	UC
امني	أمني	REPLACE_OH
	؟	INSERT_PM

الم	ألم	REPLACE_OH
تشاهد	تشاهد	UC
قناة	قناة	UC
الجزيرة	الجزيرة	UC
مسيرة	المسيرة	REPLACE_XF
ميلونية	الميلونية	REPLACE_XF
حاشدة	العارمة	REPLACE_SW
التي	التي	UC
نظمها	نظمها	UC
الشعب	الشعب	UC
المغربي	المغربي	UC
دعما	دعما	UC
وتضامنا	وتضامنا	UC
مع	مع	UC
الشعب	الشعب	UC
السوري	السوري	UC
	؟	INSERT_PM
غريب	غريب	UC
امركم	أمركم	REPLACE_OH
يا	يا	UC
اهل	أهل	REPLACE_OH
الجزيرة	الجزيرة	UC
	،	INSERT_PM
تنقلون	تنقلون	UC
مسيرات	المسيرات	REPLACE_XF
الداعمة	الداعمة	UC
للثورة	للثورة	UC
السورية	السورية	UC
يشارك	يشارك	UC
فيها	فيها	UC
10	10	UC
و20	و20	UC
فرد	فردا	REPLACE_XC
ولا	ولا	UC
تنقلون	تنقلون	UC
وتتابعون	وتتابعون	UC
مسيرة	مسيرة	UC
ميلونية	ميلونية	UC
من	من	UC
اضخم	أضخم	REPLACE_OH
مسيرات	المسيرات	REPLACE_XF
مؤيدة	المؤيدة	REPLACE_XF
للثورة	للثورة	UC
السورية	السورية	UC
في	في	UC
العالم	العالم	UC
الى	إلى	REPLACE_OH
حد	حد	UC
الان	الآن	REPLACE_OH
على	على	UC
اهل	أهل	REPLACE_OH
الجزيرة	الجزيرة	UC
	!	INSERT_PM

اللهم	اللهم	UC
ارحم	ارحم	UC
الموتى	الموتى	UC
.	.	UC
.	.	UC
.	.	UC
البنية	البنية	UC
التحتية	التحتية	UC
سيئة	سيئة	UC
جدا	جدا	UC
في	في	UC
بقيق	بقيق	UC
	،	INSERT_PM
ولم	ولم	UC
يكن	يكن	UC
هنالك	هنالك	UC
اي	أي	REPLACE_OH
اطلاق	إطلاق	REPLACE_OH
نار	نار	UC
	،	INSERT_PM
ولا	ولا	UC
اي	أي	REPLACE_OH
قصص	قصص	UC
مفبركة	مفبركة	UC
من	من	UC
الجهات	الجهات	UC
الرسمية	الرسمية	UC
.	.	UC
.	.	UC
.		DELETE_PM
بنية	بنية	UC
تحتية	تحتية	UC
نخرة	نخرة	UC
	،	INSERT_PM
وتصرف	وتصرف	UC
ارعن	أرعن	REPLACE_OH
من	من	UC
الدفاع	الدفاع	UC
المدني	المدني	UC
برش	برش	UC
الماء	الماء	UC
على	على	UC
مواقع	مواقع	UC
الالتماس	التماس	REPLACE_XF
.	.	UC
.	.	UC
.	!	REPLACE_PC
فعلا	فعلا	UC
شعب	شعب	UC
مسكين	مسكين	UC
ومغلوب	ومغلوب	UC
على	على	UC
امره	أمره	REPLACE_OH
	!	INSERT_PM

يمكن	يمكن	UC
لروسيا	لروسيا	UC
أن	أن	UC
تبيع	تبيع	UC
أخلاقها	أخلاقها	UC
لمصلحتها	لمصلحتها	UC
	،	INSERT_PM
فذلك	فذلك	UC
لايعيبها	لايعيبها	UC
إذ	إذ	UC
أن	أن	UC
من	من	UC
واجبها	واجبها	UC
البحث	البحث	UC
عن	عن	UC
مصلحة	مصلحة	UC
بلادها	بلادها	UC
،	،	UC
أما	أما	UC
أن	أن	UC
يبيع	يبيع	UC
البعض	البعض	UC
كرامة	كرامة	UC
بلاده	بلاده	UC
وحريتها	وحريتها	UC
من	من	UC
أجل	أجل	UC
عيون	عيون	UC
أمريكا	أمريكا	UC
وإسرائيل	وإسرائيل	UC
	،	INSERT_PM
كما	كما	UC
يفعل	يفعل	UC
أعضاء	أعضاء	UC
مجلس	مجلس	UC
إسطنبول	إسطنبول	UC
وغيرهم	وغيرهم	UC
من	من	UC
المتآمرين	المتآمرين	UC
على	على	UC
سوريا	سوريا	UC
	،	INSERT_PM
فذلك	فذلك	UC
هو	هو	UC
العار	العار	UC
بعينه	بعينه	UC
	!	INSERT_PM

الملاحظ	الملاحظ	UC
أن	أن	UC
كل	كل	UC
المشاركات	المشاركات	UC
تتماشى	تتماشى	UC
ووجهة	ووجهة	UC
نظر	نظر	UC
الجزيرة	الجزيرة	UC
وكلها	وكلها	UC
متشابهة	متشابهة	UC
إلى	إلى	UC
حد	حد	UC
كبير	كبير	UC
وهذا	وهذا	UC
يثبت	يثبت	UC
أن	أن	UC
حجم	حجم	UC
المشاركات	المشاركات	UC
كبير	كبير	UC
ويتم	ويتم	UC
درأ	درأ	UC
كل	كل	UC
ما	ما	UC
يتناقض	يتناقض	UC
واراء	واراء	UC
الجزيرة	الجزيرة	UC
وبالتالي	وبالتالي	UC
هذا	هذا	UC
التوجه	التوجه	UC
يفشل	يفشل	UC
و	و	UC
يفسد	يفسد	UC
الهدف	الهدف	UC
من	من	UC
هذه	هذه	UC
الصفحة	الصفحة	UC
التي	التي	UC
فقدت	فقدت	UC
مصداقيتها	مصداقيتها	UC
و	و	UC
دمتم	دمتم	UC
.	.	UC

من	من	UC
فمك	فمك	UC
أدينك	أدينك	UC
/	/	UC
النظام	النظام	UC
يهدد	يهدد	UC
بحرائق	بحرائق	UC
وزلازل	وزلازل	UC
وحروب	وحروب	UC
مثل	مثل	UC
العراق	العراق	UC
وأفغانستان	وأفغانستان	UC
؟	؟	UC
إذا	إذا	UC
سعى	سعى	UC
أحدهم	أحدهم	UC
لإزالته	لإزالته	UC
والمنطق	والمنطق	UC
يقول	يقول	UC
:	:	UC
إذا	إذا	UC
كان	كان	UC
هذا	هذا	UC
النظام	النظام	UC
يتمتع	يتمتع	UC
بهذه	بهذه	UC
القدرة	القدرة	UC
على	على	UC
إحداث	إحداث	UC
كل	كل	UC
ذلك	ذلك	UC
؟	؟	UC
أليس	أليس	UC
من	من	UC
الأجدر	الأجدر	UC
أن	أن	UC
تتجمع	تتجمع	UC
القوى	القوى	UC
المحبه	المحبه	UC
للسلام	للسلام	UC
والاستقرار	والاستقرار	UC
على	على	UC
إزالة	إزالة	UC
هذا	هذا	UC
النظام	النظام	UC
الذي	الذي	UC
يشكل	يشكل	UC
خطرا	خطرا	UC
على	على	UC
الأمن	الأمن	UC
والإستقرار	والإستقرار	UC
العالمي	العالمي	UC
؟	؟	UC
؟	؟	UC
؟	؟	UC
؟	؟	UC

بجد	بجد	UC
اثبتت	اثبتت	UC
البراهين	البراهين	UC
انو	انو	UC
شعوبنا	شعوبنا	UC
العربية	العربية	UC
تحكمها	تحكمها	UC
العاطفه	العاطفه	UC
والتخلف	والتخلف	UC
.	.	UC
.	.	UC
.	.	UC
.	.	UC
.	.	UC
ولا	ولا	UC
يستحقون	يستحقون	UC
لا	لا	UC
حرية	حرية	UC
ولا	ولا	UC
بطيخ	بطيخ	UC
.	.	UC
.	.	UC
.	.	UC
الشعب	الشعب	UC
الذي	الذي	UC
يريد	يريد	UC
ويبجل	ويبجل	UC
ويرجو	ويرجو	UC
ان	ان	UC
يحكمه	يحكمه	UC
رئيس	رئيس	UC
واحد	واحد	UC
ونظام	ونظام	UC
واحد	واحد	UC
والى	والى	UC
الابد	الابد	UC
هو	هو	UC
شعب	شعب	UC
لا	لا	UC
يستحق	يستحق	UC
الا	الا	UC
الاهمال	الاهمال	UC
ومزيد	ومزيد	UC
من	من	UC
التخلف	التخلف	UC
.	.	UC
.	.	UC
.	.	UC
.	.	UC
.	.	UC
حاولت	حاولت	UC
الجامعة	الجامعة	UC
ان	ان	UC
تحمي	تحمي	UC
الشعب	الشعب	UC
السوري	السوري	UC
الذي	الذي	UC
يذبح	يذبح	UC
فكانت	فكانت	UC
النتيجه	النتيجه	UC
ان	ان	UC
ابناء	ابناء	UC
جلدة	جلدة	UC
المذبوحين	المذبوحين	UC
يدافعون	يدافعون	UC
عن	عن	UC
الجلاد	الجلاد	UC
.	.	UC
.	.	UC
.	.	UC
.	.	UC
.	.	UC
.	.	UC
.	.	UC
.	.	UC
.	.	UC
مسخرة	مسخرة	UC
فعلا	فعلا	UC

أدعو	أدعو	UC
الرئيس	الرئيس	UC
بشار	بشار	UC
الأسد	الأسد	UC
إلى	إلى	UC
طرح	طرح	UC
إستفتاء	استفتاء	REPLACE_OH
على	على	UC
الإنسحاب	الانسحاب	REPLACE_OH
من	من	UC
جامعة	جامعة	UC
الدول	الدول	UC
العبرية	العبرية	UC
،	،	UC
وأدعوه	وأدعوه	UC
إلى	إلى	UC
إعلان	إعلان	UC
حالة	حالة	UC
الطوارىء	الطوارىء	UC
مجددا	مجددا	UC
والضرب	والضرب	UC
بيد	بيد	UC
من	من	UC
حديد	حديد	UC
ضد	ضد	UC
المسلحين	المسلحين	UC
القتلة	القتلة	UC
والإرهابيين	والإرهابيين	UC
	،	INSERT_PM
وكذلك	وكذلك	UC
منع	منع	UC
التظاهر	التظاهر	UC
السلمي	السلمي	UC
	.	INSERT_PM
فسوريا	فسوريا	UC
الآن	الآن	UC
في	في	UC
مرحلة	مرحلة	UC
تهديد	تهديد	UC
وجودي	وجودي	UC
تصبح	تصبح	UC
فيه	فيه	UC
حقوق	حقوق	UC
التظاهر	التظاهر	UC
وغيرها	وغيرها	UC
من	من	UC
الشكليات	الشكليات	UC
أمرا	أمرا	UC
ثانويا	ثانويا	UC
	،	INSERT_PM
ويصبح	ويصبح	UC
الإصلاح	الإصلاح	UC
في	في	UC
أوقات	أوقات	UC
كهذه	كهذه	UC
في	في	UC
غير	غير	UC
مكانه	مكانه	UC
وزمانه	وزمانه	UC
	.	INSERT_PM

لقد	لقد	UC
فتح	فتح	UC
موقف	موقف	UC
الجامعة	الجامعة	UC
العربية	العربية	UC
الأخير	الأخير	UC
بابا	بابا	UC
لعمل	لعمل	UC
مرحلي	مرحلي	UC
يسهم	يسهم	UC
في	في	UC
تصعيد	تصعيد	UC
الحراك	الحراك	UC
السلمي	السلمي	UC
بكافة	بكافة	UC
أشكاله	أشكاله	UC
وبالتالي	وبالتالي	UC
يمكن	يمكن	UC
تشديد	تشديد	UC
الضغط	الضغط	UC
على	على	UC
النظام	النظام	UC
والعمل	والعمل	UC
على	على	UC
محاصرته	محاصرته	UC
وتضييق	وتضييق	UC
طوق	طوق	UC
العزلةعليه	العزلةعليه	UC
.	.	UC
وآنذاك	وآنذاك	UC
سيتغير	سيتغير	UC
موقف	موقف	UC
روسيا	روسيا	UC
كما	كما	UC
تغير	تغير	UC
موقف	موقف	UC
لبنان	لبنان	UC
،	،	UC
فمتى	فمتى	UC
كنا	كنا	UC
نسمع	نسمع	UC
من	من	UC
اللبنانيين	اللبنانيين	UC
عن	عن	UC
ضرورة	ضرورة	UC
تداول	تداول	UC
السلطة	السلطة	UC
!	!	UC
!	!	UC
!	!	UC

تعالو	تعالوا	REPLACE_OW
الى	إلى	REPLACE_OH
سوريا	سوريا	UC
وستكون	وستكون	UC
مقابر	مقابر	UC
لكم	لكم	UC
و للغزاة	وللمرتزقة	UNK
الطامعين	الطامعين	UC
فملائكة	فملائكة	UC
الرحمن	الرحمن	UC
تبسط	تبسط	UC
اجنحتها	أجنحتها	REPLACE_OH
على	على	UC
شامنا	شامنا	UC
الابية	الأبية	REPLACE_OH
فتجرؤوا	فتجرؤوا	UC
بالقدوم	بالقدوم	UC
ومن	ومن	UC
تامر	تآمر	REPLACE_OH
من	من	UC
السوريين	السوريين	UC
فلنا	فلنا	UC
الله	الله	UC
فيهم	فيهم	UC
ولكن	ولكن	UC
عملاء	عملاء	UC
بني	بني	UC
صهيون	صهيون	UC
سنضعهم	سنضعهم	UC
تحت	تحت	UC
اقدامنا	أقدامنا	REPLACE_OH
و سندوسهم	وسندوسهم	MERGE
ليلا	ليلا	UC
نهارا	نهارا	UC
على	على	UC
مداخل	مداخل	UC
بيوتنا	بيوتنا	UC
فالوعد	فالوعد	UC
قادم	قادم	UC
	،	INSERT_PM
و باذنه	وبإذنه	UNK
تعالى	تعالى	UC
سيكون	سيكون	UC
الوعد	الوعد	UC
صادقا	صادقا	UC
وسنحرق	وسنحرق	UC
كل	كل	UC
عميل	عميل	UC
مرهون	مرهون	UC
	،	INSERT_PM

الجيش	الجيش	UC
يحاصر	يحاصر	UC
المدن	المدن	UC
	،	INSERT_PM
والقتلى	والقتلى	UC
يتساقطون	يتساقطون	UC
كل	كل	UC
يوم	يوم	UC
	،	INSERT_PM
والأنشاقات	والأنشاقات	UC
عن	عن	UC
الجيش	الجيش	UC
النظامي	النظامي	UC
تتوال	تتوال	UC
	،	INSERT_PM
والنظام	والنظام	UC
يمنع	يمنع	UC
الأعلام	الأعلام	UC
والمنظمات	والمنظمات	UC
بالدخول	بالدخول	UC
للبلد	للبلد	UC
	،	INSERT_PM
والتعتيم	والتعتيم	UC
الرسمي	الرسمي	UC
وقلب	وقلب	UC
الحقائق	الحقائق	UC
لايتوقف	لايتوقف	UC
	،	INSERT_PM
لا	لا	UC
مممرات	ممرات	REPLACE_OD
أمنه	آمنة	REPLACE_OH+REPLACE_OT
	،	INSERT_PM
لاحماية	لا حماية	SPLIT
دوليه	دولية	REPLACE_OT
	،	INSERT_PM
لا	لا	UC
منطقه	منطقة	REPLACE_OT
عازله	عازلة	REPLACE_OT
	،	INSERT_PM
لا	لا	UC
إستجابه	إستجابه	UC
لشيء	لشيء	UC
من	من	UC
طرف	طرف	UC
النظام	النظام	UC
	،	INSERT_PM
والعالم	والعالم	UC
كله	كله	UC
يعترف	يعترف	UC
وحتى	وحتى	UC
النظام	النظام	UC
أن	أن	UC
هنالك	هنالك	UC
مطالب	مطالب	UC
للحرية	للحرية	UC
،	،	UC
هل	هل	UC
ينتظر	ينتظر	UC
العالم	العالم	UC
فناء	فناء	UC
الشعب	الشعب	UC
السوري	السوري	UC
الذي	الذي	UC
تجرأ	تجرأ	UC
وقال	وقال	UC
حرية	حرية	UC
	؟	INSERT_PM

أن	أن	UC
الديموقراطية	الديموقراطية	UC
هي	هي	UC
ليست	ليست	UC
ما	ما	UC
تريده	تريده	UC
واشنطن	واشنطن	UC
لسورية	لسورية	UC
،	،	UC
لأن	لأن	UC
معظم	معظم	UC
حلفائها	حلفائها	UC
في	في	UC
الخليج	الخليج	UC
العربي	العربي	UC
لا	لا	UC
يقترب	يقترب	UC
من	من	UC
نظام	نظام	UC
الحكم	الحكم	UC
الديموقراطي	الديموقراطي	UC
إطلاقا	إطلاقا	UC
.	.	UC
أما	أما	UC
ما	ما	UC
تريده	تريده	UC
واشنطن	واشنطن	UC
لسورية	لسورية	UC
في	في	UC
الحقيقة	الحقيقة	UC
هو	هو	UC
إيقاظ	إيقاظ	UC
المشاعر	المشاعر	UC
المذهبية	المذهبية	UC
واستغلالها	واستغلالها	UC
لأقصى	لأقصى	UC
حد	حد	UC
ممكن	ممكن	UC
من	من	UC
أجل	أجل	UC
إثارة	إثارة	UC
الاقتتال	الاقتتال	UC
الداخلي	الداخلي	UC
هناك	هناك	UC
،	،	UC
على	على	UC
حد	حد	UC
تعبيره	تعبيره	UC
.	.	UC

أنا	أنا	UC
شييح	شاب	REPLACE_SW
من	من	UC
كيبوتز	كيبوتز	UC
الحرس	الحرس	UC
الجمهوري	الجمهوري	UC
بناحية	بناحية	UC
قدسيا	قدسيا	UC
.	.	UC
.	.	UC
أريد	أريد	UC
أن	أن	UC
أتبرأ	أتبرأ	UC
من	من	UC
عصابة	عصابة	UC
نظام	نظام	UC
الأسد	الأسد	UC
.	.	UC
دلوني	دلوني	UC
كيف	كيف	UC
أفعل	أفعل	UC
.	.	UC
.	.	UC
ليس	ليس	UC
هناك	هناك	UC
مراكز	مراكز	UC
نستطيع	نستطيع	UC
تسجيل	تسجيل	UC
ذلك	ذلك	UC
عبرها	عبرها	UC
!	!	UC
الرجاء	الرجاء	UC
مساعدتنا	مساعدتنا	UC
.	.	UC
نحن	نحن	UC
بين	بين	UC
نارين	نارين	UC
.	.	UC
ما	ما	UC
عندنا	عندنا	UC
سلطة	سلطة	UC
و لا	ولا	MERGE
جاه	جاه	UC
	،	INSERT_PM
و محسوبين	ومحسوبين	MERGE
على	على	UC
لصوص	لصوص	UC
ومجرمي	ومجرمي	UC
العصابة	العصابة	UC
	!	INSERT_PM

مسكين	مسكين	UC
نظام	النظام	REPLACE_XF
السوري	السوري	UC
	،	INSERT_PM
هل	هل	UC
يعتقد	يعتقد	UC
انه	أنه	REPLACE_OH
قادر	قادر	UC
على	على	UC
الحكم	الحكم	UC
؟	؟	UC
سقط	سقط	UC
من	من	UC
قبله	قبله	UC
التونسي	التونسي	UC
	،	INSERT_PM
والمصري	والمصري	UC
	،	INSERT_PM
والييبي	والييبي	UC
	،	INSERT_PM
واليمني	واليمني	UC
	،	INSERT_PM
وهم	وهم	UC
اقوى	أقوى	REPLACE_OH
منه	منه	UC
بكثير	بكثير	UC
من	من	UC
بشار	بشار	UC
ونظامة	ونظامه	REPLACE_OT
؟	؟	UC
علما	علما	UC
ان	أن	REPLACE_OH
الجمعة	الجمعة	UC
القادمة	القادمة	UC
ثورة	ثورة	UC
دمشق	دمشق	UC
وحلب	وحلب	UC
	،	INSERT_PM
وهي	وهي	UC
النهاية	النهاية	UC
(	(	UC
لكن	لكن	UC
يجب	يجب	UC
محكامة	محكامة	UC
هذا	هذا	UC
النظام	النظام	UC
	،	INSERT_PM
محكامة	ومحكامة	REPLACE_OH+REPLACE_OM
عادلة	عادلة	UC
	،	INSERT_PM
مع	مع	UC
بث	بث	UC
مباشر	مباشر	UC
لجميع	لجميع	UC
العالم	العالم	UC
)	)	UC

لا	لا	UC
أصدق	أصدق	UC
أن	أن	UC
الشعب	الشعب	UC
السوري	السوري	UC
العظيم	العظيم	UC
يخرج	يخرج	UC
بمسيرات	بمسيرات	UC
تأييد	تأييد	UC
لسفاحه	لسفاحه	UC
فهذا	فهذا	UC
أمر	أمر	UC
يدعو	يدعو	UC
للاستهجان	للاستهجان	UC
أن	أن	UC
يصفق	يصفق	UC
و	و	UC
يؤيد	يؤيد	UC
شعب	شعب	UC
من	من	UC
يذبحه	يذبحه	UC
.	.	UC
هذه	هذه	UC
المسيرات	المسيرات	UC
/	/	UC
جبر	جبر	UC
علي	علي	UC
الخروج	الخروج	UC
بها	بها	UC
الغالبية	الغالبية	UC
العظمى	العظمى	UC
من	من	UC
الناس	الناس	UC
.	.	UC
و	و	UC
أما	أما	UC
المعجبون	المعجبون	UC
ببشار	ببشار	UC
فإما	فإما	UC
ساديون	ساديون	UC
مثله	مثله	UC
و	و	UC
إما	إما	UC
مأجورون	مأجورون	UC
لديه	لديه	UC
أو	أو	UC
مستفيدون	مستفيدون	UC
من	من	UC
نظامه	نظامه	UC
.	.	UC

بارك	بارك	UC
الله	الله	UC
في	في	UC
قناة	قناة	UC
الجزيرة	الجزيرة	UC
ال	ال	UC
تي	تي	UC
حق	حق	UC
ا	ا	UC
تساعد	تساعد	UC
في	في	UC
إنخفاض	إنخفاض	UC
عدد	عدد	UC
الشهداء	الشهداء	UC
من	من	UC
السوري	السوري	UC
ين	ين	UC
،	،	UC
فنقلها	فنقلها	UC
الحدث	الحدث	UC
كما	كما	UC
هو	هو	UC
في	في	UC
الشارع	الشارع	UC
السوري	السوري	UC
أمام	أمام	UC
العالم	العالم	UC
يكبح	يكبح	UC
النظام	النظام	UC
السوري	السوري	UC
من	من	UC
جرائمه	جرائمه	UC
ضد	ضد	UC
الإنساني	الإنساني	UC
ة	ة	UC
والت	والت	UC
ي	ي	UC
أخذ	أخذ	UC
راحته	راحته	UC
في	في	UC
الماضي	الماضي	UC
بقتل	بقتل	UC
أهالي	أهالي	UC
مدينة	مدينة	UC
حماه	حماه	UC
وحلب	وحلب	UC
ومعتقلي	ومعتقلي	UC
سجن	سجن	UC
تدمر	تدمر	UC
وفلسطيني	وفلسطيني	UC
ي	ي	UC
تل	تل	UC
الزعتر	الزعتر	UC
.	.	UC

ياالله	يا الله	SPLIT
على	على	UC
الوطن	الوطن	UC
العربي	العربي	UC
وحكاموا	وحكامه ،	REPLACE_OD+REPLACE_OR+REPLACE_PM
صارت	صارت	UC
