SOURCE	TARGET
,	.
وفي	وفي
مجتمعنا	مجتمعنا
الحالي	الحالي
قد	قد
آثر	أثرت
عليهم	عليه
بشكل	بشكل
سلبي	سلبي
بكثرة	بكثرة
وجعل	وجعلت
المجتمع	المجتمع
يتأثرون	يتأثر
على معظم	بمعظم
الأشياء	الأشياء
التي	التي
يقومون	يقوم
فيها	فيها
في التواصل	بالتواصل
الاجتماعي	الاجتماعي
	,
وأيضا	وأيضا
قد	قد
تغنى	تغني
بعض	بعض
الأشخاص	الأشخاص
عن	عن
التواصل	التواصل
الحقيقي	الحقيقي
والمباشر	والمباشر
مع	مع
الناس	الناس
ويحرصهم	وتحصرهم
في	في
غرفهم	غرفهم
,	,
وهذه	وهذا
يدل	يدل
على	على
إدمان	إدمان
التواصل	التواصل
الاجتماعي	الاجتماعي
	.
وتجعل	وتجعل
الشخص	الشخص
وحيد	وحيدا
لا	لا
يجتمع	يجتمع
مع	مع
الناس	الناس
ويتحوار	ولا يتحاور
معهم	معهم
ويجعل	وتجعل
الشخص	الشخص
لا	لا
يستغني	يستغني
عن	عن
التواصل	التواصل
الاجتماعي	الاجتماعي
مما	مما
يؤدي	يؤدي
إلى	إلى
انعزال	انعزال
في	في
الواقع	الواقع
,	.
ومن	ومن
ناحية	ناحية
الاستخدام	الاستخدام
السيئ	السيئ
لمواقع	لمواقع
التواصل	التواصل
الاجتماعي	الاجتماعي
يؤدي	يؤدي
إلى	إلى
إضاعة	إضاعة
الوقت	الوقت
وبلا	وبلا
هدف	هدف
.	.
ولأكن	ولكن
التواصل	التواصل
الاجتماعي	الاجتماعي
لديه	لديه
أيضا	أيضا
أثر	أثر
إيجابي	إيجابي
مثل	مثل
التواصل	التواصل
بين	بين
الناس	الناس
	,
وهو	وهو
ميزة	ميزة
رئيسية	رئيسية
	.
ويجعل	ويجعل
الشخص	الشخص
يتعرف	يتعرف
على	على
الكثير	الكثير
من	من
الناس	الناس
من	من
بلدان	بلدان
آخرة	أخرى
,	,
وأيضا	وأيضا
يمكن	يمكن
للشخص	للشخص
أنه	أن
يحصل	يحصل
على	على
أي	أي
معلومة	معلومة
يرد	يريد
أن	أن
يعرفه الشخص	يعرفها
أو	أو
يستفاد	يستفيد
منها	منها
	.
ويمكن	ويمكن
لكل	لكل
شخص	شخص
أنه	أن
يتحكم	يتحكم
في	في
استخدامه	استخدامه
للتواصل	للتواصل
الاجتماعي	الاجتماعي
ويعرف	ويعرف
كيفية	كيفية
الاستخدام	الاستخدام
من	من
غير	غير
لا	أن
يكون	يكون
له	له
أثر	أثر
سلبي	سلبي
على	على
الشخص	الشخص
	.
وهكذا	وهكذا
قد	قد
يكون	يكون
قادر	قادرا
	على
التحكم	التحكم
بنفسه	بنفسه
بعدل	بعدل
من	من
غير	غير
لا	أن
يؤذي	يؤذي
نفسه	نفسه
من	من
كثر	كثرة
الاستخدام	استخدام
على	
التواصل	التواصل
الاجتماعي	الاجتماعي
أو	أو
يأثر	يتأثر
من	من
التواصل	التواصل
الاجتماعي	الاجتماعي
بشكل	بشكل
سلبي	سلبي
وقد	وقد
يكون	يكون
يتأثر	يتأثر
بشكل	بشكل
إيجابي	إيجابي
.	.

يتميز	يتميز
عصرنا	عصرنا
الحديث	الحديث
بالتطور	بالتطور
الكبير	الكبير
في	في
مجال	مجال
التكنولوجيا	التكنولوجيا
,	,
وللتكنولوجيا	وللتكنولوجيا
أثر	أثر
كبير	كبير
على	على
الفرد	الفرد
والمجتمع	والمجتمع
.	.
كما	كما
نعلم	نعلم
أن	أن
لها	لها
جوانب	جوانب
إيجابية	إيجابية
وأخرى	وأخرى
سلبية	سلبية
,	.
بعض	بعض
الآثار	الآثار
السلبية	السلبية
وهي	وهي
أن	أن
التواصل	التواصل
الاجتماعي	الاجتماعي
والتكنولوجيا	والتكنولوجيا
بجميع	بجميع
أنواعها	أنواعها
قادرة	قادرة
على	على
أن	أن
تسيطر	تسيطر
على	على
الفرد	الفرد
وتغزله	وتعزله
عن	عن
العالم	العالم
والمجتمع	والمجتمع
وتحبسه	وتحبسه
وتغلقه	وتغلقه
في	في
عالم	عالم
آخر	آخر
,	.
تأثر	يؤثر
التواصل	التواصل
الاجتماعي	الاجتماعي
بصحة	بصحة
الإنسان	الإنسان
وحالته	وحالته
المزاجية	المزاجية
وتهدر	ويهدر
الأوقات	الأوقات
,	.
لها	له
آثار	آثار
إيجابية	إيجابية
وهي	وهي
أنها	أنه
تقوم	يقوم
بتطوير	بتطوير
الدولة	الدولة
وازدهارها	وازدهارها
وتنشأ	وتنشأ
العلاقات	العلاقات
الاجتماعية	الاجتماعية
,	,
تبادل	تبادل
الخبرات	الخبرات
والمنفعة	والمنفعة
بين	بين
الدول	الدول
واكتساب	واكتساب
مهارات	مهارات
متعددة	متعددة
من	من
الحياة	الحياة
,	,
تجعل	يجعل
الإنسان	الإنسان
يبدع	يبدع
ويبتكر	ويبتكر
لأن	لأن
التكنولوجيا	التكنولوجيا
تعطي	تعطي
مجالا	مجالا
للأبداع	للإبداع
.	.
التواصل	التواصل
الاجتماعي	الاجتماعي
تسمح	يسمح
بإقامة	بإقامة
العلاقات	العلاقات
الاجتماعية	الاجتماعية
والتعرف	والتعرف
على	على
أشخاص	أشخاص
من	من
أماكن	أماكن
متعددة	متعددة
ومختلفة	ومختلفة
وهذا	وهذا
جانب	جانب
إيجابي	إيجابي
للفرد	للفرد
والمجتمع	والمجتمع
.	.

وسائل	وسائل
التواصل	التواصل
الاجتماعي	الاجتماعي
أحدثت	أحدثت
تطورات	تطورات
في	في
زمننا	زمننا
الحالي	الحالي
مما	مما
أدى	أدى
	إلى
وجود	وجود
العديد	العديد
من	من
التكنولوجيا	التكنولوجيا
مثل	مثل
الهواتف	الهواتف
والحواسب	والحواسب
وغيرها	وغيرها
التي تستخدم	مما يستخدم
علم	عالم
الإنترنت	الإنترنت
الذي	الذي
يساعد	يساعد
الناس	الناس
في	في
تسهيل	تسهيل
الحياة	الحياة
وتقديم	وتقديم
الراحة	الراحة
لهم	لهم
من	من
خلال	خلال
تقديم	تقديم
مهامهم	مهامهم
بسهولة	بسهولة
	.
ولكل	ولكل
شي	شيء
في	في
الحياة	الحياة
إيجابيات	إيجابيات
وسلبيات	وسلبيات
وكما	كما
أن	أن
لوسائل	لوسائل
التواصل	التواصل
الاجتماعي	الاجتماعي
تأثيرا	تأثيرا
على	على
الفرد	الفرد
والمجتع	والمجتع
وسأتناول	وسأتناول
ذالك	ذلك
في	في
بحثي	بحثي
.	.
أولا	أولا
سوف	سوف
أتحدث	أتحدث
عن	عن
إيجابيات	إيجابيات
مواقع	مواقع
التواصل	التواصل
الاجتماعي	الاجتماعي
	.
لمواقع	لمواقع
التواصل	التواصل
الاجتماعي	الاجتماعي
إيجابيات	إيجابيات
عديدة	عديدة
منها	منها
أنها	أنها
تساعد	تساعد
الناس	الناس
في	في
التواصل	التواصل
مع	مع
الآخرين	الآخرين
من	من
أنحاء	أنحاء
العالم	العالم
	,
كما	كما
أنها	أنها
تسهل	تسهل
التواصل	التواصل
بينهم	بينهم
وأيضا	وأيضا
تساعد	تساعد
الناس	الناس
على	على
معرفت	معرفة
أخبار	أخبار
العالم	العالم
وما	وما
الذي	الذي
يحدث	يحدث
في	في
العالم	العالم
,	.
بالإضافة	بالإضافة
إلى	إلى
أنها	أنها
وسيلة	وسيلة
فعالة	فعالة
لترويج	لترويج
الشركات	الشركات
عن	عن
منتجاتها	منتجاتها
ووضع	ووضع
إعلانات	إعلانات
عنها	عنها
في	في
مواقع	مواقع
التواصل	التواصل
الاجتماعي	الاجتماعي
لتجلب	لتجلب
أعجاب	إعجاب
الناس	الناس
لها	لها
	.
وكما	وكما
أنها	أنها
تسهم	تسهم
	في
تسهيل	تسهيل
العلم	العلم
من	من
خلال	خلال
البحث	البحث
في	في
الشبكة	الشبكة
العنكبوتية	العنكبوتية
وتسهل	وتسهل
الواجبات	الواجبات
والمهمات	والمهمات
	.
ثانيا	ثانيا
سوف	سوف
أتحدث	أتحدث
عن	عن
سلبات	سلبيات
وسائل	وسائل
التواصل	التواصل
الاجتماعي	الاجتماعي
	.
ورلوسائل	ولوسائل
التواصل	التواصل
الاجتماعي	الاجتماعي
سلبيات	سلبيات
عديدة	عديدة
ومنها	ومنها
أنها	أن
كحثرة	كثرة
الجلوس	الجلوس
على	على
مواقع	مواقع
التواصل	التواصل
الاجتماعي	الاجتماعي
تؤدي	تؤدي
إلى	إلى
تهديير	تهدير
الوقت	الوقت
وتضييعه	وتضييعه
دوتن	دون
استغلاله	استغلاله
في	في
شي	شيء
موفيد	مفيد
	.
أيضا	أيضا
تؤدي	تؤدي
إلى	إلى
أمراض	أمراض
عديدة	عديدة
جدا	جدا
ومنها	ومنها
ضعف	ضعف
النظر	النظر
وأمراض	وأمراض
في	في
الظهر	الظهر
وأمراض	وأمراض
في	في
الأعصاب	الأعصاب
والعضلات	والعضلات
وتؤدي	وتؤدي
إلى	إلى
الوحدة	الوحدة
والعزلة	والعزلة
	.
كما	كما
أن	أنه
يمكن	يمكن
للأشخاص	للأشخاص
اختراق	اختراق
موتقعك	موقعك
ومعلوماتك	ومعلوماتك
الشخصية	الشخصية
واستغلالك	واستغلالك
بها	بها
من	من
خلال	خلال
مواقع	مواقع
التواصل	التواصل
الاجتماعي	الاجتماعي
	,
كما	كما
أنها	أنها
طريقة	طريقة
سهلة	سهلة
لنشر	لنشر
الإشاعات	الإشاعات
بسهولة	بسهولة
عبر	عبر
مواقع	مواقع
التواصل	التواصل
الاجتماعي	الاجتماعي
.	.

مواقع	مواقع
التواصل	التواصل
الاجتماعي	الاجتماعي
هي	هي
تقنية	تقنية
حديثة	حديثة
و مبتكرة	ومبتكرة
لتبادل	لتبادل
المعلومات	المعلومات
و الأفكار	والأفكار
بين	بين
المستخدمين	المستخدمين
وهي	وهي
تعتمد	تعتمد
بشكل	بشكل
أساسي	أساسي
على	على
الإنترنت	الإنترنت
.	.
لمواقع	لمواقع
التواصل	التواصل
الاجتماعي	الاجتماعي
العديد	العديد
من	من
الإيجابيات	الإيجابيات
و السلبيات	والسلبيات
على	على
الأفراد	الأفراد
وكما	كما
أنها	أنها
قد	قد
تؤدي	تؤدي
أحيانا	أحيانا
إلى	إلى
الموت	الموت
.	.
سهل	سهل
علينا	علينا
هذا	هذا
الاختراع	الاختراع
طريقة	طريقة
تواصلنا	تواصلنا
مع	مع
الآخرين	الآخرين
حيث	حيث
أن	إن
بإمكاننا	بإمكاننا
أن	أن
نتحدث	نتحدث
مع	مع
شخص	شخص
بعيد	بعيد
عنا	عنا
دون	دون
الحاجة	الحاجة
إلى	إلى
لقاؤه	لقائه
.	.
كما	كما
أن	أن
هذا	هذا
الاختراع	الاختراع
ساعد	ساعد
على	على
القضاء	القضاء
على	على
الملل	الملل
.	,
و أصبح	وأصبح
الآن	الآن
بإمكاننا	بإمكاننا
أن	أن
نشغل	نشغل
أنفسنا	أنفسنا
بشيء	بشيء
يفيدنا	يفيدنا
.	,
بل	بل
أصبح	أصبح
التعرف	التعرف
على	على
الأصدقاء	الأصدقاء
بواسطة	بواسطة
مواقع	مواقع
التواصل	التواصل
الاجتماعي	الاجتماعي
في	في
غاية	غاية
السهولة	السهولة
.	.
لمواقع	لمواقع
التواصل	التواصل
الاجتماعي	الاجتماعي
الكثير	الكثير
من	من
السلبيات	السلبيات
وقد	وقد
يؤدي	تؤدي
كثرة	كثرة
استخدامها	استخدامها
إلى	إلى
الوقوع	الوقوع
في	في
العديد	العديد
من	من
الأمراض	الأمراض
	,
على	على
سبيل	سبيل
المثال	المثال
:	:
كثرة	كثرة
الجلوس	الجلوس
على	على
الهاتف	الهاتف
قد	قد
يضر	تضر
العين	العين
وقد	وقد
يؤدي	تؤدي
إلى	إلى
العمى	العمى
.	.
أيضا	أيضا
كثرة	كثرة
الجلوس	الجلوس
على	على
الهاتف	الهاتف
يضر	تضر
العمود	العمود
الفقري	الفقري
مما	مما
يؤدي	يؤدي
إلى	إلى
انحناء	انحناء
الظهر	الظهر
.	.
أن	إن
إدمان	إدمان
مواقع	مواقع
التواصل	التواصل
الاجتماعي	الاجتماعي
يشكل	يشكل
خطر	خطرا
كبير	كبيرا
على	على
الفرد	الفرد
و المجتمع	والمجتمع
.	.
في	في
الختام	الختام
,	
من	من
المهم	المهم
جدا	جدا
حسن	حسن
استخدام	استخدام
هذه	هذه
المواقع	المواقع
لأنه	لأن
استخدامها	استخدامها
بشكل	بشكل
سيء	سيئ
قد	قد
يؤدي	يؤدي
إلى	إلى
سلبيات	سلبيات
عديدة	عديدة
.	.

هناك	هناك
أسباب	أسباب
كثيرة	كثيرة
يمكن	يمكن
أن	أن
تأثر	تؤثر
على	على
الفرد	الفرد
والمجتمع	والمجتمع
,	,
ومن	ومن
هذه	هذه
الأسباب	الأسباب
وسائل	وسائل
التواصل	التواصل
الاجتماعي	الاجتماعي
,	.
في	في
هذه	هذه
الأيام	الأيام
التكنلوجيا	التكنولوجيا
قضت	قضت
على	على
كل	كل
شي	شيء
من	من
خلال	خلال
الهواتف	الهواتف
,	,
يمكن	يمكن
على	على
الفرد	الفرد
أن	أن
ينهى	ينهي
حاجاته	حاجاته
من	من
الهاتف	الهاتف
من	من
خلال	خلال
البرامج	البرامج
التعليمية	التعليمية
والترفيهية	والترفيهية
وخاصتا	. خاصة
الأطفال	الأطفال
والشباب	والشباب
فهذا	فهذا
مضر	مضر
لصحتهم	لصحتهم
النفسية	النفسية
والجسدية	والجسدية
	,
فكثرت	فكثرة
قضاء	قضاء
وقتهم	وقتهم
على	على
الهاتف	الهاتف
يسبب	تسبب
لهم	لهم
ضعف	ضعفا
فالنظر	في النظر
,	.
أيضا	أيضا
هناك	هناك
مشكلة	مشكلة
جدا	جدا
كبيرة	كبيرة
,	
وهي	وهي
كيفية	كيفية
استخدام	استخدام
وسائل	وسائل
التواصل	التواصل
الاجتماعي	الاجتماعي
	,
الكثير	الكثير
منهم	منهم
يستخدمون	يستخدمون
وسائل	وسائل
تواصل	التواصل
الاجتماعي	الاجتماعي
بطريقة	بطريقة
خاطئة	خاطئة
ممكن	يمكن
أن	أن
تضرالفرد	تضر الفرد
,	.
وهناك	وهناك
الكثير	الكثير
من	من
الحلول	الحلول
ومنها	ومنها
يجب	يجب
على	على
جميع	جميع
المدارس	المدارس
توعية	توعية
الطلاب	الطلاب
وكيفية	بكيفية
استخدامهم	استخدامهم
وسائل	وسائل
التواصل	التواصل
الاجتماعي	الاجتماعي
بشكلا	بشكل
صحيح	صحيح
لكي	لكي
لا	لا
يتضررون	يتضرروا
من	من
استخدامه	استخدامه
بشكل	بشكل
خاطئ	خاطئ
,	,
وهذه	وهذه
طريقة	طريقة
صحيحة	صحيحة
لتوعيتهم	لتوعيتهم
منذ	منذ
الصغر	الصغر
,	.
وأيضا	وأيضا
يجب	يجب
توعية	توعية
الفرد	الفرد
وعمل	وعمل
الحد	الحد
الآزم	اللازم
لهم	له
,	.
وأيضا	وأيضا
هناك	هناك
الكثير	الكثير
من	من
الإيجابيات	الإيجابيات
,	,
ولكن	ولكن
الأهم	الأهم
أن	أن
لا	لا
يتعرضون	يتعرضوا
للمخاطر	للمخاطر
من	من
استخدامه	استخدامه
بشكل	بشكل
خاطئ	خاطئ
.	.

في	في
هذا	هذا
العصر	العصر
الجديد	الجديد
,	
لقد	قد
ظهرت	ظهرت
الكثير	الكثير
من	من
تطبيقات	التطبيقات
جديدة	الجديدة
التي	التي
قد	قد
توثر	تؤثر
على	على
الفرد	الفرد
والمجتمع	والمجتمع
.	.
هناك	هناك
أشخاص	أشخاص
يعانون	يعانون
الكثير	الكثير
من	من
الوسائل	وسائل
التواصل	التواصل
الاجتماعي	الاجتماعي
لكي	لكن
هناك	هناك
أشخاص	أشخاص
يستخدمون	يستخدمونها
بشكل	بشكل
سيء	سيئ
.	.
هناك	هناك
الكثير	كثير
من	من
الأطفال	الأطفال
عانوا	عانوا
من	من
المشاكل	المشاكل
الصحية	الصحية
والنفسية	والنفسية
.	.
واجهوا	واجهوا
السب	السب
الوقذف	والقذف
من	من
أشخاص	أشخاص
سيئين	سيئين
.	.
كذلك	كذلك
قررت	قررت
دولة	دولة
الأمارات	الإمارات
أن	أن
تحرص	تحرص
وتراقب	وتراقب
هولاء	هؤلاء
الأشخاص	الأشخاص
الذين	الذين
يستخدمون	يستخدمون
وسائل	وسائل
التواصل	التواصل
الاجتماعي	الاجتماعي
بشكل	بشكل
سيئ	سيئ
جدا	جدا
.	.
وسائل	وسائل
تواصل	التواصل
الاجتماعي	الاجتماعي
قد	قد
تؤثر	تؤثر
على	على
المجتمع	المجتمع
أيضا	أيضا
,	,
نشر	نشر
الصور	الصور
ونشر	ونشر
الإشاعات	الإشاعات
والتهديد	والتهديد
بين	بين
الأشخاص	الأشخاص
وتؤثر	يؤثر
على	على
الكثير	الكثير
من	من
المجالات	المجالات
بين	بين
الدول	الدول
و الشعوب	والشعوب
.	.
كذلك	كذلك
وسائل	وسائل
التواصل	التواصل
تؤثر	تؤثر
على	على
الفرد	الفرد
	,
على	على
صحته	صحته
و شخصيته	وشخصيته
وكذلك	وكذلك
مشاكل	مشاكل
نفسية	نفسية
الذين	للذين
واجهوا	واجهوه
من	من
الناس	الناس
السيئين	السيئين
من	من
السب	السب
والقذف	والقذف
.	.
هناك	هناك
الكثير	الكثير
من	من
الأطفال	الأطفال
لديهم	لديهم
هواتف	هواتف
ذكية	ذكية
ولديهم	ولديهم
برامج	برامج
يتحادثون	يتحادثون
بها	بها
بين	بين
الأصدقاء	الأصدقاء
والتعارف	وللتعارف
.	.
في	في
هذا	هذا
الجيل	الجيل
الجديد	الجديد
أو	أو
القادم	القادم
سوف	سوف
تزيد	تزيد
الآثار	الآثار
والمشاكل	والمشاكل
بين	بين
الفرد	الفرد
والمجتمع	والمجتمع
.	.
يجب	يجب
آمن	على
الأولياء	أولياء
الأمور	الأمور
أن	
آخذ	أخذ
الحيطة	الحيطة
والحذر	والحذر
و مراقبة	ومراقبة
أبنائهم	أبنائهم
كيفية	لكيفية
استخدام	استخدام
وسائل	وسائل
تواصل	التواصل
الاجتماعي	الاجتماعي
بشكل	بشكل
جيد	جيد
.	.

أن	إن
وسائل	وسائل
التواصل	التواصل
الاجتماعي	الاجتماعي
لها	لها
تأثير	تأثير
اجابي	إيجابي
وسلبي	وسلبي
على	على
الفرد	الفرد
وهذا	وهذا
يعتمد	يعتمد
على	على
طريقة	طريقة
استخدام	استخدام
الفرد	الفرد
لها	لها
,	,
ولأكنها	ولكن
بشكل	بشكل
عام	عام
وسائل	وسائل
التواصل	التواصل
الاجتماعي	الاجتماعي
يؤثر	تؤثر
بشكل	بشكل
سلبي	سلبي
على	على
الفرد	الفرد
,	.
على	على
سبيل	سبيل
المثال	المثال
الإفراط	الإفراط
في	في
استخدامه	استخدامها
يسبب	يسبب
العزلة	العزلة
والضعف	والضعف
في	في
النظر	النظر
والكثير	والكثير
من	من
المشاكل	المشاكل
الصحية	الصحية
.	.
هناك	هناك
الكثير	الكثير
من	من
العائلات	العائلات
تشتكي	تشتكي
من	من
أطفالها	أطفالها
الذين	الذين
يقضون	يقضون
معضم	معظم
وقتهم	وقتهم
على	على
التواصل	التواصل
الجتماعي	الاجتماعي
وينسون	وينسون
الجلوس	الجلوس
مع	مع
أفراد	أفراد
العائلة	العائلة
وتبادل	وتبادل
الحديث	الحديث
.	.
وبعض	وبعض
الفراد	الأفراد
يتأثر	يتأثر
من	من
المقاطع	المقاطع
التي	التي
ترسل	ترسل
على	على
التواصل	التواصل
الاجتماعي	الاجتماعي
ولا	ولا
يفكر	يفكر
ما	ما
إذا	إذا
كانت	كانت
هذه	هذه
المقاطع	المقاطع
أخلاقية	أخلاقية
اوتناسب	أو تناسب
العادات	العادات
والتقاليد	والتقاليد
سيقوم	سيقوم
بالتقليد	بالتقليد
على	على
الفور	الفور
.	.
للتغلب	للتغلب
على	على
هذه	هذه
المشكلات	المشكلات
يجب	يجب
على	على
الفر	الفرد
التقليل	التقليل
من	من
استخدام	استخدام
وسائل	وسائل
التواصل	التواصل
الاجتماعي	الاجتماعي
والجلوس	والجلوس
مع	مع
أفراد	أفراد
العائلة	العائلة
مدة	مدة
أطول	أطول
ويحاول	ويحاول
أن	أن
يتخطى	يتخطى
المقاطع	المقاطع
الغير	غير
أخلاقية	الأخلاقية
والتي	والتي
لا	لا
تناسب	تناسب
العادات	العادات
والتقاليد	والتقاليد
وعدم	وعدم
التأثر	التأثر
فيها	بها
.	.

وسائل	وسائل
التواصل	التواصل
الاجتماعي	الاجتماعي
و تأثيرها	وتأثيرها
على	على
الفرد	الفرد
و المجتمع	والمجتمع
.	
في	في
عصرنا	عصرنا
الحالي	الحالي
,	,
تعددت	تعددت
وسائل	وسائل
التواصل	التواصل
الاجتماعي	الاجتماعي
بكثرة	بكثرة
,	,
أصبح	أصبح
التواصل	التواصل
سهل	سهلا
وسريع	وسريعا
,	,
من	من
خلال	خلال
كبسة	كبسة
بسيطة	بسيطة
ستتحدث	ستتحدث
لشخص	لشخص
في	في
النصف	النصف
الآخر	الآخر
من	من
كرة	كرة
الأرض	الأرض
	,
فأصبح	فأصبح
الناس	الناس
يتواصلون	يتواصلون
من	من
خلالها	خلالها
بكثرة	بكثرة
وعدم	ولا
اللجوء	يلجؤون
للعادة	للعادة
القديمة	القديمة
كالزيارة	كالزيارة
وكتابة	وكتابة
البرقية	البرقية
والرسائل	والرسائل
الورقية	الورقية
.	.
سهلت	سهلت
وسائل	وسائل
التواصل	التواصل
الاجتماعي	الاجتماعي
الزيارات	الزيارات
وآخذ	وأخذ
السؤال	السؤال
عن	عن
الحال	الحال
و الأحوال	والأحوال
من	من
الأقارب	الأقارب
و الأصدقاء	والأصدقاء
,	,
يمكنهم	يمكنهم
من	من
خلال	خلالها
وهم	وهم
في	في
منازلهم	منازلهم
"	"
"	"
"	"
التويتر	التويتر
"	"
"	"
	"
و	و
"	"
"	"
	"
الواتساب	الواتساب
"	"
"	"
"	"
وغيره	وغيره
	[
	INCOMPLETE
	]

في	في
وقتنا	وقتنا
الحالي	الحالي
تعد	تعد
وسائل	وسائل
التواصل	التواصل
الاجتماعي	الاجتماعي
من	من
أهم	أهم
الوسائل	الوسائل
في	في
جميع	جميع
أنحاء	أنحاء
العالم	العالم
,	,
حيث	حيث
أن	إن
جميع	جميع
الدول	الدول
لآبد	لا بد
لها	لها
من	من
التواصل	التواصل
عبرها	عبرها
وأيضا	وأيضا
جميع	جميع
من	من
في	في
المجتمع	المجتمع
يتواصلون	يتواصلون
بها	بها
	.
أن	إن
لها	لها
جوانب	جوانب
إيجابية	إيجابية
كثيرة	كثيرة
ولكن	ولكن
جوانبها	جوانبها
السلبية	السلبية
أكثر	أكثر
	,
فتأثيرها	فتأثيرها
الإيجابي	الإيجابي
هو	هو
حفظ	حفظ
الوقت	الوقت
وتوفيره	وتوفيره
والتواصل	والتواصل
بين	بين
أفراد	أفراد
المجتمع	المجتمع
بسهولة	بسهولة
الدراسة	الدراسة
منها	منها
أو	أو
استخدامها	استخدامها
للتجارة	للتجارة
والأعمال	والأعمال
عبرها	عبرها
	.
ولكن	ولكن
إذا	إذا
ما	ما
آتينا	أتينا
إلى	إلى
الجوانب	الجوانب
السلبية	السلبية
وتأثيراتها	وتأثيراتها
السيئة	السيئة
فهي	فهي
من	من
الوسائل	الوسائل
التي	التي
تضر	تضر
بصحتنا	بصحتنا
وصحة	وصحة
أعيننا	أعيننا
إذا	إذا
مكثنا	مكثنا
عليها	عليها
وقتا	وقتا
طويلا	طويلا
	.
وأيضا	وأيضا
هناك	هناك
تنمر	تنمر
أو	أو
مشاكل	مشاكل
أخرى	أخرى
واختطافات	واختطافات
وأمور	وأمور
جدية	جدية
تحدث	تحدث
من	من
هذه	هذه
المواقع	المواقع
	,
حيث	حيث
أن	إن
هناك	هناك
أعمارا	أعمارا
صغيرة	صغيرة
أو	أو
من	من
هم	هم
قليلوا	قليلو
الوعي	الوعي
يستخدمونها	يستخدمونها
بطرق	بطرق
خاطئة	خاطئة
ومضرة	ومضرة
	,
وهناك	وهناك
الكثير	الكثير
من	من
المشاكل	المشاكل
الأسرية	الأسرية
وتفكك	وتفكك
العلاقات	العلاقات
وغيرها	وغيرها
الكثير	الكثير
	.
ولكن	ولكن
لجميع	لجميع
الأشياء	الأشياء
جوانب	جوانب
إيجابية	إيجابية
وجوانب	وجوانب
سلبية	سلبية
	,
فعلى	فعلى
الناس	الناس
توعية	توعية
البعض	البعض
ومعرفة	ومعرفة
كيفية	كيفية
استخدامها	استخدامها
بشكل	بشكل
صحيح	صحيح
لكي	لكي
يكون	يكون
تأثيرها	تأثيرها
على	على
المجتمع	المجتمع
وأفراده	وأفراده
تأثير	تأثيرا
إيجابي	إيجابيا
أكثر	أكثر
من	من
أن	أن
يكون	يكون
سلبي	سلبيا
ولكي	ولكي
لايضرهم	لا يضرهم
ويكون	ويكون
شيئ	شيئا
ذو	ذو
فائدة	فائدة
لهم	لهم
.	.

وسائل	وسائل
التواصل	التواصل
الاجتماعي	الاجتماعي
تأثر	تؤثر
تأثيرا	تأثيرا
قويا	قويا
على	على
الفرد	الفرد
والمجتمع	والمجتمع
وبالأخص	وبالأخص
على	على
الأطفال	الأطفال
.	.
في	في
الوقت	الوقت
الحالي	الحالي
الجميع	الجميع
أصبح	أصبح
على	على
وسائل	وسائل
التواصل	التواصل
الاجتماعي	الاجتماعي
.	.
من	من
أهم	أهم
أضرارها	أضرارها
,	
أن	أنهم
لا	لا
يجلسون	يجلسون
مع	مع
الآهل	الأهل
	,
جميع	جميع
الوقت	الوقت
على	على
الهاتف	الهاتف
ووسائل	ووسائل
التواصل	التواصل
الاجتماعي	الاجتماعي
	,
وهذا	وهذا
مضر	مضر
للصحة	للصحة
وأيضا	وأيضا
يشتت	يشتت
عقل	عقل
الأطفال	الأطفال
لأنه	لأن
البعض	البعض
ينشرون	ينشرون
صور	صور
عنف	عنف
أو	أو
قصص	قصصا
مرعبة	مرعبة
وهذا	وهذا
خطر	خطر
جدا	جدا
.	.
وأيضا	وأيضا
الجميع	الجميع
أصبح	أصبح
يظهر	يظهر
اشائعات	إشاعات
عبر	عبر
وسائل	وسائل
التواصل	التواصل
الاجتماعي	الاجتماعي
لكي	لكي
يصبح	يصبح
مشهورا	مشهورا
	.
ومن	ومن
الممكن	الممكن
	أن
يسبب	تسبب
أمراض	أمراضا
من	من
كثر	كثرة
استخدامها	استخدامها
مثل	مثل
مرض	مرض
الصرع	الصرع
أو	أو
التوحد	التوحد
وأيضا	وأيضا
ممكن	يمكن
	أن
يسبب	تسبب
فتنة	فتنة
بين	بين
المجتمع	المجتمع
	,
وهذا	وهذا
من	من
أضرار	أضرار
وسائل	وسائل
التواصل	التواصل
الاجتماعي	الاجتماعي
.	.
ويوجد	وتوجد
فوائد	فوائد
لوسائل	لوسائل
التواصل	التواصل
الاجتماعي	الاجتماعي
,	,
تساعد	يساعد
التواصل	التواصل
الاجتماعي	الاجتماعي
على	على
سهولة	سهولة
التسويق	التسويق
عبر	عبر
المواقع	المواقع
بدلا	بدلا
من	من
الذهاب	الذهاب
إلى	إلى
السوق	السوق
	,
وأيضا	وأيضا
يوجد	توجد
مهارات	مهارات
مثلا	مثلا
اللغة	اللغة
الإنجليزية	الإنجليزية
تساعدنا	تساعدنا
على	على
تقوية	تقوية
لغتنا	لغتنا
في	في
الاجليزي	الإنجليزي
وهذا	وهذا
شي	شيء
مفيد	مفيد
.	.
وفي	وفي
النهاية	النهاية
وسائل	وسائل
التواصل	التواصل
الاجتماعي	الاجتماعي
يوجد	توجد
لها	لها
أضرار	أضرار
كثيرة	كثيرة
وبعض	وبعض
الفوائد	الفوائد
.	.

انتشرت	انتشرت
